,model,n,p,k,seed,method,time,accuracy,n_iters
0,ising,100,190,40,0,SCOPE_jit,1.7157160420028958,0.8,12
1,ising,100,190,40,0,SCOPE,18.72194062899507,0.8,12
2,ising,100,190,40,0,GraSP_jit,0.5028622630052269,0.775,11
3,ising,100,190,40,0,GraSP,10.813123637999524,0.775,11
4,ising,100,190,40,0,Foba_jit,0.44685013899288606,0.775,0
5,ising,100,190,40,0,GraSP_jit,0.4392182839947054,0.775,0
6,ising,100,190,40,0,GraSP,10.060026633989764,0.775,0
7,ising,100,190,40,0,IHT_jit,0.37768274400150403,0.75,99
8,ising,100,190,40,0,IHT,2.350522104999982,0.75,99
9,ising,100,190,40,0,HTP_jit,0.2762431739975,0.75,5
10,ising,100,190,40,0,HTP,3.1118450180074433,0.75,5
11,ising,100,190,40,0,CVXPY,0.2448258679942228,0.8,0
12,ising,100,190,40,1,SCOPE_jit,0.8940220560034504,0.875,9
13,ising,100,190,40,1,SCOPE,9.937055881004198,0.875,9
14,ising,100,190,40,1,GraSP_jit,0.6474405029875925,0.775,21
15,ising,100,190,40,1,GraSP,18.389600939000957,0.775,21
16,ising,100,190,40,1,Foba_jit,0.6849634599930141,0.775,0
17,ising,100,190,40,1,GraSP_jit,0.6986300179996761,0.775,0
18,ising,100,190,40,1,GraSP,26.42132281899103,0.775,0
19,ising,100,190,40,1,IHT_jit,0.500107387008029,0.85,99
20,ising,100,190,40,1,IHT,2.919143641003757,0.85,99
21,ising,100,190,40,1,HTP_jit,0.36218795999593567,0.85,4
22,ising,100,190,40,1,HTP,3.331370319996495,0.85,4
23,ising,100,190,40,1,CVXPY,0.24581050699634943,0.8,0
24,ising,100,190,40,2,SCOPE_jit,1.0770583050034475,0.775,14
25,ising,100,190,40,2,SCOPE,14.394430297994404,0.775,14
26,ising,100,190,40,2,GraSP_jit,2.397925042998395,0.7,85
27,ising,100,190,40,2,GraSP,93.24050111600081,0.7,85
28,ising,100,190,40,2,Foba_jit,2.35252333599783,0.7,0
29,ising,100,190,40,2,GraSP_jit,2.219377296991297,0.7,0
30,ising,100,190,40,2,GraSP,98.01100063799822,0.7,0
31,ising,100,190,40,2,IHT_jit,0.27805483499832917,0.825,6
32,ising,100,190,40,2,IHT,0.7753653960098745,0.825,6
33,ising,100,190,40,2,HTP_jit,0.3447564060043078,0.8,7
34,ising,100,190,40,2,HTP,5.962791326994193,0.8,7
35,ising,100,190,40,2,CVXPY,0.2545394589978969,0.775,0
36,ising,100,190,40,3,SCOPE_jit,1.210384359001182,0.875,12
37,ising,100,190,40,3,SCOPE,9.636653344001388,0.85,9
38,ising,100,190,40,3,GraSP_jit,0.43967283400706947,0.8,9
39,ising,100,190,40,3,GraSP,9.028904498001793,0.8,9
40,ising,100,190,40,3,Foba_jit,0.43397888899198733,0.8,0
41,ising,100,190,40,3,GraSP_jit,0.43575331699685194,0.8,0
42,ising,100,190,40,3,GraSP,9.153937149007106,0.8,0
43,ising,100,190,40,3,IHT_jit,0.2586004189943196,0.825,4
44,ising,100,190,40,3,IHT,0.9893979589978699,0.825,4
45,ising,100,190,40,3,HTP_jit,0.26902837899979204,0.825,4
46,ising,100,190,40,3,HTP,3.531676387996413,0.825,4
47,ising,100,190,40,3,CVXPY,0.287810679001268,0.85,0
48,ising,100,190,40,4,SCOPE_jit,1.180863342990051,0.75,13
49,ising,100,190,40,4,SCOPE,12.903822299005697,0.75,13
50,ising,100,190,40,4,GraSP_jit,0.46121528299408965,0.75,8
51,ising,100,190,40,4,GraSP,7.685203289001947,0.75,8
52,ising,100,190,40,4,Foba_jit,0.37193033400399145,0.75,0
53,ising,100,190,40,4,GraSP_jit,0.39620951500546653,0.75,0
54,ising,100,190,40,4,GraSP,7.642403923993697,0.75,0
55,ising,100,190,40,4,IHT_jit,0.25269460800336674,0.85,4
56,ising,100,190,40,4,IHT,0.9341610160045093,0.85,4
57,ising,100,190,40,4,HTP_jit,0.4060312880028505,0.75,10
58,ising,100,190,40,4,HTP,7.697520930989413,0.75,10
59,ising,100,190,40,4,CVXPY,0.3042251910082996,0.875,0
60,ising,100,190,40,5,SCOPE_jit,1.2571924240037333,0.85,13
61,ising,100,190,40,5,SCOPE,14.301584850996733,0.85,11
62,ising,100,190,40,5,GraSP_jit,0.9016696189937647,0.75,20
63,ising,100,190,40,5,GraSP,22.770460165003897,0.75,20
64,ising,100,190,40,5,Foba_jit,0.7793530019989703,0.75,0
65,ising,100,190,40,5,GraSP_jit,0.66223469999386,0.75,0
66,ising,100,190,40,5,GraSP,21.297504711998045,0.75,0
67,ising,100,190,40,5,IHT_jit,0.3935120240057586,0.775,99
68,ising,100,190,40,5,IHT,2.7833049110049615,0.775,99
69,ising,100,190,40,5,HTP_jit,0.2974366660055239,0.85,4
70,ising,100,190,40,5,HTP,3.3082232599990675,0.85,4
71,ising,100,190,40,5,CVXPY,0.35592392200487666,0.8,0
72,ising,100,190,40,6,SCOPE_jit,1.156353789003333,0.775,13
73,ising,100,190,40,6,SCOPE,14.206337993993657,0.775,9
74,ising,100,190,40,6,GraSP_jit,1.0690213929919992,0.75,34
75,ising,100,190,40,6,GraSP,34.65661604999332,0.75,34
76,ising,100,190,40,6,Foba_jit,1.00600814500649,0.75,0
77,ising,100,190,40,6,GraSP_jit,0.9987276710016886,0.75,0
78,ising,100,190,40,6,GraSP,53.09569814099814,0.75,0
79,ising,100,190,40,6,IHT_jit,0.5128448149916949,0.825,7
80,ising,100,190,40,6,IHT,0.7069812249974348,0.825,7
81,ising,100,190,40,6,HTP_jit,0.2768066389980959,0.825,4
82,ising,100,190,40,6,HTP,3.6084372559998883,0.825,4
83,ising,100,190,40,6,CVXPY,0.2658055789943319,0.8,0
84,ising,100,190,40,7,SCOPE_jit,0.9826786400080891,0.7,10
85,ising,100,190,40,7,SCOPE,10.719087356003001,0.7,10
86,ising,100,190,40,7,GraSP_jit,0.6106651360023534,0.725,18
87,ising,100,190,40,7,GraSP,20.613498998995055,0.725,18
88,ising,100,190,40,7,Foba_jit,0.7441321310034255,0.725,0
89,ising,100,190,40,7,GraSP_jit,0.7419350010022754,0.725,0
90,ising,100,190,40,7,GraSP,22.786425582002266,0.725,0
91,ising,100,190,40,7,IHT_jit,0.2670818549959222,0.85,7
92,ising,100,190,40,7,IHT,1.3264869550039293,0.85,7
93,ising,100,190,40,7,HTP_jit,0.3045771239994792,0.8,5
94,ising,100,190,40,7,HTP,3.93430912499025,0.8,5
95,ising,100,190,40,7,CVXPY,0.35146168200299144,0.75,0
96,ising,100,190,40,8,SCOPE_jit,1.3734027830068953,0.75,11
97,ising,100,190,40,8,SCOPE,23.076961626997218,0.75,15
98,ising,100,190,40,8,GraSP_jit,0.5565318299923092,0.575,14
99,ising,100,190,40,8,GraSP,19.231050582995522,0.575,14
100,ising,100,190,40,8,Foba_jit,0.5629149930027779,0.575,0
101,ising,100,190,40,8,GraSP_jit,0.7299945880076848,0.575,0
102,ising,100,190,40,8,GraSP,16.297335657000076,0.575,0
103,ising,100,190,40,8,IHT_jit,0.2412636960070813,0.775,6
104,ising,100,190,40,8,IHT,0.6932796089968178,0.775,6
105,ising,100,190,40,8,HTP_jit,0.29319850499450695,0.725,5
106,ising,100,190,40,8,HTP,4.5440985599998385,0.725,5
107,ising,100,190,40,8,CVXPY,0.4421448499924736,0.675,0
108,ising,100,190,40,9,SCOPE_jit,0.9958034790033707,0.775,10
109,ising,100,190,40,9,SCOPE,12.388368646992603,0.775,10
110,ising,100,190,40,9,GraSP_jit,0.5225898930075346,0.75,12
111,ising,100,190,40,9,GraSP,12.928084680999746,0.75,12
112,ising,100,190,40,9,Foba_jit,0.46197208399826195,0.75,0
113,ising,100,190,40,9,GraSP_jit,0.46776729500561487,0.75,0
114,ising,100,190,40,9,GraSP,16.247168464004062,0.75,0
115,ising,100,190,40,9,IHT_jit,0.3230212880007457,0.85,6
116,ising,100,190,40,9,IHT,1.0521907020010985,0.85,6
117,ising,100,190,40,9,HTP_jit,0.49798136900062673,0.75,5
118,ising,100,190,40,9,HTP,5.199341958010336,0.75,5
119,ising,100,190,40,9,CVXPY,0.310618304007221,0.825,0
120,ising,100,190,40,10,SCOPE_jit,1.1566270280018216,0.825,10
121,ising,100,190,40,10,SCOPE,16.127015484991716,0.8,11
122,ising,100,190,40,10,GraSP_jit,0.6231892689975211,0.725,10
123,ising,100,190,40,10,GraSP,12.33164083500742,0.725,10
124,ising,100,190,40,10,Foba_jit,0.5859973689948674,0.725,0
125,ising,100,190,40,10,GraSP_jit,0.4955193350033369,0.725,0
126,ising,100,190,40,10,GraSP,11.862385536995134,0.725,0
127,ising,100,190,40,10,IHT_jit,0.4037311559950467,0.725,99
128,ising,100,190,40,10,IHT,3.0900816030043643,0.725,99
129,ising,100,190,40,10,HTP_jit,0.29502416600007564,0.85,4
130,ising,100,190,40,10,HTP,2.453643041997566,0.85,4
131,ising,100,190,40,10,CVXPY,0.2757623180077644,0.8,0
132,ising,100,190,40,11,SCOPE_jit,0.9835318419936812,0.9,10
133,ising,100,190,40,11,SCOPE,9.664640107002924,0.925,8
134,ising,100,190,40,11,GraSP_jit,0.31405015000200365,0.85,3
135,ising,100,190,40,11,GraSP,2.577296646995819,0.85,3
136,ising,100,190,40,11,Foba_jit,0.298915887993644,0.85,0
137,ising,100,190,40,11,GraSP_jit,0.3011117489950266,0.85,0
138,ising,100,190,40,11,GraSP,2.890295806006179,0.85,0
139,ising,100,190,40,11,IHT_jit,0.4289826699969126,0.875,99
140,ising,100,190,40,11,IHT,2.617922848003218,0.875,99
141,ising,100,190,40,11,HTP_jit,0.41265805599687155,0.875,4
142,ising,100,190,40,11,HTP,3.9708614550036145,0.875,4
143,ising,100,190,40,11,CVXPY,0.3352659789961763,0.825,0
144,ising,100,190,40,12,SCOPE_jit,1.2325439129926963,0.75,16
145,ising,100,190,40,12,SCOPE,20.071254740003496,0.775,17
146,ising,100,190,40,12,GraSP_jit,0.5616043490008451,0.8,12
147,ising,100,190,40,12,GraSP,15.9748845360009,0.8,12
148,ising,100,190,40,12,Foba_jit,0.6546998599951621,0.8,0
149,ising,100,190,40,12,GraSP_jit,0.5792384460073663,0.8,0
150,ising,100,190,40,12,GraSP,17.152005841009668,0.8,0
151,ising,100,190,40,12,IHT_jit,0.28205283799616154,0.775,5
152,ising,100,190,40,12,IHT,0.9422400620096596,0.775,5
153,ising,100,190,40,12,HTP_jit,0.3769318989943713,0.75,5
154,ising,100,190,40,12,HTP,6.0864615669997875,0.75,5
155,ising,100,190,40,12,CVXPY,0.36770543800957967,0.75,0
156,ising,100,190,40,13,SCOPE_jit,1.1178020850056782,0.725,11
157,ising,100,190,40,13,SCOPE,21.644864128000336,0.725,14
158,ising,100,190,40,13,GraSP_jit,0.631530547994771,0.725,7
159,ising,100,190,40,13,GraSP,13.357999878004193,0.725,7
160,ising,100,190,40,13,Foba_jit,0.6312700690032216,0.725,0
161,ising,100,190,40,13,GraSP_jit,0.7177666539937491,0.725,0
162,ising,100,190,40,13,GraSP,11.879585386996041,0.725,0
163,ising,100,190,40,13,IHT_jit,0.5526840689999517,0.7,99
164,ising,100,190,40,13,IHT,4.53694828900916,0.7,99
165,ising,100,190,40,13,HTP_jit,0.45097282000642736,0.725,8
166,ising,100,190,40,13,HTP,6.680511981001473,0.725,8
167,ising,100,190,40,13,CVXPY,0.3220333350036526,0.75,0
168,ising,100,190,40,14,SCOPE_jit,1.1830191839981126,0.875,12
169,ising,100,190,40,14,SCOPE,16.34109394600091,0.875,11
170,ising,100,190,40,14,GraSP_jit,0.6058899350027787,0.775,14
171,ising,100,190,40,14,GraSP,20.67572484399716,0.775,14
172,ising,100,190,40,14,Foba_jit,0.7084162950050086,0.775,0
173,ising,100,190,40,14,GraSP_jit,0.7363147279975237,0.775,0
174,ising,100,190,40,14,GraSP,19.733415437993244,0.775,0
175,ising,100,190,40,14,IHT_jit,0.5984733689983841,0.825,99
176,ising,100,190,40,14,IHT,2.8234753220021958,0.825,99
177,ising,100,190,40,14,HTP_jit,0.32761487099924125,0.85,5
178,ising,100,190,40,14,HTP,4.37668509199284,0.85,5
179,ising,100,190,40,14,CVXPY,0.3557581099885283,0.85,0
180,ising,100,190,40,15,SCOPE_jit,1.1537191329989582,0.6,13
181,ising,100,190,40,15,SCOPE,14.78598361100012,0.7,12
182,ising,100,190,40,15,GraSP_jit,0.5682310179981869,0.575,13
183,ising,100,190,40,15,GraSP,18.37333642000158,0.575,13
184,ising,100,190,40,15,Foba_jit,0.6534662440099055,0.575,0
185,ising,100,190,40,15,GraSP_jit,0.6660793819901301,0.575,0
186,ising,100,190,40,15,GraSP,18.91494792299636,0.575,0
187,ising,100,190,40,15,IHT_jit,0.257043669000268,0.675,5
188,ising,100,190,40,15,IHT,1.2576098380086478,0.675,5
189,ising,100,190,40,15,HTP_jit,0.2989494839857798,0.55,5
190,ising,100,190,40,15,HTP,5.055499604000943,0.55,5
191,ising,100,190,40,15,CVXPY,0.34500657199532725,0.675,0
192,ising,100,190,40,16,SCOPE_jit,1.2060069870058214,0.8,17
193,ising,100,190,40,16,SCOPE,13.519807677002973,0.8,13
194,ising,100,190,40,16,GraSP_jit,0.4093817210086854,0.75,9
195,ising,100,190,40,16,GraSP,8.369307321991073,0.75,9
196,ising,100,190,40,16,Foba_jit,0.4065177679876797,0.75,0
197,ising,100,190,40,16,GraSP_jit,0.40736310300417244,0.75,0
198,ising,100,190,40,16,GraSP,7.978835037007229,0.75,0
199,ising,100,190,40,16,IHT_jit,0.30508559200097807,0.825,4
200,ising,100,190,40,16,IHT,0.7136181789974216,0.825,4
201,ising,100,190,40,16,HTP_jit,0.2847361780004576,0.825,4
202,ising,100,190,40,16,HTP,3.167097516998183,0.825,4
203,ising,100,190,40,16,CVXPY,0.24240795699006412,0.8,0
204,ising,100,190,40,17,SCOPE_jit,1.1114650379895465,0.85,18
205,ising,100,190,40,17,SCOPE,20.31173564499477,0.85,18
206,ising,100,190,40,17,GraSP_jit,0.5182850230048643,0.825,11
207,ising,100,190,40,17,GraSP,11.530606692002038,0.825,11
208,ising,100,190,40,17,Foba_jit,0.46050498700060416,0.825,0
209,ising,100,190,40,17,GraSP_jit,0.4663884159963345,0.825,0
210,ising,100,190,40,17,GraSP,13.626908744990942,0.825,0
211,ising,100,190,40,17,IHT_jit,0.4480049220001092,0.775,99
212,ising,100,190,40,17,IHT,3.425034498999594,0.775,99
213,ising,100,190,40,17,HTP_jit,0.35748750298807863,0.775,6
214,ising,100,190,40,17,HTP,5.063675682002213,0.775,6
215,ising,100,190,40,17,CVXPY,0.324897141996189,0.8,0
216,ising,100,190,40,18,SCOPE_jit,1.3018323699943721,0.8,19
217,ising,100,190,40,18,SCOPE,22.27897965699958,0.8,18
218,ising,100,190,40,18,GraSP_jit,1.2654539530049078,0.725,49
219,ising,100,190,40,18,GraSP,58.16932958600228,0.725,49
220,ising,100,190,40,18,Foba_jit,1.384777874001884,0.725,0
221,ising,100,190,40,18,GraSP_jit,1.3365245180029888,0.725,0
222,ising,100,190,40,18,GraSP,53.692719275000854,0.725,0
223,ising,100,190,40,18,IHT_jit,0.23996112600434572,0.825,8
224,ising,100,190,40,18,IHT,0.7561740290111629,0.825,8
225,ising,100,190,40,18,HTP_jit,0.36510945699410513,0.8,8
226,ising,100,190,40,18,HTP,6.853359707994969,0.8,8
227,ising,100,190,40,18,CVXPY,0.335466427000938,0.75,0
228,ising,100,190,40,19,SCOPE_jit,0.9264754350006115,0.75,12
229,ising,100,190,40,19,SCOPE,13.57889436899859,0.75,11
230,ising,100,190,40,19,GraSP_jit,0.3989854009996634,0.7,8
231,ising,100,190,40,19,GraSP,8.37352763999661,0.7,8
232,ising,100,190,40,19,Foba_jit,0.47894753399305046,0.7,0
233,ising,100,190,40,19,GraSP_jit,0.39299660800315905,0.7,0
234,ising,100,190,40,19,GraSP,8.946586485995795,0.7,0
235,ising,100,190,40,19,IHT_jit,0.2502690200053621,0.8,4
236,ising,100,190,40,19,IHT,1.1157334120071027,0.8,4
237,ising,100,190,40,19,HTP_jit,0.3722629709955072,0.8,5
238,ising,100,190,40,19,HTP,4.223209220013814,0.8,5
239,ising,100,190,40,19,CVXPY,0.31282088899752125,0.8,0
240,ising,100,190,40,20,SCOPE_jit,0.9926789719902445,0.75,11
241,ising,100,190,40,20,SCOPE,13.511855339005706,0.75,10
242,ising,100,190,40,20,GraSP_jit,0.5992177369917044,0.675,14
243,ising,100,190,40,20,GraSP,14.154621905996464,0.675,14
244,ising,100,190,40,20,Foba_jit,0.5378176869999152,0.675,0
245,ising,100,190,40,20,GraSP_jit,0.5527722200058633,0.675,0
246,ising,100,190,40,20,GraSP,14.394375139003387,0.675,0
247,ising,100,190,40,20,IHT_jit,0.26194813499751035,0.775,8
248,ising,100,190,40,20,IHT,1.050856621004641,0.775,8
249,ising,100,190,40,20,HTP_jit,0.33073750301264226,0.775,8
250,ising,100,190,40,20,HTP,5.925964045003639,0.775,8
251,ising,100,190,40,20,CVXPY,0.23249556600057986,0.75,0
252,ising,100,190,40,21,SCOPE_jit,1.0251173800061224,0.85,13
253,ising,100,190,40,21,SCOPE,10.267419646988856,0.85,11
254,ising,100,190,40,21,GraSP_jit,0.3565313650033204,0.725,5
255,ising,100,190,40,21,GraSP,4.588302552991081,0.725,5
256,ising,100,190,40,21,Foba_jit,0.3242533930024365,0.725,0
257,ising,100,190,40,21,GraSP_jit,0.3548904420022154,0.725,0
258,ising,100,190,40,21,GraSP,4.209996325007523,0.725,0
259,ising,100,190,40,21,IHT_jit,0.23410315799992532,0.8,4
260,ising,100,190,40,21,IHT,0.6021148829895537,0.8,4
261,ising,100,190,40,21,HTP_jit,0.33586116299557034,0.825,4
262,ising,100,190,40,21,HTP,3.864537121000467,0.825,4
263,ising,100,190,40,21,CVXPY,0.3815580630034674,0.725,0
264,ising,100,190,40,22,SCOPE_jit,1.1240314519964159,0.825,14
265,ising,100,190,40,22,SCOPE,16.952276076001,0.85,15
266,ising,100,190,40,22,GraSP_jit,0.45948332799889613,0.7,11
267,ising,100,190,40,22,GraSP,12.227714470995124,0.7,11
268,ising,100,190,40,22,Foba_jit,0.4746043759951135,0.7,0
269,ising,100,190,40,22,GraSP_jit,0.48985953100782353,0.7,0
270,ising,100,190,40,22,GraSP,11.201078008001787,0.7,0
271,ising,100,190,40,22,IHT_jit,0.24952863599173725,0.65,1
272,ising,100,190,40,22,IHT,0.7725918009964516,0.65,1
273,ising,100,190,40,22,HTP_jit,0.3348080460127676,0.825,8
274,ising,100,190,40,22,HTP,6.602290235998225,0.825,8
275,ising,100,190,40,22,CVXPY,0.32359179100603797,0.775,0
276,ising,100,190,40,23,SCOPE_jit,0.9884518140024738,0.9,10
277,ising,100,190,40,23,SCOPE,12.235693932001595,0.9,10
278,ising,100,190,40,23,GraSP_jit,0.4405016500095371,0.875,8
279,ising,100,190,40,23,GraSP,9.503766365000047,0.875,8
280,ising,100,190,40,23,Foba_jit,0.45381250500213355,0.875,0
281,ising,100,190,40,23,GraSP_jit,0.45455763400241267,0.875,0
282,ising,100,190,40,23,GraSP,8.877534151994041,0.875,0
283,ising,100,190,40,23,IHT_jit,0.44508098700316623,0.9,99
284,ising,100,190,40,23,IHT,2.7536881749983877,0.9,99
285,ising,100,190,40,23,HTP_jit,0.32764079300977755,0.95,4
286,ising,100,190,40,23,HTP,3.0944224550039507,0.95,4
287,ising,100,190,40,23,CVXPY,0.2320671850029612,0.875,0
288,ising,100,190,40,24,SCOPE_jit,1.1873696219990961,0.65,21
289,ising,100,190,40,24,SCOPE,16.16408604499884,0.65,14
290,ising,100,190,40,24,GraSP_jit,0.5791529970010743,0.6,13
291,ising,100,190,40,24,GraSP,16.42334269800631,0.6,13
292,ising,100,190,40,24,Foba_jit,0.5959452259994578,0.6,0
293,ising,100,190,40,24,GraSP_jit,0.637444324005628,0.6,0
294,ising,100,190,40,24,GraSP,17.212131994994706,0.6,0
295,ising,100,190,40,24,IHT_jit,0.29929657001048326,0.7,3
296,ising,100,190,40,24,IHT,0.8357108909985982,0.7,3
297,ising,100,190,40,24,HTP_jit,0.3212603029969614,0.7,6
298,ising,100,190,40,24,HTP,4.636663851997582,0.7,6
299,ising,100,190,40,24,CVXPY,0.2795059659983963,0.725,0
300,ising,100,190,40,25,SCOPE_jit,0.9684352339972975,0.8,10
301,ising,100,190,40,25,SCOPE,10.595751248998567,0.8,9
302,ising,100,190,40,25,GraSP_jit,0.5035638609988382,0.8,10
303,ising,100,190,40,25,GraSP,13.939607641994371,0.8,10
304,ising,100,190,40,25,Foba_jit,0.48358540001208894,0.8,0
305,ising,100,190,40,25,GraSP_jit,0.47376813300070353,0.8,0
306,ising,100,190,40,25,GraSP,12.347321259003365,0.8,0
307,ising,100,190,40,25,IHT_jit,0.4153455990017392,0.775,99
308,ising,100,190,40,25,IHT,2.70422783200047,0.775,99
309,ising,100,190,40,25,HTP_jit,0.3688916289975168,0.775,4
310,ising,100,190,40,25,HTP,2.2776698270026827,0.775,4
311,ising,100,190,40,25,CVXPY,0.22744303599756677,0.8,0
312,ising,100,190,40,26,SCOPE_jit,0.8355634049949003,0.675,10
313,ising,100,190,40,26,SCOPE,10.30938901299669,0.675,10
314,ising,100,190,40,26,GraSP_jit,0.8016882130032172,0.75,27
315,ising,100,190,40,26,GraSP,27.634189949996653,0.75,27
316,ising,100,190,40,26,Foba_jit,0.7934031699987827,0.75,0
317,ising,100,190,40,26,GraSP_jit,0.7783077629865147,0.75,0
318,ising,100,190,40,26,GraSP,33.48897995999141,0.75,0
319,ising,100,190,40,26,IHT_jit,0.4821035339991795,0.75,99
320,ising,100,190,40,26,IHT,3.0579934409906855,0.75,99
321,ising,100,190,40,26,HTP_jit,0.5080377160047647,0.75,6
322,ising,100,190,40,26,HTP,4.766602796007646,0.75,6
323,ising,100,190,40,26,CVXPY,0.2436371209914796,0.675,0
324,ising,100,190,40,27,SCOPE_jit,0.8268434460042045,0.925,8
325,ising,100,190,40,27,SCOPE,7.945784341995022,0.925,8
326,ising,100,190,40,27,GraSP_jit,0.36309146200073883,0.825,7
327,ising,100,190,40,27,GraSP,5.6348520620085765,0.825,7
328,ising,100,190,40,27,Foba_jit,0.3457654800004093,0.825,0
329,ising,100,190,40,27,GraSP_jit,0.3673993819975294,0.825,0
330,ising,100,190,40,27,GraSP,5.640953377995174,0.825,0
331,ising,100,190,40,27,IHT_jit,0.41411259699088987,0.9,99
332,ising,100,190,40,27,IHT,2.798459962999914,0.9,99
333,ising,100,190,40,27,HTP_jit,0.32783381300396286,0.925,6
334,ising,100,190,40,27,HTP,4.385422298000776,0.925,6
335,ising,100,190,40,27,CVXPY,0.2672950189880794,0.875,0
336,ising,100,190,40,28,SCOPE_jit,1.0524740959954215,0.85,10
337,ising,100,190,40,28,SCOPE,9.321295175002888,0.85,10
338,ising,100,190,40,28,GraSP_jit,0.48882078401220497,0.65,14
339,ising,100,190,40,28,GraSP,15.361137063009664,0.65,14
340,ising,100,190,40,28,Foba_jit,0.5917544859985355,0.65,0
341,ising,100,190,40,28,GraSP_jit,0.6077138539985754,0.65,0
342,ising,100,190,40,28,GraSP,18.163224332005484,0.65,0
343,ising,100,190,40,28,IHT_jit,0.4145730540039949,0.825,6
344,ising,100,190,40,28,IHT,0.8475562240055297,0.825,6
345,ising,100,190,40,28,HTP_jit,0.36248314299155027,0.8,5
346,ising,100,190,40,28,HTP,4.172405048011569,0.8,5
347,ising,100,190,40,28,CVXPY,0.26566232000186574,0.85,0
348,ising,100,190,40,29,SCOPE_jit,0.8608913460047916,0.875,10
349,ising,100,190,40,29,SCOPE,9.389322795992484,0.875,10
350,ising,100,190,40,29,GraSP_jit,0.3564888249966316,0.75,5
351,ising,100,190,40,29,GraSP,4.869892941991566,0.75,5
352,ising,100,190,40,29,Foba_jit,0.3407427229976747,0.75,0
353,ising,100,190,40,29,GraSP_jit,0.3426489749981556,0.75,0
354,ising,100,190,40,29,GraSP,5.071055918990169,0.75,0
355,ising,100,190,40,29,IHT_jit,0.2645963890099665,0.875,5
356,ising,100,190,40,29,IHT,0.7776866369968047,0.875,5
357,ising,100,190,40,29,HTP_jit,0.30530969200481195,0.85,6
358,ising,100,190,40,29,HTP,4.411440808005864,0.85,6
359,ising,100,190,40,29,CVXPY,0.22137736198783386,0.825,0
360,ising,100,190,40,30,SCOPE_jit,0.9188862989976769,0.8,12
361,ising,100,190,40,30,SCOPE,14.185567292995984,0.8,12
362,ising,100,190,40,30,GraSP_jit,0.5206518350023543,0.775,17
363,ising,100,190,40,30,GraSP,16.886856490003993,0.775,17
364,ising,100,190,40,30,Foba_jit,0.6630696969950804,0.775,0
365,ising,100,190,40,30,GraSP_jit,0.6290199659997597,0.775,0
366,ising,100,190,40,30,GraSP,18.048439509002492,0.775,0
367,ising,100,190,40,30,IHT_jit,0.5387997740035644,0.8,99
368,ising,100,190,40,30,IHT,2.4100714099913603,0.8,99
369,ising,100,190,40,30,HTP_jit,0.3332783989899326,0.85,6
370,ising,100,190,40,30,HTP,3.8673239500058116,0.85,6
371,ising,100,190,40,30,CVXPY,0.23840783900232054,0.8,0
372,ising,100,190,40,31,SCOPE_jit,1.1401773459947435,0.8,17
373,ising,100,190,40,31,SCOPE,20.53769798699068,0.8,19
374,ising,100,190,40,31,GraSP_jit,0.8756513429980259,0.625,29
375,ising,100,190,40,31,GraSP,29.941765933006536,0.625,29
376,ising,100,190,40,31,Foba_jit,0.7786357349978061,0.625,0
377,ising,100,190,40,31,GraSP_jit,0.900107573994319,0.625,0
378,ising,100,190,40,31,GraSP,28.08370453999669,0.625,0
379,ising,100,190,40,31,IHT_jit,0.2880476459977217,0.85,6
380,ising,100,190,40,31,IHT,0.8108912669995334,0.85,6
381,ising,100,190,40,31,HTP_jit,0.30652322800597176,0.825,6
382,ising,100,190,40,31,HTP,5.419595512008527,0.825,6
383,ising,100,190,40,31,CVXPY,0.276180512009887,0.775,0
384,ising,100,190,40,32,SCOPE_jit,1.5402786119957455,0.825,16
385,ising,100,190,40,32,SCOPE,16.07782051099639,0.825,14
386,ising,100,190,40,32,GraSP_jit,0.34680803200171795,0.825,6
387,ising,100,190,40,32,GraSP,5.679891036998015,0.825,6
388,ising,100,190,40,32,Foba_jit,0.3446991039963905,0.825,0
389,ising,100,190,40,32,GraSP_jit,0.37388801999622956,0.825,0
390,ising,100,190,40,32,GraSP,5.733869781994144,0.825,0
391,ising,100,190,40,32,IHT_jit,0.4540319360094145,0.8,99
392,ising,100,190,40,32,IHT,2.9712762260023737,0.8,99
393,ising,100,190,40,32,HTP_jit,0.4052907650038833,0.85,6
394,ising,100,190,40,32,HTP,4.4933593010064214,0.85,6
395,ising,100,190,40,32,CVXPY,0.24175470099726226,0.8,0
396,ising,100,190,40,33,SCOPE_jit,0.8504043510038173,0.8,8
397,ising,100,190,40,33,SCOPE,10.319265133992303,0.8,8
398,ising,100,190,40,33,GraSP_jit,0.4429698960011592,0.825,10
399,ising,100,190,40,33,GraSP,9.058627399994293,0.825,10
400,ising,100,190,40,33,Foba_jit,0.45114822400501,0.825,0
401,ising,100,190,40,33,GraSP_jit,0.4807769929902861,0.825,0
402,ising,100,190,40,33,GraSP,11.021807430006447,0.825,0
403,ising,100,190,40,33,IHT_jit,0.3283887839934323,0.775,3
404,ising,100,190,40,33,IHT,0.7095567099895561,0.775,3
405,ising,100,190,40,33,HTP_jit,0.3517566429945873,0.8,6
406,ising,100,190,40,33,HTP,4.350966501995572,0.8,6
407,ising,100,190,40,33,CVXPY,0.32325789199967403,0.75,0
408,ising,100,190,40,34,SCOPE_jit,1.177088084994466,0.825,14
409,ising,100,190,40,34,SCOPE,11.613170565004111,0.85,10
410,ising,100,190,40,34,GraSP_jit,1.2735014700010652,0.75,44
