,n,p,k,autodiff_accuracy,gurobi_accuracy,autodiff_fdr,gurobi_fdr,autodiff_mse,gurobi_mse,autodiff_time,gurobi_time
164,50,28,10,1.0,1.0,0.0,0.0,13337.846590304849,13337.846590756515,0.09692525863647461,0.14859437942504883
165,50,50,15,0.7333333333333333,0.7333333333333333,0.26666666666666666,0.26666666666666666,69051.37178294205,65500.80882548052,0.08124470710754395,285.8250904083252
166,50,65,10,0.6,0.6,0.4,0.4,20847.678131916637,15802.09355970538,0.06919002532958984,3602.5958189964294
167,100,50,11,0.9090909090909091,0.9090909090909091,0.09090909090909091,0.09090909090909091,17812.193176130273,17812.193175613058,0.07718539237976074,0.5281953811645508
168,50,44,10,0.7,0.7,0.3,0.3,31171.9259346274,31171.925934571853,0.0628814697265625,6.01354455947876
169,50,68,10,0.7,1.0,0.3,0.0,182543.85002561627,74049.90485789663,0.1053917407989502,3601.7350487709045
170,100,75,10,0.6,0.6,0.4,0.4,12149.00490899209,12149.004908983334,0.12770676612854004,47.56958818435669
171,50,63,10,0.7,0.6,0.3,0.4,41273.842136600964,78865.90611817768,0.06422924995422363,3601.42711186409
172,100,50,18,0.7222222222222222,0.7222222222222222,0.2777777777777778,0.2777777777777778,23852.834817759864,23852.83482058303,0.1662740707397461,29.146315336227417
173,100,20,10,0.8,0.8,0.2,0.2,12413.087489537606,12413.087489537862,0.02487039566040039,0.03318643569946289
174,50,50,17,0.5882352941176471,0.47058823529411764,0.4117647058823529,0.5294117647058824,123441.42368621359,169597.76456020406,0.09314942359924316,853.1856372356415
175,100,50,13,0.7692307692307693,0.7692307692307693,0.23076923076923078,0.23076923076923078,24496.955671680193,24496.955667720697,0.09108662605285645,2.179723024368286
176,100,50,14,0.7857142857142857,0.8571428571428571,0.21428571428571427,0.14285714285714285,27879.317130021565,21152.954564610376,0.10428619384765625,0.6770262718200684
177,100,35,10,0.8,0.8,0.2,0.2,5280.559361009442,5280.5593610505675,0.052103281021118164,0.3381030559539795
178,50,64,10,0.7,0.7,0.3,0.3,46136.91537505698,46136.91537569828,0.06882619857788086,3601.0807361602783
179,50,47,10,1.0,1.0,0.0,0.0,38562.733644340224,38562.73364452843,0.04433798789978027,11.994336605072021

180,50,66,10,0.7,0.7,0.3,0.3,15583.522698563367,20737.58145146421,0.12130951881408691,3601.9839251041412
181,50,49,10,0.8,0.8,0.2,0.2,23255.86762349269,23255.867623403043,0.05333113670349121,121.45487928390503
182,50,50,10,0.7,0.9,0.3,0.1,36642.45554514879,35830.894295301536,0.056015968322753906,73.38224792480469
183,50,48,10,0.9,0.9,0.1,0.1,27057.337902376206,27057.33790112391,0.07385730743408203,14.050333976745605
184,50,50,9,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,7636.973232651219,10300.448331762393,0.06139874458312988,28.811076164245605
185,50,67,10,0.6,0.6,0.4,0.4,16786.51599032245,16786.515990409516,0.07451367378234863,3601.452045440674
186,100,50,6,1.0,1.0,0.0,0.0,1385.7518679651234,1385.7518679219081,0.0735619068145752,0.3619225025177002
187,100,40,10,1.0,1.0,0.0,0.0,16396.019332963988,16396.019332961314,0.0719752311706543,0.11987805366516113
188,50,50,5,0.6,0.6,0.4,0.4,16047.168212909955,16047.168212910407,0.03618192672729492,1.7320270538330078
189,100,50,1,1.0,1.0,0.0,0.0,2250.798332763032,2250.798332763031,0.022444963455200195,0.15276479721069336
190,100,80,10,0.8,0.8,0.2,0.2,17372.30475808954,17372.304757527218,0.16840791702270508,28.57229971885681
191,50,50,20,0.65,0.7,0.35,0.3,279826.6264269497,330817.9704283126,0.15013527870178223,472.5156309604645
192,100,50,16,0.75,0.75,0.25,0.25,25001.818643751554,25001.81864297747,0.1842184066772461,2.0015668869018555
193,100,50,12,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.16666666666666666,21957.641349569272,21957.641349097823,0.12721967697143555,2.089055061340332
194,50,50,2,1.0,1.0,0.0,0.0,2923.540285150437,2923.540285150416,0.019913673400878906,0.1602003574371338
195,50,69,10,0.8,0.8,0.2,0.2,48116.06738905894,31688.37481599491,0.09148931503295898,3602.957111120224
196,100,50,7,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,6353.595230652125,6353.595230654313,0.0611729621887207,0.22719836235046387
197,100,95,10,0.8,0.8,0.2,0.2,16469.582798828364,16469.582798717172,0.22522997856140137,647.3656933307648
198,50,32,10,0.8,0.8,0.2,0.2,76409.53991989429,76409.53992019333,0.02757740020751953,0.5837695598602295
199,50,52,10,0.8,0.8,0.2,0.2,32750.79567512808,32750.79567511148,0.0782163143157959,64.08099579811096
200,50,35,10,0.6,0.6,0.4,0.4,12057.733855514862,9595.382248420729,0.03315925598144531,1.2651400566101074
201,100,25,10,0.9,0.9,0.1,0.1,17525.5748670364,17525.574867016214,0.042049407958984375,0.10294890403747559
202,100,50,9,0.8888888888888888,0.8888888888888888,0.1111111111111111,0.1111111111111111,6020.076623108072,6020.076623100843,0.09598827362060547,0.7973127365112305
203,50,54,10,0.5,0.5,0.5,0.5,31651.095692498388,31651.095692533894,0.07373309135437012,178.4865162372589
204,50,50,8,0.875,0.75,0.125,0.25,31262.62504883104,51741.82671461282,0.05386471748352051,20.663344144821167
205,100,50,4,0.75,0.75,0.25,0.25,2502.3279810675735,2502.3279810670365,0.057205915451049805,0.3257901668548584
206,50,50,3,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,22853.862451127097,22853.862451102817,0.02608036994934082,0.23647427558898926
207,50,31,10,0.7,0.6,0.3,0.4,18991.356394772512,24975.42994642495,0.029964208602905273,0.2530083656311035
208,50,38,10,0.7,0.7,0.3,0.3,30596.462424894744,13142.746210599795,0.0323333740234375,0.9046127796173096
209,50,21,10,0.8,0.8,0.2,0.2,29921.583634047238,22969.757984159725,0.01893758773803711,0.11330938339233398
210,100,45,10,0.8,0.8,0.2,0.2,7554.293117723186,7554.293117854223,0.05922245979309082,0.7270936965942383
211,50,50,19,0.631578947368421,0.6842105263157895,0.3684210526315789,0.3157894736842105,109188.29172132006,191643.26726482128,0.1761627197265625,1495.0088188648224
212,100,65,10,0.9,0.9,0.1,0.1,16726.219387449142,16726.219386967536,0.08709383010864258,4.154881715774536
213,50,33,10,0.8,0.8,0.2,0.2,29132.468609271502,30324.667523776046,0.03686881065368652,0.5702126026153564
214,50,57,10,0.7,0.5,0.3,0.5,44194.38108274152,70307.25739677227,0.07508659362792969,1128.4023897647858
215,50,40,10,0.7,0.8,0.3,0.2,44752.19602647871,51373.961139561914,0.03138232231140137,2.6270134449005127
216,50,34,10,0.8,0.8,0.2,0.2,9918.711624769545,14323.701982569622,0.04546380043029785,0.3243422508239746
217,100,50,17,0.8235294117647058,0.8235294117647058,0.17647058823529413,0.17647058823529413,19202.717674623313,19202.717666688386,0.11264538764953613,19.773287057876587
218,50,53,10,0.7,0.7,0.3,0.3,26261.67890584204,26037.66451961935,0.06822633743286133,74.74375677108765
219,50,36,10,0.8,0.8,0.2,0.2,74343.86092117893,74343.86092310252,0.028684139251708984,2.380164861679077
220,50,50,11,0.7272727272727273,0.7272727272727273,0.2727272727272727,0.2727272727272727,51073.39753969658,51073.39750284524,0.06097221374511719,155.0331220626831
221,100,100,10,0.8,0.8,0.2,0.2727272727272727,20164.280906221105,20164.28090829681,0.27567124366760254,3600.4237408638
222,50,51,10,0.5,0.6,0.5,0.4,14951.18763949494,16131.743954239471,0.054941654205322266,59.92033767700195
223,100,90,10,0.9,0.9,0.1,0.1,11962.077602254389,11962.077602421561,0.1690216064453125,204.86806082725525
224,50,50,18,0.7222222222222222,0.5555555555555556,0.2777777777777778,0.4444444444444444,136837.0043143925,398527.71383763745,0.08727812767028809,557.5130677223206
225,100,50,3,1.0,1.0,0.0,0.0,1991.6851837850918,1991.6851837850859,0.03258085250854492,0.1271522045135498
226,50,70,10,0.5,0.5,0.5,0.5,9129.656390053062,6693.133052678675,0.08973240852355957,3603.211776971817
227,50,50,13,0.7692307692307693,0.6923076923076923,0.23076923076923078,0.3076923076923077,51050.34450458385,46850.812926736864,0.0736689567565918,117.18946194648743
228,100,60,10,1.0,1.0,0.0,0.0,8540.740215081041,8540.740215082593,0.08359456062316895,1.774444818496704
229,50,60,10,0.7,0.7,0.3,0.3,52075.16687655412,52075.166875937415,0.08129048347473145,3601.5871663093567
230,100,50,10,0.7,0.7,0.3,0.3,20605.41036375421,20605.410364088086,0.08071613311767578,3.381582021713257
231,50,55,10,0.8,0.8,0.2,0.2,55272.08745062993,55272.0874500535,0.08011317253112793,216.97708320617676
232,50,37,10,0.7,0.7,0.3,0.3,19508.88126594106,19508.881266207856,0.03654742240905762,0.7106931209564209
233,100,50,5,1.0,1.0,0.0,0.0,2054.9354092646067,2054.9354092641547,0.0482330322265625,0.17740488052368164
234,100,50,20,0.75,0.75,0.25,0.25,30776.828474439604,30776.82848700724,0.17410659790039062,8.761086702346802
235,50,39,10,0.8,0.8,0.2,0.2,27562.571499592792,27562.57150032452,0.026427030563354492,0.3855140209197998
236,50,58,10,0.8,0.8,0.2,0.2,24121.517434688267,24121.51743505811,0.07288265228271484,1100.6135213375092
237,50,50,6,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.2857142857142857,25590.153941672495,25590.153942716257,0.03402829170227051,2.421750068664551
238,100,50,2,0.5,0.5,0.5,0.5,3440.940211277711,3440.9402112776997,0.036193132400512695,0.15001630783081055
239,100,85,10,0.8,0.7,0.2,0.3,7285.404664765355,8272.4825092667,0.23136520385742188,52.56006932258606
240,50,22,10,0.9,0.8,0.1,0.2,23493.104595501176,42083.927023007855,0.026654481887817383,0.09726476669311523
241,50,50,1,1.0,1.0,0.0,0.0,16.4833600121378,16.483360011943052,0.018322467803955078,0.14081048965454102
242,100,105,10,1.0,1.0,0.0,0.09090909090909091,26774.73745742678,26774.73745378551,0.17434334754943848,3602.3749697208405
243,50,56,10,0.7,0.7,0.3,0.3,22239.365672017768,22239.365671930347,0.052616119384765625,328.60728788375854
244,50,41,10,0.7,0.7,0.3,0.3,39038.13533364401,35680.34801610261,0.04117465019226074,1.53114652633667
245,100,70,10,0.9,0.9,0.1,0.1,13039.93687327005,13039.936871715146,0.15137362480163574,3.3120081424713135
246,50,24,10,1.0,1.0,0.0,0.0,10770.493634525163,10770.493634724258,0.022649288177490234,0.08471846580505371
247,50,50,16,0.6875,0.6875,0.3125,0.3125,128853.5536023997,127889.44129661117,0.15070033073425293,1697.7565257549286
248,50,50,12,0.75,0.6666666666666666,0.25,0.3333333333333333,18647.096601211746,36007.76344441796,0.06833839416503906,134.90107226371765
249,100,50,8,0.875,0.875,0.125,0.125,5590.292865089266,5590.292864732757,0.07686686515808105,0.44063258171081543
250,50,50,7,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,14432.528840782168,14432.528840775261,0.032158851623535156,5.93578577041626
251,50,59,10,0.6,0.5,0.4,0.5,37035.42523244459,59174.96965327965,0.06861305236816406,1398.8616905212402
252,50,20,10,0.9,0.9,0.1,0.1,42875.61050957777,42875.61050572974,0.0209810733795166,0.05575847625732422
253,100,55,10,0.9,0.8,0.1,0.2,9090.852278477701,6893.23970604663,0.08495879173278809,2.1295430660247803
254,50,23,10,0.7,0.7,0.3,0.3,22630.3004499366,22630.30044989456,0.0299069881439209,0.07996678352355957
255,100,30,10,0.9,0.9,0.1,0.1,15155.073850810008,15155.073852126254,0.03653597831726074,0.07908058166503906
256,50,30,10,0.7,0.7,0.3,0.3,77999.40685863348,77999.40685918323,0.03539228439331055,0.2754666805267334
257,50,50,14,0.6428571428571429,0.6428571428571429,0.35714285714285715,0.35714285714285715,29100.48219750019,29100.482198596816,0.07638311386108398,334.7056505680084
258,100,50,19,0.6842105263157895,0.631578947368421,0.3157894736842105,0.3684210526315789,22683.729040851642,24051.53014257836,0.2119457721710205,37.74616003036499
259,50,43,10,0.7,0.6,0.3,0.4,40731.04069712779,49686.68067312134,0.04250049591064453,3.70818829536438
260,50,42,10,0.8,0.8,0.2,0.2,37153.47726697236,37153.47726687346,0.038062334060668945,3.965841054916382
261,50,25,10,0.9,0.9,0.1,0.1,31765.687066051752,30006.51847131491,0.017207860946655273,0.08903908729553223
262,100,50,15,0.8,0.7333333333333333,0.2,0.26666666666666666,30508.91669010138,33008.772128539305,0.12802743911743164,3.113554000854492
263,50,62,10,0.9,0.9,0.1,0.1,67101.83260936283,67101.83260938492,0.055020809173583984,3601.3645951747894
