,n,p,k,autodiff_accuracy,gurobi_accuracy,autodiff_fdr,gurobi_fdr,autodiff_mse,gurobi_mse,autodiff_time,gurobi_time
134,100,105,10,0.9,0.9,0.1,0.1,13379.818821022647,12556.163772892414,0.22302889823913574,3605.2164404392242
135,50,56,10,0.7,0.7,0.3,0.3,18072.91334440974,25010.4054224349,0.07726716995239258,1340.2901411056519
136,50,41,10,0.7,0.7,0.3,0.3,13938.88236929951,12853.026256510479,0.06788063049316406,3.1877479553222656
137,100,70,10,0.7,0.7,0.3,0.3,34506.44387757766,34506.44387703199,0.13005328178405762,7.332927465438843
138,50,24,10,0.9,0.9,0.1,0.1,40078.777781437806,40078.77778129939,0.020634174346923828,0.05763125419616699
139,50,50,16,0.625,0.625,0.375,0.375,253568.3502695146,253568.35035146982,0.09827947616577148,364.80716013908386
140,50,50,12,0.9166666666666666,0.5833333333333334,0.08333333333333333,0.4166666666666667,46635.69169089999,131762.76911636157,0.06474900245666504,48.59234547615051
141,100,50,8,1.0,1.0,0.0,0.0,13408.405789046086,13408.405789042721,0.09381675720214844,0.3001275062561035
142,50,50,7,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,12263.674931242267,12263.674931114047,0.037599802017211914,5.278387784957886
143,50,59,10,0.8,0.6,0.2,0.4,28711.69270447545,80502.06479971568,0.10062122344970703,3601.120756149292
144,50,20,10,0.7,0.8,0.3,0.2,14519.548221497433,12018.907262377481,0.03167247772216797,0.3011143207550049
145,100,55,10,0.8,0.8,0.2,0.2,10278.339005290034,11760.085503314733,0.10926318168640137,2.0016860961914062
146,50,23,10,0.8,0.8,0.2,0.2,13831.987486571854,13831.98748570006,0.029219388961791992,0.07522988319396973
147,100,30,10,0.9,0.9,0.1,0.1,11270.625577560944,11270.62557752817,0.04950571060180664,0.06455707550048828
148,50,30,10,0.7,0.7,0.3,0.3,10639.851768944112,10639.851769094836,0.0460054874420166,2.1090924739837646
149,50,50,14,0.5,0.6428571428571429,0.5,0.35714285714285715,285892.0861287154,322683.81981784216,0.09054994583129883,234.90061593055725
150,100,50,19,0.8421052631578947,0.8421052631578947,0.15789473684210525,0.15789473684210525,30399.04432878131,30399.04432799442,0.1867673397064209,7.581350326538086
151,50,43,10,0.8,0.8,0.2,0.2,28776.1909747748,34492.12621344494,0.0484163761138916,3.714769124984741
152,50,42,10,0.9,0.9,0.1,0.1,72552.20702650982,72552.20702567685,0.06230807304382324,4.572226524353027
153,50,25,10,0.8,0.9,0.2,0.1,43477.82761959995,44954.81706009692,0.01920175552368164,0.16418814659118652
154,100,50,15,0.9333333333333333,0.8666666666666667,0.06666666666666667,0.13333333333333333,18814.78936617772,18332.636267932332,0.13814401626586914,6.7612855434417725
155,50,62,10,0.7,0.7,0.3,0.3,20335.105432812594,27836.806750619726,0.07886362075805664,3601.998197555542
156,50,61,10,1.0,1.0,0.0,0.0,14728.416947507256,14728.416947557,0.10261249542236328,3601.41357755661
157,50,50,4,0.75,0.75,0.25,0.25,3692.844111915744,3692.8441119159097,0.025725126266479492,0.37289857864379883
158,50,27,10,0.9,1.0,0.1,0.0,9550.710071171716,9648.313462423695,0.03563070297241211,0.09948372840881348
159,50,26,10,0.7,0.7,0.3,0.3,50582.458448959995,50582.45844114154,0.027654647827148438,0.2579915523529053
160,100,110,10,0.8,0.8,0.2,0.2,19434.487673482923,19434.48767400751,0.2832512855529785,3602.8696372509003
161,50,46,10,0.7,0.8,0.3,0.2,13561.272858695034,19354.012057653144,0.048749685287475586,14.274717330932617
162,50,29,10,0.9,0.9,0.1,0.1,42361.109147381125,28827.72091634036,0.0276947021484375,0.1098489761352539
163,50,45,10,0.7,0.7,0.3,0.3,20047.04091107171,20047.040910760843,0.06554627418518066,12.25848126411438
