,n,seed,SCOPE_accuracy,SCOPE_time,GraHTP_accuracy,GraHTP_time,GraHTP_cv_accuracy,GraHTP_best_step_size,GraHTP_cv_time,GraSP_accuracy,GraSP_time,Lasso_accuracy,Lasso_best_lambda,Lasso_time
16,50,10016,0.16,0.48070454597473145,0.16,0.7795324325561523,0.16,0.000774263682681127,3.0404417514801025,0.18,1.2377583980560303,0.18,3.944304526105059e-26,51.42849397659302
17,50,10017,0.24,0.12741875648498535,0.24,0.2567257881164551,0.24,0.000774263682681127,1.4963016510009766,0.26,0.4640319347381592,0.2,3.944304526105059e-26,93.87410616874695
18,50,10018,0.22,0.2715625762939453,0.22,0.20354032516479492,0.22,0.0001,1.684140682220459,0.16,0.7290866374969482,0.22,3.944304526105059e-26,64.68897080421448
19,50,10019,0.18,0.04552793502807617,0.18,0.0900111198425293,0.18,0.0002782559402207126,0.20779991149902344,0.2,0.11349129676818848,0.14,3.944304526105059e-26,51.96535611152649
20,50,10020,0.26,0.42914462089538574,0.26,0.2298743724822998,0.26,0.000774263682681127,1.5709304809570312,0.26,0.6222641468048096,0.22,3.944304526105059e-26,47.731375217437744
21,50,10021,0.18,0.04816865921020508,0.18,0.07741165161132812,0.18,0.0001668100537200059,0.21382975578308105,0.18,0.11225748062133789,0.18,3.944304526105059e-26,39.59197473526001
22,50,10022,0.22,0.4627976417541504,0.22,0.10492753982543945,0.22,0.00046415888336127773,0.9484105110168457,0.16,0.4230668544769287,0.14,3.944304526105059e-26,19.95419669151306
23,50,10023,,,,,,,,,,,,
24,50,10024,0.3,0.1452314853668213,0.3,0.09899163246154785,0.3,0.01,0.490314245223999,0.3,0.21827268600463867,0.24,3.944304526105059e-26,71.43055534362793
25,50,10025,0.22,0.3409881591796875,0.22,0.06987166404724121,0.22,0.002154434690031882,1.2818362712860107,0.14,0.8177118301391602,0.2,3.944304526105059e-26,59.636791944503784
26,50,10026,0.18,0.3031167984008789,0.18,0.5280847549438477,0.18,0.01,2.4207727909088135,0.16,1.3052241802215576,0.12,3.944304526105059e-26,61.858845710754395
27,50,10027,0.16,0.5881969928741455,0.16,0.22325372695922852,0.16,0.002154434690031882,1.2162353992462158,0.1,1.357846975326538,0.18,3.944304526105059e-26,81.12599229812622
28,50,10028,0.3,0.1600034236907959,0.3,0.09888887405395508,0.3,0.00046415888336127773,0.6176977157592773,0.24,0.1935880184173584,0.22,3.944304526105059e-26,51.10389947891235
29,50,10029,0.24,0.1524808406829834,0.24,0.045215606689453125,0.24,0.003593813663804626,1.0052564144134521,0.22,0.4319765567779541,0.24,3.944304526105059e-26,49.22952365875244
30,50,10030,0.18,0.5312540531158447,0.18,0.1637411117553711,0.18,0.005994842503189409,1.1137452125549316,0.18,0.7984461784362793,0.14,3.944304526105059e-26,43.78481984138489
31,50,10031,,,,,,,,,,,,
32,50,10032,0.14,0.12619423866271973,0.14,0.10847616195678711,0.14,0.000774263682681127,0.6509921550750732,0.2,0.34624552726745605,0.16,3.944304526105059e-26,56.102075815200806
33,50,10033,0.24,0.7097222805023193,0.24,0.19605016708374023,0.24,0.00046415888336127773,2.564918041229248,0.22,1.242940902709961,0.2,3.944304526105059e-26,51.7416832447052
34,50,10034,0.22,0.2724907398223877,0.22,0.04646015167236328,0.22,0.01,1.2508883476257324,0.24,0.6601266860961914,0.18,3.944304526105059e-26,39.93169593811035
35,50,10035,0.28,0.284196138381958,0.28,0.2164478302001953,0.28,0.005994842503189409,1.1225452423095703,0.16,0.38200926780700684,0.18,3.944304526105059e-26,26.172648429870605
36,50,10036,,,,,,,,,,,,
37,50,10037,0.28,0.07637190818786621,0.28,0.03333926200866699,0.28,0.002154434690031882,0.43472838401794434,0.22,0.2398695945739746,0.26,3.944304526105059e-26,35.47177314758301
38,50,10038,0.26,0.6402316093444824,0.26,0.24665474891662598,0.26,0.000774263682681127,1.831169843673706,0.2,1.1004490852355957,0.16,3.944304526105059e-26,46.14599251747131
39,50,10039,0.16,0.4010765552520752,0.16,0.20933294296264648,0.16,0.0001,1.4614062309265137,0.16,0.7268633842468262,0.12,3.944304526105059e-26,86.15151739120483
40,50,10040,0.22,0.10640263557434082,0.22,0.11054611206054688,0.22,0.000774263682681127,0.29008936882019043,0.28,0.19608116149902344,0.22,3.944304526105059e-26,49.01718473434448
41,50,10041,0.16,0.8723249435424805,0.16,0.04510784149169922,0.18,0.005994842503189409,0.6620197296142578,0.2,0.3748745918273926,0.12,3.944304526105059e-26,64.14351987838745
42,50,10042,0.22,0.45202207565307617,0.22,0.20730137825012207,0.22,0.005994842503189409,2.283644437789917,0.26,1.326756477355957,0.28,3.944304526105059e-26,45.333516359329224
43,50,10043,0.16,0.04396414756774902,0.16,0.02111649513244629,0.16,0.000774263682681127,0.4235954284667969,0.16,0.21559691429138184,0.08,3.944304526105059e-26,67.68331623077393
44,50,10044,0.24,0.23996710777282715,0.24,0.0593562126159668,0.24,0.003593813663804626,1.2778244018554688,0.18,0.5900170803070068,0.2,3.944304526105059e-26,53.01476335525513
45,50,10045,,,,,,,,,,,,
46,50,10046,0.22,0.5650970935821533,0.22,0.04018545150756836,0.22,0.005994842503189409,0.755685567855835,0.22,0.8795278072357178,0.2,3.944304526105059e-26,32.655736684799194
47,50,10047,0.18,0.15473222732543945,0.18,0.15897417068481445,0.18,0.001291549665014884,0.722175121307373,0.18,0.3809795379638672,0.2,3.944304526105059e-26,43.61035203933716
48,50,10048,0.22,0.33258819580078125,0.22,0.04624795913696289,0.22,0.00046415888336127773,0.9521591663360596,0.18,0.8418042659759521,0.14,3.944304526105059e-26,42.33452343940735
49,50,10049,0.22,0.09740996360778809,0.22,0.15414094924926758,0.22,0.00046415888336127773,1.5945804119110107,0.22,0.7321796417236328,0.14,3.944304526105059e-26,29.24541425704956
50,50,10050,0.2,0.52101731300354,0.2,0.11561775207519531,0.2,0.0001,1.3920609951019287,0.2,1.433933973312378,0.14,3.944304526105059e-26,45.500696420669556
51,50,10051,0.18,0.26723766326904297,0.18,0.1377270221710205,0.18,0.01,1.4796476364135742,0.2,0.8940556049346924,0.1,3.944304526105059e-26,48.56144905090332
52,50,10052,0.22,0.43820953369140625,0.22,0.16945648193359375,0.22,0.003593813663804626,1.5243966579437256,0.24,1.1937103271484375,0.18,3.944304526105059e-26,114.71778726577759
53,50,10053,0.24,0.5088164806365967,0.24,0.11929917335510254,0.24,0.003593813663804626,2.7467262744903564,0.2,1.5209226608276367,0.22,3.944304526105059e-26,64.18991875648499
54,50,10054,0.22,0.1702589988708496,0.22,0.2816743850708008,0.22,0.0001,1.8510792255401611,0.22,0.1584317684173584,0.2,3.944304526105059e-26,72.4392364025116
55,50,10055,0.22,0.3211996555328369,0.22,0.14099407196044922,0.22,0.002154434690031882,1.6676299571990967,0.12,0.9562680721282959,0.12,3.944304526105059e-26,84.0271577835083
56,50,10056,0.2,0.04991412162780762,0.2,0.14775872230529785,0.2,0.001291549665014884,1.6743128299713135,0.18,0.9988796710968018,0.24,3.944304526105059e-26,72.75866055488586
57,50,10057,0.18,0.4862957000732422,0.18,0.061991214752197266,0.18,0.00046415888336127773,0.27427196502685547,0.1,0.5717475414276123,0.2,3.944304526105059e-26,66.12380075454712
58,50,10058,0.22,0.7560122013092041,0.22,0.18175768852233887,0.22,0.002154434690031882,2.5865345001220703,0.2,0.6823849678039551,0.16,3.944304526105059e-26,52.580787897109985
59,50,10059,0.28,0.047808170318603516,0.28,0.06843805313110352,0.28,0.01,0.20872116088867188,0.28,0.10993170738220215,0.28,3.944304526105059e-26,52.166508197784424
60,50,10060,0.22,0.21299529075622559,0.22,0.12901067733764648,0.22,0.000774263682681127,0.9513704776763916,0.16,0.44313502311706543,0.22,3.944304526105059e-26,44.276546478271484
61,50,10061,0.24,0.3432037830352783,0.24,0.1231846809387207,0.24,0.0001668100537200059,1.6943957805633545,0.26,1.6269283294677734,0.2,3.944304526105059e-26,52.25948429107666
62,50,10062,0.12,0.6295328140258789,0.12,0.15856647491455078,0.12,0.003593813663804626,2.3809571266174316,0.16,0.48305320739746094,0.22,3.944304526105059e-26,42.62955188751221
63,50,10063,,,,,,,,,,,,
64,50,10064,0.18,0.4943115711212158,0.18,0.2730426788330078,0.18,0.01,1.8722310066223145,0.3,0.9432556629180908,0.26,3.944304526105059e-26,45.452775955200195
