,n,p,k,sigma,autodiff_accuracy,lasso_accuracy,autodiff_time,lasso_time,best_lambda,lasso_1_accuracy,lasso_10_accuracy
530,100,7,5,0.4472135954999579,1.0,0.8333333333333334,55.535276889801025,2.290987014770508,3.1622776601683795,0.16666666666666666,0.5
531,100,1,1,0.4472135954999579,0.0,0.0,0.14525938034057617,0.2573831081390381,1.0,0.0,0.0
532,100,12,5,0.4472135954999579,1.0,1.0,273.2537832260132,3.6745975017547607,3.1622776601683795,0.16666666666666666,0.8333333333333334
533,100,6,5,0.4472135954999579,0.8333333333333334,0.6666666666666666,47.19293689727783,0.5570857524871826,1.0,0.6666666666666666,0.5
534,100,8,5,0.4472135954999579,1.0,0.8333333333333334,81.36167645454407,2.1752049922943115,3.1622776601683795,0.0,0.5
535,100,7,1,0.4472135954999579,1.0,1.0,22.467464685440063,0.2526571750640869,1.0,1.0,1.0
536,100,20,5,0.4472135954999579,1.0,0.8333333333333334,1103.2673029899597,2.9361772537231445,10.0,0.0,0.8333333333333334
537,100,3,5,0.4472135954999579,0.8333333333333334,0.6666666666666666,4.5876336097717285,0.9472801685333252,1.0,0.6666666666666666,0.16666666666666666
538,100,2,1,0.4472135954999579,1.0,1.0,0.764275312423706,0.21144866943359375,1.0,1.0,0.0
539,100,18,1,0.4472135954999579,1.0,1.0,334.508287191391,2.137343645095825,3.1622776601683795,0.0,1.0
540,100,6,1,0.4472135954999579,0.0,0.0,16.068882703781128,0.27941036224365234,1.0,0.0,0.0
541,100,20,1,0.4472135954999579,1.0,1.0,584.2056481838226,4.427012920379639,3.1622776601683795,0.0,1.0
542,100,14,5,0.4472135954999579,1.0,1.0,531.0828237533569,2.5474205017089844,3.1622776601683795,0.0,0.8333333333333334
543,100,5,5,0.4472135954999579,0.5,0.6666666666666666,15.9730863571167,3.42655348777771,3.1622776601683795,0.16666666666666666,0.0
544,100,13,5,0.4472135954999579,1.0,1.0,509.4729104042053,5.199578523635864,3.1622776601683795,0.16666666666666666,0.6666666666666666
545,100,12,1,0.4472135954999579,1.0,1.0,95.12661933898926,3.0819270610809326,3.1622776601683795,0.0,1.0
546,100,10,5,0.4472135954999579,1.0,1.0,164.0113091468811,5.225955486297607,3.1622776601683795,0.3333333333333333,0.6666666666666666
547,100,3,1,0.4472135954999579,0.0,0.0,2.062962055206299,0.2030019760131836,1.0,0.0,0.0
548,100,4,5,0.4472135954999579,0.8333333333333334,0.8333333333333334,15.475911140441895,0.5782270431518555,1.0,0.8333333333333334,0.16666666666666666
549,100,8,1,0.4472135954999579,1.0,1.0,31.663617372512817,0.6058621406555176,1.0,1.0,1.0
550,100,16,5,0.4472135954999579,1.0,1.0,632.7440176010132,3.3737430572509766,3.1622776601683795,0.16666666666666666,0.8333333333333334
551,100,13,1,0.4472135954999579,1.0,1.0,119.53712368011475,2.5673141479492188,3.1622776601683795,0.0,1.0
552,100,9,5,0.4472135954999579,1.0,1.0,146.0370831489563,2.4157800674438477,3.1622776601683795,0.3333333333333333,0.5
553,100,11,5,0.4472135954999579,1.0,1.0,239.21312427520752,2.9262795448303223,3.1622776601683795,0.0,0.8333333333333334
554,100,15,5,0.4472135954999579,1.0,1.0,539.9241976737976,4.78543758392334,3.1622776601683795,0.16666666666666666,0.6666666666666666
555,100,10,1,0.4472135954999579,1.0,1.0,61.761762380599976,2.3567938804626465,3.1622776601683795,0.0,1.0
556,100,14,1,0.4472135954999579,1.0,1.0,178.49585223197937,2.2729618549346924,3.1622776601683795,0.0,1.0
557,100,16,1,0.4472135954999579,1.0,1.0,225.82352948188782,2.1874144077301025,3.1622776601683795,0.0,1.0
558,100,9,1,0.4472135954999579,1.0,1.0,38.94109034538269,0.362612247467041,1.0,1.0,1.0
559,100,17,5,0.4472135954999579,1.0,1.0,677.2588136196136,3.251560688018799,3.1622776601683795,0.0,0.8333333333333334
560,100,5,1,0.4472135954999579,1.0,1.0,6.841102123260498,0.22827935218811035,1.0,1.0,1.0
561,100,15,1,0.4472135954999579,1.0,1.0,207.6396632194519,0.8750452995300293,1.0,1.0,1.0
562,100,4,1,0.4472135954999579,1.0,1.0,3.7316172122955322,0.11989760398864746,1.0,1.0,0.0
563,100,11,1,0.4472135954999579,1.0,1.0,72.36984252929688,2.1370444297790527,3.1622776601683795,0.0,1.0
564,100,1,5,0.4472135954999579,0.5,0.3333333333333333,0.3631467819213867,0.5393810272216797,1.0,0.3333333333333333,0.0
565,100,19,5,0.4472135954999579,1.0,1.0,1088.8670868873596,4.664161443710327,3.1622776601683795,0.0,0.8333333333333334
566,100,2,5,0.4472135954999579,0.5,0.3333333333333333,3.6502344608306885,2.646406650543213,3.1622776601683795,0.0,0.0
567,100,17,1,0.4472135954999579,1.0,1.0,308.98112320899963,4.526582479476929,3.1622776601683795,0.0,1.0
568,100,18,5,0.4472135954999579,1.0,1.0,918.8558585643768,2.708348274230957,3.1622776601683795,0.0,0.8333333333333334
569,100,19,1,0.4472135954999579,1.0,1.0,312.5527138710022,2.321894884109497,3.1622776601683795,0.0,1.0
570,100,7,5,0.4472135954999579,0.8333333333333334,0.8333333333333334,98.42558264732361,0.7568981647491455,1.0,0.8333333333333334,0.5
571,100,1,1,0.4472135954999579,1.0,1.0,0.10034894943237305,0.3544793128967285,1.0,1.0,0.0
572,100,12,5,0.4472135954999579,1.0,1.0,267.90364170074463,3.645515203475952,3.1622776601683795,0.16666666666666666,0.6666666666666666
573,100,6,5,0.4472135954999579,0.6666666666666666,0.6666666666666666,44.0100371837616,0.5399036407470703,1.0,0.6666666666666666,0.3333333333333333
574,100,8,5,0.4472135954999579,1.0,0.8333333333333334,106.20718955993652,3.8440089225769043,3.1622776601683795,0.0,0.8333333333333334
575,100,7,1,0.4472135954999579,1.0,1.0,21.594985008239746,0.2713162899017334,1.0,1.0,1.0
576,100,20,5,0.4472135954999579,0.8333333333333334,1.0,1144.1579978466034,3.7964861392974854,3.1622776601683795,0.16666666666666666,0.8333333333333334
577,100,3,5,0.4472135954999579,1.0,1.0,6.971386909484863,0.3361856937408447,1.0,1.0,0.0
578,100,2,1,0.4472135954999579,1.0,1.0,0.5294804573059082,0.13458681106567383,1.0,1.0,1.0
579,100,18,1,0.4472135954999579,1.0,1.0,341.9343078136444,2.7233355045318604,3.1622776601683795,0.0,1.0
580,100,6,1,0.4472135954999579,1.0,1.0,16.31348752975464,0.16691017150878906,1.0,1.0,1.0
581,100,20,1,0.4472135954999579,1.0,1.0,471.9723563194275,4.272158861160278,3.1622776601683795,0.0,1.0
582,100,14,5,0.4472135954999579,1.0,0.8333333333333334,407.8169674873352,3.9142978191375732,3.1622776601683795,0.16666666666666666,0.8333333333333334
583,100,5,5,0.4472135954999579,1.0,0.8333333333333334,19.973329067230225,0.4197549819946289,1.0,0.8333333333333334,0.5
584,100,13,5,0.4472135954999579,0.8333333333333334,0.6666666666666666,396.0914685726166,2.541598081588745,3.1622776601683795,0.16666666666666666,0.6666666666666666
