n,k,seed,Lasso_accuracy,Lasso_best_lambda,Lasso_time,GraHTP_accuracy,GraHTP_time,GraHTP_cv_accuracy,GraHTP_best_step_size,GraHTP_cv_time,GraSP_accuracy,GraSP_time,SCOPE_accuracy,SCOPE_time
300,40,225,0.825,84.375,123.07276940345764,0.9,0.0912771224975586,0.95,0.003593813663804626,7.419521331787109,0.75,0.034848928451538086,0.95,1.6425178050994873
250,40,210,0.875,91.0491943359375,130.94024205207825,0.95,0.05392885208129883,0.975,0.003593813663804626,5.399968385696411,0.85,0.026134729385375977,0.975,1.0222342014312744
400,40,256,0.95,93.75,164.4517593383789,1,0.11098909378051758,1,0.002154434690031882,11.632184028625488,0.875,0.045495033264160156,1,1.705836534500122
300,40,226,0.925,112.5,116.9509859085083,0.975,0.09600543975830078,1,0.005994842503189409,5.703774452209473,0.775,0.02704024314880371,1,1.1671874523162842
350,40,241,0.85,106.25,143.72751927375793,0.925,0.142439603805542,0.925,0.003593813663804626,11.510218381881714,0.8,0.14363980293273926,0.925,1.8088903427124023
450,40,273,0.9,150,193.6552426815033,0.975,1.1699714660644531,1,0.003593813663804626,18.222103357315063,0.925,0.05820727348327637,1,1.6988112926483154
300,40,227,0.825,128.90625,113.97814226150513,0.925,0.07222509384155273,0.9,0.005994842503189409,6.958627939224243,0.8,0.0335536003112793,0.975,1.6181414127349854
500,40,291,0.975,150,211.1209752559662,1,0.11185860633850098,1,0.001291549665014884,16.797404050827026,0.975,0.04664802551269531,1,1.1188349723815918
400,40,257,0.9,159.375,166.47123336791992,0.95,0.11887693405151367,0.975,0.003593813663804626,14.594360828399658,0.875,0.03823089599609375,0.975,1.049039363861084
350,40,242,0.9,93.75,144.40766263008118,0.975,0.10283565521240234,0.975,0.002154434690031882,9.05260705947876,0.9,0.03585529327392578,1,1.1297941207885742
300,40,228,0.825,84.375,124.21372771263123,0.9,0.06807422637939453,0.925,0.003593813663804626,6.577723503112793,0.725,0.03124070167541504,0.95,1.2943263053894043
450,40,274,0.9,132.8125,173.29332828521729,1,0.13718104362487793,1,0.003593813663804626,17.33310294151306,0.825,0.03866887092590332,1,1.054053544998169
400,40,258,0.9,100,151.5419158935547,0.975,0.11229324340820312,1,0.003593813663804626,11.1257483959198,0.85,0.06067085266113281,1,1.494894027709961
350,40,243,0.9,100,127.06040334701538,0.95,0.10960006713867188,0.95,0.003593813663804626,9.300618886947632,0.9,0.03363800048828125,0.95,0.9035384654998779
500,40,292,0.95,150,195.79032611846924,1,0.09493446350097656,1,7.74263682681127e-4,18.214033842086792,0.925,0.050084829330444336,1,1.0985300540924072
300,40,229,0.8,112.5,116.53258752822876,0.9,0.10259819030761719,0.9,0.005994842503189409,7.5165746212005615,0.775,0.0387120246887207,0.9,1.522186279296875
450,40,275,0.95,100,163.03783655166626,0.95,0.18741464614868164,0.975,0.002154434690031882,19.21664047241211,0.8,0.07058954238891602,0.975,1.4702491760253906
350,40,244,0.975,75,132.85348916053772,1,0.0777590274810791,1,0.002154434690031882,8.408639430999756,0.925,0.025378942489624023,1,1.1019177436828613
300,40,230,0.9,100,107.29793953895569,0.925,0.07162165641784668,0.95,0.003593813663804626,6.310223579406738,0.825,0.029435157775878906,1,1.1637234687805176
350,40,245,0.975,100,122.51759266853333,0.975,0.10354185104370117,1,0.003593813663804626,11.69343876838684,0.925,0.0374150276184082,1,1.472937822341919
400,40,260,0.925,99.609375,176.2320909500122,0.925,0.12898778915405273,0.975,0.003593813663804626,17.088122367858887,0.7,0.1134333610534668,0.95,2.2468700408935547
450,40,276,0.95,104.736328125,241.0321705341339,0.975,0.10956192016601562,0.975,0.001291549665014884,16.360519886016846,0.85,0.04836702346801758,1,1.1883268356323242
500,40,293,0.9,153.83380651474,322.498628616333,1,0.17981672286987305,1,0.003593813663804626,21.942381143569946,0.9,0.042609214782714844,1,1.3181464672088623
400,40,261,0.9,103.125,163.66469359397888,0.95,0.10680174827575684,0.95,0.003593813663804626,14.347423791885376,0.825,0.04340314865112305,0.975,1.5510621070861816
550,40,312,0.975,150,219.3116946220398,1,0.17040729522705078,1,0.001291549665014884,26.94788432121277,0.9,0.047698259353637695,1,1.2814838886260986
350,40,247,0.925,82.177734375,171.63236260414124,1,0.08849334716796875,1,0.002154434690031882,10.373651266098022,0.925,0.0363311767578125,1,0.9631900787353516
450,40,277,0.8,193.359375,196.11842608451843,0.85,1.0666134357452393,0.9,0.001291549665014884,21.973838806152344,0.7,0.04466748237609863,0.95,3.008105754852295
400,40,262,0.875,159.375,147.88459849357605,1,0.10396075248718262,0.975,0.002154434690031882,16.66126847267151,0.775,0.048691749572753906,1,1.6695334911346436
500,40,294,0.925,110.42633056640625,267.0883274078369,1,0.17415904998779297,1,0.003593813663804626,24.039808988571167,0.8,0.04860496520996094,1,2.3079721927642822
350,40,248,0.875,100,122.85708093643188,0.975,0.11670899391174316,1,0.003593813663804626,9.165160894393921,0.775,0.03889822959899902,1,1.5451104640960693
400,40,263,0.85,168.75,145.95646572113037,0.875,0.11408019065856934,0.95,0.003593813663804626,16.69123387336731,0.725,0.05615520477294922,0.975,1.7506051063537598
450,40,278,0.925,168.75,191.98545503616333,0.975,0.1410224437713623,0.975,0.002154434690031882,22.0127272605896,0.925,0.043612003326416016,0.975,1.229008436203003
550,40,313,0.9,232.03125,249.65089106559753,1,0.19579339027404785,1,0.003593813663804626,25.61517643928528,0.85,0.049422502517700195,1,1.4275734424591064
500,40,295,0.95,154.6875,217.4889795780182,1,0.15278339385986328,1,7.74263682681127e-4,21.427904844284058,0.95,0.04675650596618652,1,1.9934754371643066
350,40,249,0.95,80.9326171875,177.3436644077301,1,0.13826346397399902,1,0.003593813663804626,8.208085536956787,0.875,0.03251004219055176,1,1.2260727882385254
400,40,264,0.9,116.015625,176.24383759498596,1,0.13230633735656738,1,0.002154434690031882,13.329437732696533,0.875,0.058249711990356445,1,1.4569995403289795
350,40,250,0.775,112.5,139.29826593399048,0.85,0.12842988967895508,0.9,0.003593813663804626,10.76515817642212,0.75,0.03571796417236328,0.925,1.7307264804840088
