n,k,seed,Lasso_accuracy,Lasso_best_lambda,Lasso_time,GraHTP_accuracy,GraHTP_time,GraHTP_cv_accuracy,GraHTP_best_step_size,GraHTP_cv_time,GraSP_accuracy,GraSP_time,SCOPE_accuracy,SCOPE_time
900,40,469,0.95,309.375,445.317880153656,1,0.4021725654602051,1,4.6415888336127773e-4,78.30711340904236,0.975,0.06978440284729004,1,1.9973044395446777
950,40,484,0.925,300,403.23966813087463,1,2.09669828414917,1,0.001291549665014884,96.66377329826355,0.825,0.09098625183105469,1,2.186711311340332
900,40,470,0.975,200,361.8871977329254,1,0.6229426860809326,1,0.001291549665014884,85.66484451293945,0.925,0.0854196548461914,1,2.2887792587280273
950,40,485,0.9,212.5,477.4372069835663,0.975,2.926143169403076,1,0.001291549665014884,97.20271420478821,0.925,0.10497283935546875,1,2.8820035457611084
1000,40,502,0.975,200,386.0744876861572,1,0.931952953338623,1,4.6415888336127773e-4,95.2336208820343,0.925,0.08164525032043457,1,3.569554328918457
950,40,486,0.875,300,355.7615659236908,1,3.1156461238861084,1,7.74263682681127e-4,93.17469382286072,0.775,0.08288383483886719,1,3.5022668838500977
50,40,1110,0.825,16.926825046539307,27.773868560791016,0.725,0.053664207458496094,0.775,0.01,0.10525107383728027,0.8,0.017879247665405273,0.775,0.23769211769104004
100,40,1190,0.775,31.25,41.06984996795654,0.725,0.012273788452148438,0.775,0.01,0.4644124507904053,0.675,0.030574560165405273,0.725,0.44628167152404785
50,40,1111,0.625,23.4375,18.912238121032715,0.675,0.025554180145263672,0.675,0.003593813663804626,0.12561273574829102,0.45,0.019197940826416016,0.575,0.37343287467956543
50,40,1112,0.725,14.0625,18.436750888824463,0.625,0.007657527923583984,0.75,0.01,0.10403966903686523,0.575,0.023205041885375977,0.725,0.3360450267791748
150,40,1270,0.85,32.2265625,69.25818872451782,0.825,0.016642093658447266,0.875,0.005994842503189409,0.9842979907989502,0.875,0.04151034355163574,0.925,0.6234385967254639
200,40,1350,0.85,50,66.8435571193695,0.775,0.021476030349731445,0.925,0.005994842503189409,3.820601463317871,0.7,0.0862271785736084,0.875,0.712221622467041
100,40,1191,0.825,25.78125,38.981717348098755,0.75,0.015572309494018555,0.85,0.01,0.2296895980834961,0.675,0.020611047744750977,0.8,0.3196723461151123
50,40,1113,0.675,14.450032263994217,28.524966716766357,0.725,0.017303466796875,0.7,0.01,0.13520383834838867,0.625,0.023259878158569336,0.625,0.2664523124694824
250,40,1430,0.975,50,97.23325252532959,0.95,0.03540468215942383,0.95,0.005994842503189409,3.7869608402252197,0.925,0.026669979095458984,0.975,0.6457130908966064
50,40,1114,0.575,15.625,18.574456691741943,0.65,0.013622045516967773,0.65,0.01,0.10606503486633301,0.6,0.023581981658935547,0.6,0.23566699028015137
100,40,1192,0.8,27.392578125,36.03839588165283,0.625,0.018378019332885742,0.725,0.01,0.6194562911987305,0.5,0.02935338020324707,0.65,0.6162233352661133
150,40,1271,0.825,33.203125,62.25571274757385,0.875,0.0216677188873291,0.85,0.01,1.0244379043579102,0.725,0.01950669288635254,0.85,0.6406574249267578
50,40,1115,0.7,16.6015625,20.884639024734497,0.575,0.0127410888671875,0.625,0.01,0.11368036270141602,0.525,0.021916866302490234,0.6,0.32527875900268555
200,40,1351,0.85,62.5,71.57187843322754,0.8,0.02757120132446289,0.8,0.005994842503189409,2.3701066970825195,0.8,0.024272680282592773,0.825,1.1130025386810303
50,40,1116,0.725,16.8609619140625,23.55170965194702,0.65,0.015215158462524414,0.7,0.01,0.09641480445861816,0.575,0.020774364471435547,0.625,0.2358105182647705
100,40,1193,0.825,30.586838722229004,52.70128417015076,0.725,0.0256192684173584,0.875,0.01,0.18618059158325195,0.7,0.05239081382751465,0.825,0.4344632625579834
50,40,1117,0.775,16.36505126953125,25.398725986480713,0.675,0.02034306526184082,0.75,0.01,0.11205458641052246,0.675,0.02248525619506836,0.65,0.2759549617767334
250,40,1431,0.85,62.5,81.16409587860107,0.85,0.0428926944732666,0.925,0.005994842503189409,4.828598976135254,0.675,0.030681848526000977,0.925,1.3271300792694092
50,40,1118,0.725,15.625,22.45832324028015,0.675,0.026080846786499023,0.7,0.01,0.1394331455230713,0.575,0.018876314163208008,0.55,0.3047149181365967
150,40,1272,0.825,38.82293701171875,75.90685081481934,0.825,0.027581453323364258,0.875,0.005994842503189409,1.5081403255462646,0.725,0.03882312774658203,0.875,0.4291040897369385
200,40,1352,0.9,50,66.11256647109985,0.825,0.03997302055358887,0.925,0.005994842503189409,2.6429455280303955,0.8,0.05656838417053223,0.925,0.9715108871459961
100,40,1194,0.775,30.3497314453125,47.7167432308197,0.775,0.02271127700805664,0.85,0.01,0.4194943904876709,0.725,0.03391456604003906,0.85,0.28772521018981934
50,40,1119,0.625,16.397014260292053,30.812965393066406,0.525,0.01720571517944336,0.55,0.01,0.10669088363647461,0.525,0.022565841674804688,0.6,0.22599148750305176
100,40,1195,0.9,25,33.32334637641907,0.775,0.03195023536682129,0.9,0.01,0.1973412036895752,0.775,0.04087638854980469,0.875,0.5447924137115479
50,40,1120,0.5,14.94140625,21.021901845932007,0.55,0.016611576080322266,0.5,0.01,0.09886860847473145,0.425,0.01992177963256836,0.45,0.33698177337646484
150,40,1273,0.9,35.15625,60.61579203605652,0.85,0.024305105209350586,0.9,0.005994842503189409,0.7430171966552734,0.8,0.04319024085998535,0.875,0.5547981262207031
50,40,1121,0.625,12.0849609375,23.51370596885681,0.55,0.008670568466186523,0.65,0.01,0.10979318618774414,0.55,0.019472360610961914,0.55,0.4225897789001465
100,40,1196,0.75,29.00390625,43.4955039024353,0.75,0.022496938705444336,0.725,0.01,0.3768303394317627,0.675,0.012661218643188477,0.775,0.43224477767944336
50,40,1122,0.625,16.6015625,19.83853030204773,0.475,0.01882147789001465,0.5,0.01,0.10498785972595215,0.475,0.026302099227905273,0.525,0.21035265922546387
250,40,1432,0.875,57.575225830078125,136.00587630271912,0.9,0.03772759437561035,0.925,0.005994842503189409,5.225168228149414,0.725,0.026046276092529297,0.925,0.6540930271148682
50,40,1123,0.65,18.12744140625,23.252822637557983,0.65,0.01159358024597168,0.65,0.01,0.12555980682373047,0.575,0.021214008331298828,0.625,0.37032556533813477
100,40,1197,0.9,26.5625,38.117857933044434,0.875,0.03304934501647949,0.875,0.01,0.18359780311584473,0.75,0.0195314884185791,0.85,0.297025203704834
150,40,1274,0.9,33.721923828125,73.99564981460571,0.825,0.027730464935302734,0.9,0.005994842503189409,1.209280252456665,0.725,0.019062280654907227,0.925,0.992332935333252
200,40,1353,0.925,51.27793550491333,133.73832964897156,0.9,0.03149771690368652,0.975,0.005994842503189409,1.82816743850708,0.85,0.021212339401245117,1,0.5749232769012451
50,40,1124,0.675,13.6962890625,21.286240816116333,0.675,0.014007091522216797,0.725,0.01,0.10037636756896973,0.675,0.024249792098999023,0.625,0.24733471870422363
50,40,1125,0.7,17.852783203125,23.361587047576904,0.625,0.015266895294189453,0.625,0.01,0.11327028274536133,0.625,0.018810510635375977,0.6,0.20641493797302246
100,40,1198,0.825,23.8037109375,45.44928812980652,0.75,0.01911759376525879,0.925,0.01,0.35493040084838867,0.875,0.012521505355834961,0.925,0.7556867599487305
50,40,1126,0.525,15.4083251953125,23.60474991798401,0.55,0.014173507690429688,0.5,0.005994842503189409,0.10088515281677246,0.525,0.026096343994140625,0.5,0.41002893447875977
150,40,1275,0.8,35.15625,58.47635102272034,0.7,0.028405427932739258,0.8,0.005994842503189409,1.2726795673370361,0.7,0.03965163230895996,0.85,0.6341977119445801
50,40,1127,0.625,14.501953125,22.826109409332275,0.625,0.014888763427734375,0.6,0.01,0.09525084495544434,0.55,0.02465987205505371,0.475,0.44627904891967773
100,40,1199,0.8,25.390625,40.494478940963745,0.725,0.020566225051879883,0.775,0.01,0.46335387229919434,0.625,0.06049299240112305,0.75,0.3702392578125
150,40,1276,0.775,56.25,41.13244652748108,0.7,0.02631521224975586,0.7,0.01,1.041083812713623,0.6,0.031993865966796875,0.725,0.4762294292449951
50,40,1128,0.725,14.352018479257822,29.62848711013794,0.625,0.008727550506591797,0.625,0.01,0.11230850219726562,0.675,0.022237539291381836,0.65,0.34634995460510254
250,40,1433,0.9,55.213165283203125,132.5237946510315,0.95,0.028483152389526367,0.925,0.005994842503189409,3.59582781791687,0.875,0.02700066566467285,0.925,0.7069196701049805
100,40,1200,0.9,29.8828125,42.431453704833984,0.8,0.021392822265625,0.825,0.01,0.4462926387786865,0.7,0.03897380828857422,0.875,0.35263895988464355
50,40,1129,0.7,17.578125,20.13614296913147,0.525,0.012758970260620117,0.625,0.01,0.09386086463928223,0.55,0.024967670440673828,0.6,0.1936206817626953
200,40,1355,0.9,42.1875,79.13311958312988,0.825,0.030904769897460938,0.9,0.005994842503189409,1.085909128189087,0.775,0.022187232971191406,0.875,0.5688703060150146
50,40,1130,0.775,16.36505126953125,26.345926523208618,0.725,0.010276079177856445,0.725,0.01,0.09615516662597656,0.6,0.02396845817565918,0.675,0.2774817943572998
100,40,1201,0.8,32.2265625,42.051048278808594,0.8,0.02261185646057129,0.8,0.01,0.15968608856201172,0.75,0.01617574691772461,0.825,0.30730319023132324
150,40,1277,0.875,39.84375,64.80052828788757,0.875,0.03182029724121094,0.975,0.005994842503189409,0.6294825077056885,0.8,0.03960609436035156,0.975,0.43805885314941406
50,40,1131,0.575,16.6015625,20.226786613464355,0.5,0.015484333038330078,0.5,0.01,0.1168670654296875,0.425,0.02724003791809082,0.425,0.3201630115509033
50,40,1132,0.75,11.2060546875,21.29302406311035,0.625,0.0189208984375,0.725,0.01,0.09505176544189453,0.625,0.021007061004638672,0.725,0.29431962966918945
100,40,1202,0.775,22.412109375,41.92457151412964,0.7,0.022616863250732422,0.675,0.01,0.20072054862976074,0.625,0.028923749923706055,0.725,0.5682928562164307
50,40,1133,0.7,15.625,17.573023796081543,0.6,0.012677669525146484,0.65,0.01,0.09966492652893066,0.525,0.019733428955078125,0.6,0.20111584663391113
250,40,1434,0.95,56.25,100.27273273468018,0.95,0.030887603759765625,1,0.003593813663804626,3.721386671066284,0.9,0.023377656936645508,1,0.5268256664276123
150,40,1278,0.775,42.1875,51.670100688934326,0.75,0.03384828567504883,0.825,0.005994842503189409,1.6409916877746582,0.7,0.03702950477600098,0.9,0.7362284660339355
200,40,1356,0.8,55.64117431640625,96.39463877677917,0.8,0.03984427452087402,0.825,0.005994842503189409,3.9379920959472656,0.575,0.02611064910888672,0.85,0.7303571701049805
50,40,1134,0.725,17.355344114548643,34.59282374382019,0.675,0.020209550857543945,0.675,0.01,0.11568856239318848,0.65,0.020111799240112305,0.65,0.18747401237487793
100,40,1203,0.775,27.392578125,48.20125341415405,0.75,0.029938459396362305,0.775,0.01,0.43694424629211426,0.675,0.03813743591308594,0.775,0.488842248916626
50,40,1135,0.825,16.698963940143585,28.718377113342285,0.775,0.015780925750732422,0.825,0.01,0.07471370697021484,0.725,0.027271747589111328,0.825,0.17514777183532715
150,40,1279,0.825,27.392578125,65.57316827774048,0.775,0.037854909896850586,0.8,0.01,0.6704018115997314,0.7,0.03971362113952637,0.825,0.8052637577056885
100,40,1204,0.825,25.78125,38.6711003780365,0.775,0.02322697639465332,0.875,0.01,0.14957880973815918,0.775,0.03273463249206543,0.85,0.33079075813293457
50,40,1136,0.725,15.058135986328125,23.861218452453613,0.725,0.021132469177246094,0.75,0.005994842503189409,0.09024214744567871,0.675,0.018560171127319336,0.675,0.30475831031799316
200,40,1357,0.925,37.5,83.1412763595581,0.9,0.04221677780151367,0.975,0.005994842503189409,2.3929028511047363,0.8,0.0237271785736084,0.975,0.8354690074920654
250,40,1435,0.9,56.25,101.18884587287903,0.95,0.049893856048583984,1,0.003593813663804626,5.430123805999756,0.725,0.028717756271362305,0.975,1.157672643661499
50,40,1137,0.65,23.11248779296875,24.628580808639526,0.575,0.01772332191467285,0.675,0.01,0.11340975761413574,0.525,0.023062705993652344,0.675,0.3829832077026367
100,40,1205,0.725,31.25,36.91482639312744,0.7,0.023778200149536133,0.75,0.01,0.18743515014648438,0.625,0.015195131301879883,0.7,0.5987036228179932
150,40,1280,0.8,37.79296875,62.868584394454956,0.8,0.035584211349487305,0.775,0.005994842503189409,0.7978653907775879,0.675,0.02122020721435547,0.775,0.40073466300964355
50,40,1138,0.75,17.18723773956299,26.90016746520996,0.65,0.016896963119506836,0.675,0.01,0.129533052444458,0.675,0.018779993057250977,0.625,0.26702880859375
100,40,1206,0.825,28.125,37.030904054641724,0.775,0.02788090705871582,0.775,0.005994842503189409,0.25277233123779297,0.6,0.01985454559326172,0.75,0.3876979351043701
50,40,1139,0.7,14.501953125,20.53936004638672,0.6,0.01527714729309082,0.625,0.01,0.10332322120666504,0.475,0.016892194747924805,0.675,0.24306750297546387
200,40,1358,0.85,54.78515625,73.51574301719666,0.825,0.036875009536743164,0.875,0.005994842503189409,0.9361612796783447,0.8,0.06894779205322266,0.9,1.0657854080200195
50,40,1140,0.675,15.68603515625,23.151196479797363,0.65,0.022477388381958008,0.65,0.01,0.12004709243774414,0.6,0.019571304321289062,0.6,0.2277541160583496
100,40,1207,0.775,32.2265625,39.28465390205383,0.675,0.01863265037536621,0.8,0.01,0.2022533416748047,0.65,0.018372297286987305,0.8,0.5510504245758057
50,40,1141,0.625,15.625,19.52067232131958,0.55,0.018814802169799805,0.525,0.01,0.10074591636657715,0.625,0.02647113800048828,0.575,0.3287205696105957
150,40,1281,0.85,33.721923828125,70.44747638702393,0.775,0.03156733512878418,0.9,0.005994842503189409,1.065544843673706,0.775,0.03950071334838867,0.9,0.4653046131134033
250,40,1436,0.9,62.5,98.94516491889954,0.925,0.05495715141296387,0.975,0.003593813663804626,3.982762098312378,0.9,0.025548934936523438,0.975,0.7691757678985596
50,40,1142,0.65,14.501953125,22.96727418899536,0.525,0.014565467834472656,0.65,0.01,0.11071324348449707,0.65,0.015359640121459961,0.675,0.23949360847473145
100,40,1208,0.825,24.169921875,47.39760971069336,0.8,0.03457999229431152,0.85,0.01,0.45855093002319336,0.725,0.033351898193359375,0.875,0.32280611991882324
200,40,1359,0.95,37.5,74.76050043106079,0.925,0.06355953216552734,0.95,0.005994842503189409,1.781862735748291,0.875,0.02128911018371582,0.95,0.5442743301391602
50,40,1143,0.7,16.11328125,23.25154399871826,0.6,0.018834352493286133,0.65,0.01,0.1373300552368164,0.525,0.019608020782470703,0.6,0.2661731243133545
150,40,1282,0.8,46.875,58.335235834121704,0.825,0.03187203407287598,0.85,0.005994842503189409,0.6549510955810547,0.725,0.013941049575805664,0.9,0.5081400871276855
50,40,1144,0.75,19.3359375,20.02277946472168,0.675,0.024956464767456055,0.725,0.01,0.11346697807312012,0.675,0.019891977310180664,0.675,0.23359203338623047
100,40,1209,0.7,37.5,34.22141122817993,0.575,0.027228355407714844,0.675,0.01,0.37795257568359375,0.625,0.028351783752441406,0.575,0.5765557289123535
50,40,1145,0.65,14.17236328125,22.181428909301758,0.575,0.012724637985229492,0.65,0.005994842503189409,0.12411022186279297,0.6,0.025542020797729492,0.575,0.3865070343017578
250,40,1437,0.875,62.5,91.27301454544067,0.875,0.05984163284301758,0.95,0.005994842503189409,5.4879209995269775,0.8,0.038754940032958984,0.95,0.9113414287567139
50,40,1146,0.625,16.239166259765625,24.18099331855774,0.675,0.017225980758666992,0.65,0.01,0.11471796035766602,0.55,0.0113983154296875,0.625,0.3063480854034424
100,40,1210,0.775,34.37447547912598,53.51344847679138,0.675,0.018920421600341797,0.825,0.01,0.20342254638671875,0.675,0.015726327896118164,0.75,0.5739660263061523
200,40,1360,0.825,43.505859375,90.65207934379578,0.85,0.04733085632324219,0.875,0.003593813663804626,2.431399345397949,0.8,0.021523475646972656,0.925,0.8098146915435791
50,40,1147,0.775,14.0625,23.323868989944458,0.725,0.014934062957763672,0.725,0.01,0.11401104927062988,0.75,0.03589630126953125,0.775,0.31865358352661133
150,40,1283,0.875,35.98451614379883,78.22103691101074,0.7,0.03583836555480957,0.875,0.01,1.039313554763794,0.775,0.04673933982849121,0.9,1.0174636840820312
100,40,1211,0.725,31.25,34.93291211128235,0.75,0.029470205307006836,0.725,0.01,0.2097775936126709,0.7,0.020875215530395508,0.725,0.6583943367004395
50,40,1148,0.6,12.179374694824219,27.42977285385132,0.6,0.019243478775024414,0.65,0.005994842503189409,0.09819293022155762,0.6,0.017322301864624023,0.65,0.36201977729797363
50,40,1149,0.625,18.75,17.253621101379395,0.55,0.014116048812866211,0.575,0.01,0.11662888526916504,0.525,0.021199703216552734,0.55,0.17740130424499512
50,40,1150,0.675,14.0625,18.96308970451355,0.575,0.021139860153198242,0.575,0.01,0.09551811218261719,0.6,0.02347707748413086,0.625,0.18974876403808594
150,40,1284,0.85,33.203125,60.66528010368347,0.75,0.03835463523864746,0.75,0.005994842503189409,1.0308682918548584,0.7,0.01768016815185547,0.75,0.6637589931488037
100,40,1212,0.6,28.564453125,43.987093448638916,0.575,0.028629541397094727,0.55,0.01,0.47730350494384766,0.475,0.03525543212890625,0.525,0.4960012435913086
200,40,1361,0.9,46.875,80.64373111724854,0.85,0.055652618408203125,0.925,0.003593813663804626,2.1280367374420166,0.875,0.05157113075256348,0.95,0.7715895175933838
50,40,1151,0.75,14.94140625,21.654961109161377,0.625,0.02063155174255371,0.675,0.01,0.11411905288696289,0.6,0.014740228652954102,0.65,0.30829524993896484
100,40,1213,0.775,29.8828125,37.913267612457275,0.5,0.02800893783569336,0.625,0.01,0.18029165267944336,0.575,0.033172607421875,0.65,0.6108376979827881
50,40,1152,0.7,15.625,18.895285844802856,0.675,0.021884441375732422,0.7,0.01,0.13056278228759766,0.625,0.024316787719726562,0.7,0.32797765731811523
250,40,1438,0.975,41.0888671875,138.84072136878967,1,0.05896925926208496,0.975,0.005994842503189409,3.3776535987854004,0.9,0.02362346649169922,0.975,0.6108300685882568
150,40,1285,0.85,35.15625,57.93018293380737,0.9,0.035364627838134766,0.925,0.005994842503189409,1.0753586292266846,0.7,0.02174663543701172,0.975,0.8225891590118408
50,40,1153,0.625,15.625,19.28168749809265,0.6,0.020448923110961914,0.675,0.01,0.10772442817687988,0.55,0.0181577205657959,0.55,0.38310956954956055
50,40,1154,0.775,14.0625,19.28673768043518,0.7,0.01724863052368164,0.725,0.01,0.09470272064208984,0.725,0.03058457374572754,0.675,0.18792510032653809
100,40,1214,0.825,29.8828125,42.49795985221863,0.75,0.02404642105102539,0.825,0.005994842503189409,0.22608542442321777,0.65,0.03611636161804199,0.825,0.3528013229370117
50,40,1155,0.725,15.625,18.541909217834473,0.65,0.01878046989440918,0.7,0.01,0.11039471626281738,0.6,0.022944927215576172,0.6,0.31270623207092285
200,40,1362,0.8,44.82421875,84.12706851959229,0.8,0.0496826171875,0.9,0.005994842503189409,3.59755539894104,0.775,0.052140235900878906,0.925,0.5775430202484131
150,40,1286,0.8,50,46.97064709663391,0.8,0.0430140495300293,0.825,0.005994842503189409,0.7226114273071289,0.625,0.046448469161987305,0.85,0.42745280265808105
50,40,1156,0.725,14.0625,20.428772449493408,0.725,0.014564752578735352,0.75,0.01,0.10625004768371582,0.675,0.02669072151184082,0.7,0.21895790100097656
100,40,1215,0.775,30.816650390625,57.27600431442261,0.7,0.04233527183532715,0.825,0.01,0.4656386375427246,0.725,0.03716897964477539,0.775,0.3753550052642822
50,40,1157,0.7,15.7470703125,23.184478998184204,0.675,0.01878976821899414,0.7,0.01,0.10812115669250488,0.6,0.011742830276489258,0.6,0.33907270431518555
50,40,1158,0.65,15.625,20.24140238761902,0.6,0.017669677734375,0.6,0.01,0.11084151268005371,0.5,0.013747930526733398,0.525,0.3037278652191162
150,40,1287,0.85,46.875,60.15813946723938,0.8,0.03888082504272461,0.925,0.005994842503189409,0.8095052242279053,0.65,0.021379470825195312,0.925,0.5151693820953369
100,40,1216,0.825,25.78125,39.78303837776184,0.775,0.02349567413330078,0.85,0.01,0.14498138427734375,0.725,0.014127254486083984,0.85,0.4430274963378906
200,40,1363,0.85,50,75.20509839057922,0.8,0.05216050148010254,0.825,0.003593813663804626,2.0725080966949463,0.75,0.030356645584106445,0.9,0.6075038909912109
50,40,1159,0.75,16.11328125,26.10490369796753,0.6,0.023239612579345703,0.65,0.01,0.10543227195739746,0.5,0.015733718872070312,0.625,0.23273038864135742
50,40,1160,0.7,14.0625,20.19153094291687,0.65,0.0219571590423584,0.675,0.005994842503189409,0.10302948951721191,0.625,0.023479223251342773,0.6,0.27434468269348145
100,40,1217,0.65,26.5625,38.29064679145813,0.575,0.03392672538757324,0.65,0.01,0.3980855941772461,0.7,0.017204761505126953,0.65,0.45586490631103516
150,40,1288,0.85,31.25,54.014097690582275,0.85,0.03433942794799805,0.875,0.005994842503189409,1.114138126373291,0.775,0.04037332534790039,0.875,0.5391592979431152
50,40,1161,0.65,14.0625,18.805161714553833,0.575,0.02635645866394043,0.575,0.01,0.10844087600708008,0.575,0.02390742301940918,0.6,0.21675658226013184
50,40,1162,0.625,18.75,18.781662702560425,0.675,0.030424833297729492,0.675,0.01,0.11601758003234863,0.525,0.01990485191345215,0.625,0.31987547874450684
100,40,1218,0.775,31.25,35.72642207145691,0.775,0.034287214279174805,0.825,0.01,0.17324137687683105,0.7,0.014116525650024414,0.825,0.3424687385559082
250,40,1440,0.875,49.8046875,137.5371572971344,0.825,0.06029677391052246,0.925,0.003593813663804626,5.106090784072876,0.825,0.02179694175720215,0.95,1.1177692413330078
200,40,1364,0.9,46.875,79.94111156463623,0.925,0.05017542839050293,0.9,0.005994842503189409,1.6268844604492188,0.85,0.019239187240600586,0.9,0.7035291194915771
50,40,1163,0.6,15.058135986328125,25.341139316558838,0.55,0.019844770431518555,0.575,0.01,0.11163210868835449,0.575,0.021280527114868164,0.6,0.22524595260620117
50,40,1164,0.65,15.625,18.31847071647644,0.575,0.02766108512878418,0.6,0.005994842503189409,0.09673500061035156,0.6,0.031835317611694336,0.575,0.3213775157928467
100,40,1219,0.675,34.24072265625,50.09068584442139,0.625,0.05041956901550293,0.6,0.01,0.4285581111907959,0.55,0.018044471740722656,0.65,0.443645715713501
150,40,1289,0.85,40.505826473236084,85.77949738502502,0.875,0.03299283981323242,0.8,0.01,0.6494030952453613,0.775,0.03740549087524414,0.9,0.7442560195922852
50,40,1165,0.525,16.71527152211638,35.87732148170471,0.55,0.023364543914794922,0.55,0.01,0.1058659553527832,0.575,0.023519515991210938,0.55,0.46903371810913086
200,40,1365,0.95,50,72.24077582359314,0.975,0.06647181510925293,0.95,0.005994842503189409,2.263157367706299,0.75,0.020013093948364258,0.975,0.5100076198577881
100,40,1220,0.825,24.169921875,44.665985345840454,0.7,0.02392268180847168,0.725,0.01,0.24120664596557617,0.7,0.036907196044921875,0.85,0.5150182247161865
50,40,1166,0.7,16.6015625,21.226516246795654,0.625,0.01417088508605957,0.625,0.01,0.09464430809020996,0.725,0.029343843460083008,0.65,0.25159502029418945
250,40,1441,0.925,42.1875,104.75747108459473,0.975,0.07909965515136719,0.95,0.003593813663804626,4.2415931224823,0.875,0.028159618377685547,0.925,1.058776617050171
50,40,1167,0.7,18.75,18.52196192741394,0.65,0.0188138484954834,0.675,0.005994842503189409,0.09547781944274902,0.575,0.021994352340698242,0.65,0.17482209205627441
150,40,1290,0.9,36.2548828125,70.58711671829224,0.9,0.03161120414733887,0.925,0.003593813663804626,1.224658489227295,0.825,0.04718756675720215,0.9,0.5913255214691162
100,40,1221,0.75,33.203125,39.146953105926514,0.725,0.030602455139160156,0.825,0.01,0.16817736625671387,0.75,0.037751197814941406,0.825,0.6190283298492432
50,40,1168,0.675,18.75,18.35921287536621,0.65,0.025145292282104492,0.625,0.01,0.09659838676452637,0.625,0.04181790351867676,0.65,0.22783589363098145
50,40,1169,0.65,15.625,19.375211477279663,0.575,0.02216053009033203,0.6,0.01,0.12624120712280273,0.5,0.022937774658203125,0.45,0.42105674743652344
200,40,1366,0.85,31.25,74.82717490196228,0.85,0.04899001121520996,0.875,0.005994842503189409,2.109492540359497,0.825,0.022353649139404297,0.875,0.7167134284973145
150,40,1291,0.925,31.25,55.34005928039551,0.875,0.031484127044677734,0.9,0.005994842503189409,0.633791446685791,0.8,0.05287933349609375,0.95,0.35356855392456055
50,40,1170,0.725,22.762298583984375,25.709919214248657,0.575,0.019870519638061523,0.7,0.01,0.11407709121704102,0.625,0.027507305145263672,0.65,0.41683125495910645
100,40,1222,0.825,37.94059753417969,55.08384466171265,0.775,0.034800052642822266,0.85,0.01,0.3892037868499756,0.8,0.03522038459777832,0.875,0.3024871349334717
50,40,1171,0.725,15.625,20.89365005493164,0.7,0.023813724517822266,0.75,0.01,0.12109875679016113,0.625,0.019399166107177734,0.675,0.3515036106109619
250,40,1442,0.875,62.5,100.69828367233276,0.925,0.05625557899475098,0.925,0.003593813663804626,4.699594259262085,0.85,0.023602962493896484,0.95,1.1437029838562012
50,40,1172,0.525,17.120361328125,24.00664448738098,0.55,0.020632028579711914,0.6,0.01,0.10498571395874023,0.525,0.019699811935424805,0.625,0.2762606143951416
100,40,1223,0.825,34.24072265625,44.67070198059082,0.75,0.032430171966552734,0.8,0.01,0.18341064453125,0.725,0.015519380569458008,0.825,0.4264640808105469
50,40,1173,0.725,14.0625,19.583715677261353,0.7,0.02162337303161621,0.75,0.01,0.12777090072631836,0.725,0.020837783813476562,0.625,0.22005367279052734
200,40,1367,0.9,59.765625,90.18068528175354,0.8,0.04617118835449219,0.9,0.003593813663804626,3.0767321586608887,0.85,0.024002552032470703,0.925,0.5629446506500244
150,40,1292,0.875,36.39650344848633,82.32602953910828,0.8,0.029705047607421875,0.925,0.005994842503189409,0.8019919395446777,0.875,0.059805870056152344,0.9,0.49936556816101074
50,40,1174,0.675,15.625,20.277654886245728,0.625,0.021205663681030273,0.725,0.01,0.09005117416381836,0.625,0.022131681442260742,0.575,0.3787260055541992
100,40,1224,0.7,25.78125,39.032108306884766,0.625,0.033071279525756836,0.7,0.01,0.17301654815673828,0.575,0.03283953666687012,0.625,0.5654654502868652
50,40,1175,0.625,22.412109375,23.107447147369385,0.575,0.023309946060180664,0.625,0.01,0.11489129066467285,0.525,0.02331089973449707,0.575,0.21793437004089355
200,40,1368,0.875,46.875,71.71126985549927,0.9,0.03716421127319336,0.875,0.005994842503189409,0.8864223957061768,0.9,0.04576516151428223,0.925,0.7912988662719727
250,40,1443,0.925,53.125,101.51083660125732,0.925,0.08106231689453125,0.95,0.003593813663804626,3.802448034286499,0.95,0.02273726463317871,0.975,0.7747480869293213
50,40,1176,0.8,17.421827651560307,33.75374627113342,0.75,0.02588343620300293,0.825,0.01,0.0733485221862793,0.825,0.01749444007873535,0.8,0.30791759490966797
100,40,1225,0.75,22.851213812828064,58.81962776184082,0.7,0.024851560592651367,0.725,0.01,0.19019532203674316,0.7,0.016592741012573242,0.725,0.5150971412658691
150,40,1293,0.95,42.1875,71.1902425289154,0.9,0.0675058364868164,0.975,0.005994842503189409,0.6201329231262207,0.95,0.014631271362304688,0.975,0.4798276424407959
50,40,1177,0.75,15.17486572265625,24.644731283187866,0.725,0.02708578109741211,0.75,0.01,0.11234617233276367,0.7,0.02204298973083496,0.75,0.28756213188171387
100,40,1226,0.825,28.125,39.23214840888977,0.775,0.03864240646362305,0.8,0.01,0.3952028751373291,0.75,0.01603865623474121,0.8,0.49196481704711914
50,40,1178,0.75,15.4083251953125,24.182233572006226,0.7,0.013520002365112305,0.75,0.01,0.1118309497833252,0.65,0.019479990005493164,0.75,0.18691396713256836
150,40,1294,0.925,37.5,57.77777409553528,0.875,0.04205489158630371,0.95,0.003593813663804626,0.7876904010772705,0.8,0.018616199493408203,0.925,0.5277204513549805
200,40,1369,0.875,62.5,72.41960716247559,0.85,0.03887677192687988,0.875,0.005994842503189409,2.6026864051818848,0.8,0.05018472671508789,0.9,0.5393264293670654
