,n,seed,SCOPE_accuracy,SCOPE_time,GraHTP_accuracy,GraHTP_time,GraHTP_cv_accuracy,GraHTP_best_step_size,GraHTP_cv_time,GraSP_accuracy,GraSP_time
46,50,12391,0.28,0.14695405960083008,0.28,0.041910409927368164,0.28,0.0001668100537200059,3.117574691772461,0.24,1.0019588470458984
47,50,12392,0.18,0.2417285442352295,0.18,0.09648609161376953,0.18,0.005994842503189409,0.9831502437591553,0.16,0.7342069149017334
48,50,12393,0.22,0.4467463493347168,0.22,0.09408164024353027,0.22,0.005994842503189409,1.4229557514190674,0.16,1.3723487854003906
49,50,12394,0.32,0.11792325973510742,0.32,0.02122211456298828,0.32,0.003593813663804626,1.9172396659851074,0.18,0.1132657527923584
50,50,12395,0.26,0.5922949314117432,0.26,0.4059910774230957,0.26,0.00046415888336127773,2.688490867614746,0.2,0.7429149150848389
51,50,12396,0.26,1.618985891342163,0.26,0.676915168762207,0.26,0.005994842503189409,2.692896604537964,0.18,0.5421738624572754
52,50,12397,0.24,0.1049497127532959,0.24,0.045074462890625,0.24,0.0001,0.573002815246582,0.2,0.32232666015625
53,50,12398,0.2,0.13318395614624023,0.2,0.03177523612976074,0.2,0.0001668100537200059,0.42290377616882324,0.18,0.14444851875305176
54,50,12399,0.22,0.11836695671081543,0.22,0.052532196044921875,0.22,0.005994842503189409,0.4192845821380615,0.16,0.21468734741210938
55,50,12400,0.18,0.10217738151550293,0.18,0.019678592681884766,0.18,0.0002782559402207126,0.20238351821899414,0.18,0.34827136993408203
56,50,12401,0.2,0.10933732986450195,0.2,0.02082967758178711,0.2,0.0001668100537200059,0.21032309532165527,0.2,0.1076669692993164
57,50,12402,0.16,0.8741545677185059,0.16,0.19216227531433105,0.16,0.0002782559402207126,2.9048402309417725,0.18,3.064865827560425
58,50,12403,0.2,0.6035122871398926,0.2,0.5993013381958008,0.2,0.0001668100537200059,5.768610715866089,0.14,3.079519033432007
59,50,12404,0.16,0.19929051399230957,0.16,0.06211590766906738,0.16,0.00046415888336127773,0.6597111225128174,0.18,1.592801570892334
60,50,12405,0.2,0.5945844650268555,0.2,0.021083593368530273,0.2,0.005994842503189409,3.99288010597229,0.22,0.7482442855834961
61,50,12406,0.3,0.8060550689697266,0.3,0.5020856857299805,0.3,0.00046415888336127773,2.963663339614868,0.24,1.8103854656219482
62,50,12407,0.24,0.11480307579040527,0.24,0.04666614532470703,0.24,0.003593813663804626,0.4960455894470215,0.22,0.6670804023742676
63,50,12408,0.2,0.27987051010131836,0.2,0.10179877281188965,0.2,0.001291549665014884,0.7101209163665771,0.16,1.7495779991149902
64,50,12409,0.3,0.5769174098968506,0.3,0.23734354972839355,0.3,0.005994842503189409,2.3664517402648926,0.22,1.2356383800506592
65,50,12410,0.2,0.40103888511657715,0.2,0.23114967346191406,0.2,0.00046415888336127773,4.795529365539551,0.18,3.2040011882781982
66,50,12411,0.18,0.12381982803344727,0.18,0.020169973373413086,0.18,0.000774263682681127,0.20956945419311523,0.22,0.11089181900024414
67,50,12412,0.16,0.21299195289611816,0.16,0.0997469425201416,0.16,0.01,1.0938422679901123,0.18,2.8176040649414062
68,50,12413,0.28,0.690546989440918,0.28,0.3114321231842041,0.28,0.005994842503189409,1.4085190296173096,0.2,1.0992136001586914
69,50,12414,0.18,0.07867813110351562,0.18,0.039072513580322266,0.18,0.003593813663804626,0.4201505184173584,0.24,0.22152400016784668
70,50,12415,0.2,0.37894678115844727,0.2,0.07831525802612305,0.2,0.000774263682681127,0.5131101608276367,0.22,0.1154484748840332
71,50,12416,0.16,0.6222193241119385,0.16,0.08012676239013672,0.14,0.01,1.129560947418213,0.14,1.2845427989959717
72,50,12417,0.22,0.35071396827697754,0.22,0.19260501861572266,0.22,0.01,0.7058043479919434,0.18,0.8399159908294678
73,50,12418,0.2,0.16276049613952637,0.2,0.08530426025390625,0.2,0.0002782559402207126,0.8287515640258789,0.2,0.11643075942993164
74,50,12419,0.18,0.32700204849243164,0.18,0.13091778755187988,0.18,0.003593813663804626,0.35306859016418457,0.24,0.11361956596374512
75,50,12420,0.16,0.12453556060791016,0.16,0.05304265022277832,0.16,0.0001668100537200059,0.6982362270355225,0.16,0.3477301597595215
76,50,12421,0.14,0.03843975067138672,0.14,0.02050042152404785,0.14,0.0002782559402207126,0.35720252990722656,0.14,0.23451876640319824
77,50,12422,0.14,0.5929136276245117,0.14,0.045473575592041016,0.14,0.005994842503189409,0.6060583591461182,0.16,0.8492636680603027
78,50,12423,0.24,0.11146235466003418,0.24,0.02183675765991211,0.24,0.003593813663804626,0.406740665435791,0.22,0.46734166145324707
79,50,12424,0.3,0.2483813762664795,0.3,0.1134493350982666,0.3,0.00046415888336127773,3.7362303733825684,0.24,1.3932056427001953
80,50,12425,0.2,0.18527626991271973,0.2,0.02034306526184082,0.2,0.002154434690031882,1.7124550342559814,0.22,0.23074054718017578
81,50,12426,0.22,0.7154579162597656,0.22,0.8965003490447998,0.22,0.001291549665014884,5.9872541427612305,0.18,1.9090080261230469
82,50,12427,0.28,0.5309543609619141,0.28,0.22378897666931152,0.28,0.001291549665014884,2.4381322860717773,0.22,0.9908103942871094
83,50,12428,0.18,0.7108736038208008,0.18,0.2831580638885498,0.18,0.0001668100537200059,4.92642617225647,0.2,1.6668829917907715
84,50,12429,0.18,0.14726996421813965,0.18,0.036592721939086914,0.18,0.005994842503189409,0.45749783515930176,0.18,0.2247631549835205
85,50,12430,0.26,0.11844944953918457,0.26,0.0283353328704834,0.26,0.001291549665014884,0.24864459037780762,0.18,0.6451797485351562
86,50,12431,0.18,0.4419095516204834,0.18,0.2779409885406494,0.18,0.001291549665014884,1.1740176677703857,0.24,0.21866226196289062
87,50,12432,0.16,0.1572422981262207,0.16,0.08801388740539551,0.16,0.01,0.7946274280548096,0.14,1.9284372329711914
88,50,12433,0.22,0.5983500480651855,0.22,0.33907032012939453,0.22,0.002154434690031882,0.819777250289917,0.22,0.10982823371887207
89,50,12434,0.18,0.12460970878601074,0.18,0.02214193344116211,0.18,0.005994842503189409,0.22520232200622559,0.14,0.11470818519592285
90,50,12435,0.26,0.047263383865356445,0.26,0.020550966262817383,0.26,0.0001,0.3135409355163574,0.26,0.3546295166015625
91,50,12436,0.24,1.3452539443969727,0.24,0.19698834419250488,0.24,0.002154434690031882,2.199209213256836,0.26,0.5200681686401367
92,50,12437,0.24,0.3096017837524414,0.24,0.022150039672851562,0.24,0.005994842503189409,0.20586037635803223,0.18,0.1151130199432373
93,50,12438,0.1,0.8556287288665771,0.1,0.24019837379455566,0.1,0.0002782559402207126,0.9649217128753662,0.12,1.0853450298309326
94,50,12439,0.12,0.190216064453125,0.12,0.021106481552124023,0.12,0.005994842503189409,0.5481266975402832,0.1,0.7303423881530762
95,50,12440,0.26,0.20517683029174805,0.26,0.021648406982421875,0.26,0.01,0.2574615478515625,0.18,0.7960512638092041
