n,seed,Lasso_accuracy,Lasso_best_lambda,Lasso_time,GraHTP_accuracy,GraHTP_time,GraHTP_cv_accuracy,GraHTP_best_step_size,GraHTP_cv_time,GraSP_accuracy,GraSP_time,SCOPE_accuracy,SCOPE_time
150,334,0.2,3.0517578125e-6,16.005696535110474,0.28,0.10599398612976074,0.28,0.001291549665014884,0.8971841335296631,0.22,0.7344033718109131,0.3,0.9148006439208984
250,515,0.46,9.765625e-5,26.83662700653076,0.46,0.1154332160949707,0.46,0.002154434690031882,1.2892229557037354,0.38,0.5314640998840332,0.46,2.358503580093384
250,573,0.6,4.577636718750001e-5,49.99210977554321,0.46,0.11085128784179688,0.46,0.01,0.9162859916687012,0.38,1.2512807846069336,0.44,1.778515338897705
100,212,0.18,7.888609052210118e-32,189.63135814666748,0.3,0.09763002395629883,0.3,0.01,2.310114622116089,0.3,1.9765419960021973,0.36,1.0957584381103516
50,62,0,7.888609052210118e-32,119.44859051704407,0.14,0.18537640571594238,0.14,0.005994842503189409,1.8103809356689453,0.14,0.7704675197601318,0.14,0.4110293388366699
200,365,0.42,4.577636718750001e-5,25.50897765159607,0.32,0.09855031967163086,0.32,0.002154434690031882,0.21564340591430664,0.28,0.10740399360656738,0.34,0.19174838066101074
200,455,0.52,7.62939453125e-6,44.3359808921814,0.5,0.1179044246673584,0.5,1e-4,0.6522772312164307,0.4,0.13128042221069336,0.5,0.09323334693908691
100,122,0.16,7.888609052210118e-32,128.9493134021759,0.26,0.07190752029418945,0.26,7.74263682681127e-4,1.0146448612213135,0.36,1.170194387435913,0.24,0.3327138423919678
200,424,0.42,6.103515625e-6,31.066620349884033,0.44,0.08946847915649414,0.44,0.002154434690031882,0.7810075283050537,0.34,0.32932066917419434,0.44,0.35024452209472656
50,32,0,7.888609052210118e-32,119.80269980430603,0.18,0.12408328056335449,0.18,0.001291549665014884,0.6632087230682373,0.14,0.3345322608947754,0.18,0.4219233989715576
250,574,0.36,1.0986328125e-4,38.97463035583496,0.32,0.1749253273010254,0.36,0.01,0.467926025390625,0.36,0.43154430389404297,0.34,1.2450487613677979
250,545,0.58,5.4931640625e-5,40.41876292228699,0.54,0.12305068969726562,0.5,0.01,1.0389378070831299,0.36,0.34482693672180176,0.52,0.9613890647888184
250,516,0.52,9.155273437500001e-5,38.91979932785034,0.46,0.2007122039794922,0.46,0.01,1.5426135063171387,0.38,0.7398800849914551,0.5,0.9649155139923096
50,92,0.02,7.888609052210118e-32,134.183260679245,0.2,0.21785640716552734,0.2,0.002154434690031882,2.277733087539673,0.2,1.965118169784546,0.18,0.07788848876953125
200,366,0.38,4.577636718750001e-6,34.72299075126648,0.38,0.09047079086303711,0.38,0.002154434690031882,0.3117973804473877,0.36,0.2445225715637207,0.4,0.19968199729919434
200,456,0.44,1.220703125e-5,28.358930349349976,0.44,0.18001794815063477,0.44,7.74263682681127e-4,1.7717809677124023,0.32,0.4836108684539795,0.42,0.36277246475219727
150,245,0.34,7.053371518850328e-7,76.70854616165161,0.38,0.06225848197937012,0.38,0.005994842503189409,0.415020227432251,0.24,0.16525554656982422,0.4,0.2695338726043701
250,575,0.52,9.765625e-5,29.942177295684814,0.44,0.09165120124816895,0.44,0.01,0.6798787117004395,0.38,0.5387318134307861,0.42,0.7058138847351074
150,271,0.32,7.888609052210118e-32,319.72224497795105,0.34,0.1057121753692627,0.34,7.74263682681127e-4,0.8686637878417969,0.34,0.6518065929412842,0.36,0.21091675758361816
50,2,0.04,7.888609052210118e-32,144.38797807693481,0.18,0.13029932975769043,0.18,0.002154434690031882,1.3795404434204102,0.16,0.9058475494384766,0.18,0.2594127655029297
150,246,0.34,6.103515625e-6,10.001127243041992,0.34,0.0860445499420166,0.34,1e-4,0.24638986587524414,0.24,0.14836430549621582,0.4,0.14895343780517578
200,457,0.42,2.44140625e-5,25.532190322875977,0.48,0.12246060371398926,0.48,0.01,0.9322600364685059,0.34,0.3623676300048828,0.48,0.2007761001586914
50,63,0.04,7.888609052210118e-32,82.84524178504944,0.16,0.11346554756164551,0.16,0.003593813663804626,0.7853808403015137,0.16,0.7174198627471924,0.14,0.23389530181884766
250,517,0.58,3.6621093750000005e-5,44.96356010437012,0.52,0.11333560943603516,0.5,0.01,1.6808617115020752,0.44,0.6089940071105957,0.48,2.010439157485962
150,303,0.42,1.1236988939344883e-6,171.93510961532593,0.32,0.11469364166259766,0.32,0.005994842503189409,1.13883638381958,0.26,0.6875042915344238,0.32,0.7880144119262695
100,123,0.08,7.888609052210118e-32,90.49535250663757,0.24,0.09399127960205078,0.24,0.001291549665014884,0.5127148628234863,0.24,0.5067589282989502,0.22,0.17165493965148926
150,247,0.28,3.4332275390625e-6,25.76369595527649,0.28,0.12172961235046387,0.28,0.003593813663804626,1.1210176944732666,0.26,0.5698564052581787,0.24,0.87128448486328125
250,546,0.6,4.377365112304688e-5,79.86119818687439,0.46,0.06143593788146973,0.48,2.782559402207126e-4,0.39861392974853516,0.42,0.39186882972717285,0.48,0.9998438358306885
200,367,0.42,1.7702579498291016e-5,65.8194899559021,0.44,0.11153960227966309,0.44,0.001291549665014884,0.7809479236602783,0.34,0.15458393096923828,0.44,0.15107965469360352
250,576,0.36,3.6621093750000005e-5,37.254546880722046,0.52,0.059671878814697266,0.5,0.01,0.2754347324371338,0.38,0.35918378829956055,0.5,1.98801589012146
150,272,0.32,5.722045898437501e-7,39.88844323158264,0.36,0.11438155174255371,0.36,7.74263682681127e-4,0.3498406410217285,0.3,0.13486504554748535,0.34,0.44070005416870117
200,425,0.4,4.0531158447265625e-6,98.97871899604797,0.36,0.1474623680114746,0.38,0.01,1.9009673595428467,0.22,0.770857572555542,0.42,0.8395016193389893
100,152,0.14,7.888609052210118e-32,173.8643763065338,0.24,0.11066699028015137,0.24,0.005994842503189409,0.292356014251709,0.18,0.14499616622924805,0.2,0.17602777481079102
250,518,0.54,1.953125e-4,25.05586528778076,0.44,0.06064248085021973,0.44,0.01,0.1951310634613037,0.3,0.14850878715515137,0.48,0.30997705459594727
200,458,0.3,3.647804260253906e-5,54.747191190719604,0.36,0.12390446662902832,0.36,0.01,0.3435239791870117,0.24,0.13092684745788574,0.34,0.5278561115264893
50,93,0,7.888609052210118e-32,101.97060918807983,0.2,0.09244656562805176,0.2,1.668100537200059e-4,0.41572117805480957,0.2,0.35538578033447266,0.2,0.08378744125366211
150,248,0.32,1.0132789611816406e-6,43.08130669593811,0.28,0.0948641300201416,0.28,0.005994842503189409,0.35216498374938965,0.2,0.19749784469604492,0.26,0.2005751132965088
150,304,0.44,1.1444091796875002e-6,51.20386457443237,0.36,0.18847870826721191,0.36,0.002154434690031882,1.5363054275512695,0.22,0.8021712303161621,0.36,0.6303966045379639
200,369,0.46,3.0517578125e-6,23.345640420913696,0.42,0.1125345230102539,0.42,0.01,0.3106997013092041,0.36,0.14595556259155273,0.42,0.5017855167388916
250,577,0.46,1.4648437500000002e-4,39.80213189125061,0.44,0.10404014587402344,0.46,0.01,0.30457019805908203,0.36,0.26386570930480957,0.48,0.23550820350646973
50,33,0.04,7.888609052210118e-32,134.35261416435242,0.18,0.19260501861572266,0.18,1.668100537200059e-4,1.8995013236999512,0.18,1.1956322193145752,0.14,0.4647176265716553
50,64,0,7.888609052210118e-32,87.67828941345215,0.2,0.0694427490234375,0.2,0.001291549665014884,0.3090498447418213,0.2,0.15076208114624023,0.2,0.1959073543548584
200,426,0.54,1.220703125e-5,39.56741642951965,0.48,0.13326072692871094,0.48,7.74263682681127e-4,0.7105255126953125,0.4,0.3320176601409912,0.5,0.6166064739227295
100,213,0.12,7.888609052210118e-32,188.6677041053772,0.24,0.09022665023803711,0.24,0.001291549665014884,0.6775798797607422,0.24,1.0102288722991943,0.24,0.6960625648498535
150,273,0.36,6.687641143798829e-6,53.27060580253601,0.34,0.06406569480895996,0.34,0.01,0.8773796558380127,0.34,0.6207048892974854,0.38,0.4238567352294922
100,182,0.2,7.888609052210118e-32,241.49540162086487,0.3,0.0840904712677002,0.3,0.001291549665014884,0.9103097915649414,0.24,0.3632657527923584,0.3,0.2910494804382324
150,249,0.38,1.9073486328125e-7,30.47964835166931,0.4,0.08631420135498047,0.4,1e-4,0.45331501960754395,0.32,0.1691272258758545,0.36,0.16650176048278809
200,370,0.5,6.103515625e-6,25.15882110595703,0.5,0.12415313720703125,0.5,0.001291549665014884,1.2985179424285889,0.42,0.5956473350524902,0.5,0.4660305976867676
200,427,0.5,4.8828125e-5,16.00564956665039,0.44,0.12744379043579102,0.44,0.003593813663804626,0.3256645202636719,0.38,0.15857219696044922,0.4,0.525662899017334
200,459,0.46,1.9073486328125e-6,47.017059326171875,0.42,0.11344718933105469,0.42,4.6415888336127773e-4,0.367995023727417,0.44,0.16844892501831055,0.38,0.36175107955932617
250,578,0.54,2.44140625e-5,38.692949056625366,0.5,0.11042284965515137,0.5,0.005994842503189409,1.0956337451934814,0.42,0.26380085945129395,0.5,0.2876107692718506
100,124,0.24,7.888609052210118e-32,108.75229120254517,0.4,0.10840487480163574,0.4,2.782559402207126e-4,0.4583876132965088,0.4,0.1994030475616455,0.4,0.1305372714996338
50,3,0,7.888609052210118e-32,135.1512429714203,0.16,0.0775294303894043,0.16,7.74263682681127e-4,0.45490217208862305,0.16,0.42769789695739746,0.14,0.32152724266052246
150,250,0.32,1.52587890625e-6,16.23848867416382,0.36,0.12587308883666992,0.36,0.002154434690031882,0.8342885971069336,0.34,0.3416402339935303,0.3,0.41021013259887695
150,305,0.36,1.4305114746093752e-7,52.26085114479065,0.28,0.16181039810180664,0.28,0.01,0.9435074329376221,0.26,0.4274320602416992,0.26,0.28432774543762207
250,519,0.48,4.119873046875e-5,87.05802369117737,0.44,0.09080338478088379,0.42,0.01,1.612962007522583,0.36,0.382143497467041,0.46,0.6943526268005371
200,371,0.32,3.0517578125e-6,30.094630241394043,0.38,0.08759856224060059,0.38,7.74263682681127e-4,0.4244997501373291,0.28,0.20143532752990723,0.32,0.6690206527709961
250,547,0.48,4.377365112304688e-5,116.69944167137146,0.4,0.11764740943908691,0.4,0.005994842503189409,1.365738868713379,0.44,0.41057252883911133,0.4,0.5355620384216309
200,460,0.4,1.52587890625e-5,39.85365915298462,0.42,0.08319973945617676,0.42,7.74263682681127e-4,0.2957158088684082,0.34,0.128309965133667,0.4,0.18775296211242676
200,428,0.4,3.0517578125e-6,46.19164800643921,0.44,0.14250516891479492,0.44,0.003593813663804626,1.4954047203063965,0.34,0.5636317729949951,0.4,1.2005062103271484
50,65,0,7.888609052210118e-32,77.47965550422668,0.14,0.10733532905578613,0.14,0.005994842503189409,0.5196537971496582,0.14,0.3461313247680664,0.14,0.06607198715209961
150,274,0.36,1.4901161193847657e-9,73.2545337677002,0.3,0.12138986587524414,0.3,0.01,0.7868928909301758,0.32,0.44448232650756836,0.26,0.8129465579986572
150,335,0.3,7.888609052210118e-32,293.7284080982208,0.38,0.1613907814025879,0.38,0.003593813663804626,1.7222163677215576,0.26,0.9521751403808594,0.36,0.7865588665008545
200,372,0.38,9.155273437500001e-6,30.501052379608154,0.34,0.087615966796875,0.34,0.01,0.34194421768188477,0.28,0.21213769912719727,0.3,0.6818420886993408
250,579,0.56,1.0986328125e-4,46.80708837509155,0.5,0.17842364311218262,0.5,0.01,0.9067251682281494,0.28,0.5508241653442383,0.44,2.4972198009490967
250,520,0.4,5.1879882812500005e-5,34.73668599128723,0.4,0.07323479652404785,0.38,0.005994842503189409,0.640669584274292,0.4,0.13530707359313965,0.42,0.48677659034729004
200,373,0.28,1.220703125e-5,15.67768907546997,0.32,0.06746125221252441,0.34,0.01,0.25241589546203613,0.3,0.17625641822814941,0.38,0.2965075969696045
200,461,0.32,4.8828125e-5,28.428330659866333,0.46,0.1133735179901123,0.46,0.003593813663804626,0.9902253150939941,0.26,0.5972375869750977,0.38,1.4802281856536865
200,429,0.48,6.103515625e-6,30.77474808692932,0.44,0.08716535568237305,0.44,4.6415888336127773e-4,0.5794892311096191,0.48,0.19776272773742676,0.4,0.33074188232421875
100,125,0.12,7.888609052210118e-32,91.94352436065674,0.32,0.06651878356933594,0.32,0.01,0.3160431385040283,0.24,0.12854504585266113,0.3,0.16681337356567383
250,521,0.5,9.765625e-5,20.76555895805359,0.48,0.1605968475341797,0.44,0.01,0.44588685035705566,0.38,0.13048720359802246,0.5,0.42473363876342773
50,94,0.04,7.888609052210118e-32,158.83891201019287,0.16,0.11027288436889648,0.16,0.01,0.7490427494049072,0.16,0.20215868949890137,0.16,0.03950333595275879
150,336,0.54,4.0531158447265625e-6,40.705464601516724,0.34,0.18554353713989258,0.34,0.002154434690031882,1.1902849674224854,0.24,0.4859316349029541,0.32,0.25774264335632324
50,34,0.04,7.888609052210118e-32,144.63235211372375,0.18,0.15180683135986328,0.18,0.002154434690031882,1.277233362197876,0.18,1.0598180294036865,0.18,0.07745099067687988
200,374,0.36,9.155273437500001e-6,29.81380844116211,0.36,0.15494060516357422,0.36,0.003593813663804626,0.9185652732849121,0.32,0.38830065727233887,0.32,0.9169347286224365
150,275,0.36,3.7252902984619143e-10,57.71838641166687,0.4,0.14936423301696777,0.4,0.002154434690031882,0.9869697093963623,0.24,0.45068979263305664,0.4,0.3045825958251953
250,580,0.48,2.44140625e-5,41.13297939300537,0.46,0.10275840759277344,0.42,0.01,1.4526495933532715,0.42,0.9299237728118896,0.44,2.5777130126953125
200,462,0.42,3.6621093750000005e-5,31.689099550247192,0.44,0.16424155235290527,0.44,0.001291549665014884,1.5524592399597168,0.28,0.947577714920044,0.46,1.4986827373504639
200,375,0.32,6.103515625e-5,16.69929528236389,0.44,0.11332964897155762,0.44,0.003593813663804626,0.30841875076293945,0.38,0.1275322437286377,0.46,0.3755342960357666
100,153,0.12,7.888609052210118e-32,213.43645763397217,0.22,0.17688560485839844,0.22,0.01,0.7385931015014648,0.16,0.9189496040344238,0.22,0.4360682964324951
50,66,0.06,7.888609052210118e-32,85.31582474708557,0.2,0.048070669174194336,0.2,0.001291549665014884,0.35326576232910156,0.2,0.14250493049621582,0.2,0.06969046592712402
250,522,0.42,5.4931640625e-5,40.00437068939209,0.34,0.07721376419067383,0.34,0.001291549665014884,0.4879143238067627,0.3,0.14541316032409668,0.4,0.5460994243621826
200,376,0.42,6.103515625e-6,16.147631883621216,0.4,0.07993841171264648,0.4,7.74263682681127e-4,0.3013737201690674,0.36,0.16612577438354492,0.36,0.26230907440185547
200,430,0.5,2.2888183593750003e-6,60.17787790298462,0.42,0.09209489822387695,0.42,0.003593813663804626,0.414578914642334,0.32,0.11511754989624023,0.44,0.324831485748291
250,581,0.5,1.220703125e-5,32.71215844154358,0.46,0.25907468795776367,0.48,0.01,1.6785862445831299,0.46,0.659250020980835,0.48,0.89449143409729
50,5,0,7.888609052210118e-32,128.86075854301453,0.14,0.11439156532287598,0.14,1e-4,0.8312711715698242,0.14,0.42927026748657227,0.14,0.284045934677124
100,214,0.22,7.888609052210118e-32,199.42507362365723,0.3,0.11761260032653809,0.3,0.001291549665014884,0.3178541660308838,0.22,0.3819770812988281,0.3,0.09595561027526855
200,377,0.4,1.220703125e-5,12.532932043075562,0.4,0.08114480972290039,0.4,0.01,0.4624645709991455,0.4,0.18762731552124023,0.38,0.415663480758667
200,463,0.36,9.155273437500001e-6,32.32920050621033,0.28,0.09371161460876465,0.28,0.003593813663804626,0.9352774620056152,0.24,0.6802711486816406,0.3,1.009509563446045
150,251,0.34,7.888609052210118e-32,180.2093906402588,0.42,0.03347039222717285,0.42,0.002154434690031882,0.40077853202819824,0.28,0.12041306495666504,0.38,0.11817407608032227
100,183,0.16,7.888609052210118e-32,204.10553288459778,0.26,0.07799243927001953,0.26,0.003593813663804626,0.2808716297149658,0.32,0.16535592079162598,0.22,0.15543508529663086
150,337,0.4,1.0291114449501038e-6,72.44037866592407,0.38,0.1063697338104248,0.38,0.003593813663804626,0.28475117683410645,0.3,0.3126819133758545,0.38,0.06848025321960449
250,523,0.58,1.220703125e-5,32.44513511657715,0.38,0.09380841255187988,0.38,0.005994842503189409,0.3149864673614502,0.42,0.15189838409423828,0.38,0.3777034282684326
250,582,0.52,4.8828125e-5,28.619457960128784,0.4,0.07377028465270996,0.4,0.002154434690031882,0.3063840866088867,0.42,0.11720442771911621,0.38,0.9423701763153076
150,252,0.34,3.0517578125e-6,15.55541443824768,0.3,0.06471681594848633,0.3,0.005994842503189409,0.2693805694580078,0.22,0.11176729202270508,0.32,0.13255763053894043
200,464,0.44,1.220703125e-5,27.688595294952393,0.4,0.07908058166503906,0.4,0.005994842503189409,0.2615509033203125,0.24,0.3560483455657959,0.34,0.19377470016479492
50,67,0,7.888609052210118e-32,76.56168603897095,0.16,0.1455390453338623,0.16,0.003593813663804626,1.395836353302002,0.2,0.939873218536377,0.16,0.08005928993225098
100,126,0.08,7.888609052210118e-32,105.17761516571045,0.2,0.1329212188720703,0.2,0.003593813663804626,1.0728130340576172,0.2,1.6247847080230713,0.14,0.09282350540161133
200,431,0.42,1.52587890625e-5,50.18201565742493,0.4,0.11777877807617188,0.4,0.001291549665014884,0.34802818298339844,0.38,0.292710542678833,0.38,0.9090721607208252
150,338,0.32,1.9073486328125e-7,32.38562893867493,0.3,0.09470677375793457,0.3,0.002154434690031882,0.288496732711792,0.22,0.3298664093017578,0.32,0.275850772857666
200,378,0.5,6.687641143798829e-6,62.2288920879364,0.48,0.09727072715759277,0.48,0.002154434690031882,0.29048848152160645,0.36,0.1038808822631836,0.48,0.10408949851989746
200,465,0.46,5.4931640625e-5,16.269060850143433,0.36,0.056717634201049805,0.36,0.005994842503189409,0.7777035236358643,0.28,0.5949437618255615,0.4,0.9915270805358887
50,35,0.02,7.888609052210118e-32,122.65759944915771,0.24,0.12517595291137695,0.24,0.001291549665014884,0.690460205078125,0.24,0.4072105884552002,0.22,0.16393733024597168
250,524,0.5,2.44140625e-5,40.009137868881226,0.46,0.20583724975585938,0.44,0.01,0.656421422958374,0.46,0.12325048446655273,0.46,0.3056197166442871
250,583,0.58,9.765625e-5,23.026325225830078,0.46,0.0885777473449707,0.46,0.01,0.3452014923095703,0.4,1.1226377487182617,0.52,2.2417774200439453
50,95,0.02,7.888609052210118e-32,156.97914862632751,0.16,0.0810251235961914,0.16,0.001291549665014884,0.7374715805053711,0.16,0.28062868118286133,0.12,0.24477219581604004
200,379,0.34,3.6621093750000005e-5,19.065130710601807,0.32,0.04481983184814453,0.34,0.01,0.18805432319641113,0.28,0.10576057434082031,0.34,0.33816051483154297
200,466,0.44,9.765625e-5,17.363648176193237,0.36,0.11580467224121094,0.36,0.005994842503189409,0.32660341262817383,0.3,0.22747564315795898,0.34,0.22949671745300293
250,525,0.64,1.4648437500000002e-4,28.103824138641357,0.44,0.038778066635131836,0.44,0.01,0.2574470043182373,0.38,0.24026703834533691,0.46,0.7583794593811035
200,380,0.56,6.103515625e-6,17.9216570854187,0.5,0.12075972557067871,0.5,7.74263682681127e-4,0.43123531341552734,0.38,0.146803617477417,0.48,0.330796480178833
250,584,0.46,6.103515625e-5,32.98063373565674,0.38,0.05676984786987305,0.4,0.01,0.5201168060302734,0.38,0.3184785842895508,0.38,0.4252033233642578
50,68,0,7.888609052210118e-32,81.8488986492157,0.14,0.031136035919189453,0.14,0.01,0.5165987014770508,0.14,0.1602623462677002,0.14,0.13282346725463867
100,154,0.16,7.888609052210118e-32,161.38120079040527,0.18,0.10143160820007324,0.18,0.002154434690031882,0.6597681045532227,0.2,0.6347830295562744,0.14,0.2788045406341553
100,127,0.2,7.888609052210118e-32,84.58072829246521,0.28,0.10825657844543457,0.28,0.005994842503189409,0.586737871170044,0.26,0.5775740146636963,0.24,0.33902502059936523
200,432,0.46,5.722045898437501e-6,77.29057240486145,0.4,0.15901470184326172,0.4,4.6415888336127773e-4,1.625957727432251,0.46,1.043553113937378,0.4,0.7529990673065186
50,6,0,7.888609052210118e-32,137.0281777381897,0.24,0.12473511695861816,0.24,0.01,0.6010189056396484,0.24,0.9001443386077881,0.24,0.19379186630249023
