,n,seed,IHT_accuracy,IHT_cv_accuracy,model
771,400,10771,0.3,0.96,linear
772,400,10772,0.2,0.88,linear
773,400,10773,0.2,0.96,linear
774,400,10774,0.26,0.94,linear
775,400,10775,0.26,0.92,linear
776,400,10776,0.24,0.86,linear
777,400,10777,0.24,0.92,linear
778,400,10778,0.26,0.98,linear
779,400,10779,0.24,0.84,linear
780,400,10780,0.18,0.84,linear
781,400,10781,0.18,0.92,linear
782,400,10782,0.28,0.88,linear
783,400,10783,0.22,0.92,linear
784,400,10784,0.22,0.94,linear
785,400,10785,0.24,0.9,linear
786,400,10786,0.16,0.9,linear
787,400,10787,0.22,0.84,linear
788,400,10788,0.22,0.94,linear
789,400,10789,0.26,0.92,linear
790,400,10790,0.2,0.94,linear
791,400,10791,0.24,0.92,linear
792,400,10792,0.26,0.82,linear
793,400,10793,0.2,0.8,linear
794,400,10794,0.22,0.9,linear
795,400,10795,0.26,0.98,linear
796,400,10796,0.18,0.94,linear
797,400,10797,0.24,0.92,linear
798,400,10798,0.16,0.88,linear
799,400,10799,0.16,0.9,linear
800,450,10800,0.28,0.9,linear
801,450,10801,0.26,0.98,linear
802,450,10802,0.28,0.98,linear
803,450,10803,0.16,0.98,linear
804,450,10804,0.2,1.0,linear
805,450,10805,0.24,0.92,linear
806,450,10806,0.2,0.92,linear
807,450,10807,0.26,0.96,linear
808,450,10808,0.32,0.98,linear
809,450,10809,0.32,0.94,linear
810,450,10810,0.22,0.94,linear
811,450,10811,0.28,1.0,linear
812,450,10812,0.34,0.96,linear
813,450,10813,0.28,0.96,linear
814,450,10814,0.3,1.0,linear
815,450,10815,0.18,1.0,linear
816,450,10816,0.22,0.98,linear
817,450,10817,0.22,1.0,linear
818,450,10818,0.18,0.96,linear
819,450,10819,0.26,0.94,linear
820,450,10820,0.32,0.98,linear
821,450,10821,0.24,0.96,linear
822,450,10822,0.2,1.0,linear
823,450,10823,0.26,0.94,linear
824,450,10824,0.3,1.0,linear
825,450,10825,0.24,0.98,linear
826,450,10826,0.28,1.0,linear
827,450,10827,0.24,0.98,linear
828,450,10828,0.2,1.0,linear
829,450,10829,0.32,1.0,linear
830,450,10830,0.28,0.98,linear
831,450,10831,0.26,0.98,linear
832,450,10832,0.2,0.92,linear
833,450,10833,0.3,1.0,linear
834,450,10834,0.24,0.98,linear
835,450,10835,0.3,0.96,linear
836,450,10836,0.26,0.9,linear
837,450,10837,0.22,0.98,linear
838,450,10838,0.22,0.96,linear
839,450,10839,0.28,1.0,linear
840,450,10840,0.26,0.98,linear
841,450,10841,0.26,0.94,linear
842,450,10842,0.34,0.98,linear
843,450,10843,0.18,1.0,linear
844,450,10844,0.36,1.0,linear
845,450,10845,0.24,0.98,linear
846,450,10846,0.22,0.98,linear
847,450,10847,0.2,0.9,linear
848,450,10848,0.24,1.0,linear
849,450,10849,0.26,0.94,linear
850,450,10850,0.24,1.0,linear
851,450,10851,0.26,0.98,linear
852,450,10852,0.28,0.98,linear
853,450,10853,0.24,0.94,linear
854,450,10854,0.24,0.98,linear
855,450,10855,0.32,0.98,linear
856,450,10856,0.26,0.98,linear
857,450,10857,0.22,0.88,linear
858,450,10858,0.28,0.92,linear
859,450,10859,0.28,0.96,linear
860,450,10860,0.26,0.98,linear
861,450,10861,0.22,0.98,linear
862,450,10862,0.32,0.98,linear
863,450,10863,0.24,0.96,linear
864,450,10864,0.24,0.96,linear
865,450,10865,0.32,0.98,linear
866,450,10866,0.2,0.92,linear
867,450,10867,0.2,0.92,linear
868,450,10868,0.26,0.96,linear
869,450,10869,0.26,1.0,linear
870,450,10870,0.24,1.0,linear
871,450,10871,0.34,0.94,linear
872,450,10872,0.18,0.98,linear
873,450,10873,0.26,0.9,linear
874,450,10874,0.2,0.94,linear
875,450,10875,0.24,0.96,linear
876,450,10876,0.22,1.0,linear
877,450,10877,0.28,0.98,linear
878,450,10878,0.36,0.98,linear
879,450,10879,0.34,0.9,linear
880,450,10880,0.32,0.98,linear
881,450,10881,0.22,0.98,linear
882,450,10882,0.2,0.94,linear
883,450,10883,0.2,1.0,linear
884,450,10884,0.24,1.0,linear
885,450,10885,0.28,0.96,linear
886,450,10886,0.18,0.98,linear
887,450,10887,0.26,0.98,linear
888,450,10888,0.24,1.0,linear
889,450,10889,0.34,0.98,linear
890,450,10890,0.14,0.92,linear
891,450,10891,0.22,0.96,linear
892,450,10892,0.34,0.98,linear
893,450,10893,0.18,1.0,linear
894,450,10894,0.24,1.0,linear
895,450,10895,0.28,0.98,linear
896,450,10896,0.32,1.0,linear
897,450,10897,0.24,0.98,linear
898,450,10898,0.24,0.98,linear
899,450,10899,0.22,0.98,linear
900,500,10900,0.2,1.0,linear
901,500,10901,0.22,1.0,linear
902,500,10902,0.26,1.0,linear
903,500,10903,0.34,0.94,linear
904,500,10904,0.24,1.0,linear
905,500,10905,0.36,1.0,linear
906,500,10906,0.28,1.0,linear
907,500,10907,0.24,1.0,linear
908,500,10908,0.2,1.0,linear
909,500,10909,0.3,0.98,linear
910,500,10910,0.26,0.98,linear
911,500,10911,0.4,0.98,linear
912,500,10912,0.18,1.0,linear
913,500,10913,0.24,0.98,linear
914,500,10914,0.34,1.0,linear
915,500,10915,0.28,1.0,linear
916,500,10916,0.18,1.0,linear
917,500,10917,0.28,1.0,linear
918,500,10918,0.32,1.0,linear
919,500,10919,0.28,1.0,linear
920,500,10920,0.38,0.98,linear
921,500,10921,0.28,1.0,linear
922,500,10922,0.22,1.0,linear
923,500,10923,0.28,1.0,linear
924,500,10924,0.24,1.0,linear
925,500,10925,0.28,0.98,linear
926,500,10926,0.26,1.0,linear
927,500,10927,0.34,0.98,linear
928,500,10928,0.28,0.98,linear
929,500,10929,0.3,1.0,linear
930,500,10930,0.24,1.0,linear
931,500,10931,0.24,1.0,linear
932,500,10932,0.28,0.98,linear
933,500,10933,0.3,1.0,linear
934,500,10934,0.32,1.0,linear
935,500,10935,0.26,1.0,linear
936,500,10936,0.32,1.0,linear
937,500,10937,0.26,0.96,linear
938,500,10938,0.28,1.0,linear
939,500,10939,0.3,1.0,linear
940,500,10940,0.16,1.0,linear
941,500,10941,0.32,0.98,linear
942,500,10942,0.28,1.0,linear
943,500,10943,0.2,1.0,linear
944,500,10944,0.24,1.0,linear
945,500,10945,0.28,1.0,linear
946,500,10946,0.26,0.98,linear
947,500,10947,0.24,1.0,linear
948,500,10948,0.22,0.96,linear
949,500,10949,0.36,1.0,linear
950,500,10950,0.24,1.0,linear
951,500,10951,0.2,1.0,linear
952,500,10952,0.16,1.0,linear
953,500,10953,0.22,0.98,linear
954,500,10954,0.36,0.98,linear
955,500,10955,0.26,0.98,linear
956,500,10956,0.3,1.0,linear
957,500,10957,0.26,0.98,linear
958,500,10958,0.32,0.98,linear
959,500,10959,0.24,1.0,linear
960,500,10960,0.24,1.0,linear
961,500,10961,0.22,1.0,linear
962,500,10962,0.34,1.0,linear
963,500,10963,0.28,1.0,linear
964,500,10964,0.3,1.0,linear
965,500,10965,0.22,1.0,linear
966,500,10966,0.3,1.0,linear
967,500,10967,0.34,1.0,linear
968,500,10968,0.3,0.96,linear
969,500,10969,0.24,1.0,linear
970,500,10970,0.18,1.0,linear
971,500,10971,0.28,0.98,linear
972,500,10972,0.22,1.0,linear
973,500,10973,0.12,1.0,linear
974,500,10974,0.36,1.0,linear
975,500,10975,0.26,0.98,linear
976,500,10976,0.28,1.0,linear
977,500,10977,0.32,1.0,linear
978,500,10978,0.4,1.0,linear
979,500,10979,0.32,1.0,linear
980,500,10980,0.18,1.0,linear
981,500,10981,0.4,1.0,linear
982,500,10982,0.22,1.0,linear
983,500,10983,0.32,1.0,linear
984,500,10984,0.26,1.0,linear
985,500,10985,0.32,1.0,linear
986,500,10986,0.24,0.98,linear
987,500,10987,0.3,1.0,linear
988,500,10988,0.28,1.0,linear
989,500,10989,0.24,1.0,linear
990,500,10990,0.26,1.0,linear
991,500,10991,0.28,0.98,linear
992,500,10992,0.22,1.0,linear
993,500,10993,0.28,1.0,linear
994,500,10994,0.26,1.0,linear
995,500,10995,0.34,1.0,linear
996,500,10996,0.22,1.0,linear
997,500,10997,0.3,1.0,linear
998,500,10998,0.22,0.98,linear
999,500,10999,0.18,1.0,linear
1000,550,11000,0.36,1.0,linear
1001,550,11001,0.34,1.0,linear
1002,550,11002,0.28,1.0,linear
1003,550,11003,0.28,1.0,linear
1004,550,11004,0.28,1.0,linear
1005,550,11005,0.2,1.0,linear
1006,550,11006,0.24,1.0,linear
1007,550,11007,0.26,1.0,linear
1008,550,11008,0.22,1.0,linear
1009,550,11009,0.3,1.0,linear
1010,550,11010,0.26,1.0,linear
1011,550,11011,0.22,1.0,linear
1012,550,11012,0.28,1.0,linear
1013,550,11013,0.28,1.0,linear
1014,550,11014,0.24,1.0,linear
1015,550,11015,0.32,1.0,linear
1016,550,11016,0.24,1.0,linear
1017,550,11017,0.18,1.0,linear
1018,550,11018,0.3,1.0,linear
1019,550,11019,0.26,1.0,linear
1020,550,11020,0.3,1.0,linear
1021,550,11021,0.2,1.0,linear
1022,550,11022,0.28,1.0,linear
1023,550,11023,0.28,1.0,linear
1024,550,11024,0.32,1.0,linear
1025,550,11025,0.28,1.0,linear
1026,550,11026,0.3,1.0,linear
1027,550,11027,0.34,1.0,linear
1028,550,11028,0.24,1.0,linear
1029,550,11029,0.32,1.0,linear
1030,550,11030,0.2,1.0,linear
1031,550,11031,0.38,1.0,linear
1032,550,11032,0.24,1.0,linear
1033,550,11033,0.26,1.0,linear
1034,550,11034,0.34,1.0,linear
1035,550,11035,0.32,1.0,linear
1036,550,11036,0.36,1.0,linear
1037,550,11037,0.4,1.0,linear
1038,550,11038,0.26,1.0,linear
1039,550,11039,0.24,1.0,linear
1040,550,11040,0.3,1.0,linear
1041,550,11041,0.38,1.0,linear
1042,550,11042,0.32,1.0,linear
1043,550,11043,0.28,1.0,linear
1044,550,11044,0.18,1.0,linear
1045,550,11045,0.36,1.0,linear
1046,550,11046,0.22,1.0,linear
1047,550,11047,0.24,1.0,linear
1048,550,11048,0.28,1.0,linear
1049,550,11049,0.26,1.0,linear
1050,550,11050,0.18,1.0,linear
1051,550,11051,0.34,1.0,linear
1052,550,11052,0.32,1.0,linear
1053,550,11053,0.22,1.0,linear
1054,550,11054,0.28,1.0,linear
1055,550,11055,0.26,1.0,linear
1056,550,11056,0.2,1.0,linear
1057,550,11057,0.22,1.0,linear
1058,550,11058,0.36,1.0,linear
1059,550,11059,0.38,1.0,linear
1060,550,11060,0.24,1.0,linear
1061,550,11061,0.28,1.0,linear
1062,550,11062,0.34,1.0,linear
1063,550,11063,0.32,1.0,linear
1064,550,11064,0.26,1.0,linear
1065,550,11065,0.26,1.0,linear
1066,550,11066,0.38,1.0,linear
1067,550,11067,0.32,1.0,linear
1068,550,11068,0.22,1.0,linear
1069,550,11069,0.28,1.0,linear
1070,550,11070,0.3,1.0,linear
1071,550,11071,0.3,1.0,linear
1072,550,11072,0.26,1.0,linear
1073,550,11073,0.16,1.0,linear
1074,550,11074,0.34,1.0,linear
1075,550,11075,0.28,1.0,linear
1076,550,11076,0.42,1.0,linear
1077,550,11077,0.26,1.0,linear
1078,550,11078,0.26,1.0,linear
1079,550,11079,0.3,1.0,linear
1080,550,11080,0.36,0.98,linear
1081,550,11081,0.28,1.0,linear
1082,550,11082,0.3,1.0,linear
1083,550,11083,0.26,1.0,linear
1084,550,11084,0.32,1.0,linear
1085,550,11085,0.3,1.0,linear
1086,550,11086,0.28,1.0,linear
1087,550,11087,0.3,1.0,linear
1088,550,11088,0.26,1.0,linear
1089,550,11089,0.3,1.0,linear
1090,550,11090,0.26,1.0,linear
1091,550,11091,0.22,1.0,linear
1092,550,11092,0.32,1.0,linear
1093,550,11093,0.24,1.0,linear
1094,550,11094,0.26,1.0,linear
1095,550,11095,0.26,1.0,linear
1096,550,11096,0.42,1.0,linear
1097,550,11097,0.3,1.0,linear
1098,550,11098,0.26,1.0,linear
1099,550,11099,0.26,1.0,linear
1100,600,11100,0.28,1.0,linear
1101,600,11101,0.34,1.0,linear
1102,600,11102,0.32,1.0,linear
1103,600,11103,0.28,1.0,linear
1104,600,11104,0.34,1.0,linear
1105,600,11105,0.42,1.0,linear
1106,600,11106,0.32,1.0,linear
1107,600,11107,0.32,1.0,linear
1108,600,11108,0.32,1.0,linear
1109,600,11109,0.3,1.0,linear
1110,600,11110,0.3,1.0,linear
1111,600,11111,0.22,1.0,linear
1112,600,11112,0.28,1.0,linear
1113,600,11113,0.36,1.0,linear
1114,600,11114,0.42,1.0,linear
1115,600,11115,0.38,1.0,linear
1116,600,11116,0.28,1.0,linear
1117,600,11117,0.38,1.0,linear
1118,600,11118,0.26,1.0,linear
1119,600,11119,0.24,1.0,linear
1120,600,11120,0.28,1.0,linear
1121,600,11121,0.36,1.0,linear
1122,600,11122,0.32,1.0,linear
1123,600,11123,0.24,1.0,linear
1124,600,11124,0.32,1.0,linear
1125,600,11125,0.28,1.0,linear
1126,600,11126,0.32,1.0,linear
1127,600,11127,0.4,1.0,linear
1128,600,11128,0.34,1.0,linear
1129,600,11129,0.32,1.0,linear
1130,600,11130,0.28,1.0,linear
1131,600,11131,0.26,1.0,linear
1132,600,11132,0.32,1.0,linear
1133,600,11133,0.32,1.0,linear
1134,600,11134,0.22,1.0,linear
1135,600,11135,0.26,1.0,linear
1136,600,11136,0.3,1.0,linear
1137,600,11137,0.32,1.0,linear
1138,600,11138,0.42,1.0,linear
1139,600,11139,0.34,1.0,linear
1140,600,11140,0.3,1.0,linear
1141,600,11141,0.3,1.0,linear
1142,600,11142,0.34,0.96,linear
1143,600,11143,0.34,1.0,linear
1144,600,11144,0.3,1.0,linear
1145,600,11145,0.38,1.0,linear
1146,600,11146,0.34,1.0,linear
1147,600,11147,0.32,1.0,linear
1148,600,11148,0.32,1.0,linear
1149,600,11149,0.44,1.0,linear
1150,600,11150,0.32,1.0,linear
1151,600,11151,0.26,1.0,linear
1152,600,11152,0.34,1.0,linear
1153,600,11153,0.24,1.0,linear
1154,600,11154,0.32,1.0,linear
1155,600,11155,0.36,1.0,linear
1156,600,11156,0.24,1.0,linear
1157,600,11157,0.26,1.0,linear
1158,600,11158,0.36,1.0,linear
1159,600,11159,0.28,1.0,linear
1160,600,11160,0.28,1.0,linear
1161,600,11161,0.36,1.0,linear
1162,600,11162,0.24,1.0,linear
1163,600,11163,0.3,1.0,linear
1164,600,11164,0.2,1.0,linear
1165,600,11165,0.4,1.0,linear
1166,600,11166,0.24,1.0,linear
1167,600,11167,0.28,1.0,linear
1168,600,11168,0.34,1.0,linear
1169,600,11169,0.34,1.0,linear
1170,600,11170,0.28,1.0,linear
1171,600,11171,0.24,1.0,linear
1172,600,11172,0.32,1.0,linear
1173,600,11173,0.32,1.0,linear
1174,600,11174,0.24,1.0,linear
1175,600,11175,0.34,1.0,linear
1176,600,11176,0.28,1.0,linear
1177,600,11177,0.28,1.0,linear
1178,600,11178,0.38,1.0,linear
1179,600,11179,0.28,1.0,linear
1180,600,11180,0.2,1.0,linear
1181,600,11181,0.32,1.0,linear
1182,600,11182,0.28,1.0,linear
1183,600,11183,0.38,1.0,linear
1184,600,11184,0.28,1.0,linear
1185,600,11185,0.28,1.0,linear
1186,600,11186,0.28,1.0,linear
1187,600,11187,0.3,1.0,linear
1188,600,11188,0.4,1.0,linear
1189,600,11189,0.2,1.0,linear
1190,600,11190,0.3,1.0,linear
1191,600,11191,0.3,1.0,linear
1192,600,11192,0.34,0.9,linear
1193,600,11193,0.32,1.0,linear
1194,600,11194,0.32,1.0,linear
1195,600,11195,0.44,1.0,linear
1196,600,11196,0.26,1.0,linear
1197,600,11197,0.38,1.0,linear
1198,600,11198,0.28,1.0,linear
1199,600,11199,0.42,1.0,linear
1200,650,11200,0.4,1.0,linear
1201,650,11201,0.24,1.0,linear
1202,650,11202,0.38,0.98,linear
1203,650,11203,0.26,1.0,linear
1204,650,11204,0.3,1.0,linear
1205,650,11205,0.2,1.0,linear
1206,650,11206,0.28,1.0,linear
1207,650,11207,0.3,1.0,linear
1208,650,11208,0.3,1.0,linear
1209,650,11209,0.34,1.0,linear
1210,650,11210,0.36,1.0,linear
1211,650,11211,0.32,1.0,linear
1212,650,11212,0.36,1.0,linear
1213,650,11213,0.28,1.0,linear
1214,650,11214,0.22,1.0,linear
1215,650,11215,0.22,1.0,linear
1216,650,11216,0.3,1.0,linear
1217,650,11217,0.32,1.0,linear
1218,650,11218,0.3,1.0,linear
1219,650,11219,0.36,1.0,linear
1220,650,11220,0.26,0.96,linear
1221,650,11221,0.36,1.0,linear
1222,650,11222,0.36,1.0,linear
1223,650,11223,0.32,1.0,linear
1224,650,11224,0.44,1.0,linear
1225,650,11225,0.36,1.0,linear
1226,650,11226,0.24,1.0,linear
1227,650,11227,0.36,1.0,linear
1228,650,11228,0.38,1.0,linear
1229,650,11229,0.36,1.0,linear
1230,650,11230,0.3,1.0,linear
1231,650,11231,0.3,1.0,linear
1232,650,11232,0.24,1.0,linear
1233,650,11233,0.2,1.0,linear
1234,650,11234,0.28,1.0,linear
1235,650,11235,0.36,1.0,linear
1236,650,11236,0.3,1.0,linear
1237,650,11237,0.36,1.0,linear
1238,650,11238,0.3,1.0,linear
1239,650,11239,0.36,1.0,linear
1240,650,11240,0.4,1.0,linear
1241,650,11241,0.44,1.0,linear
1242,650,11242,0.18,1.0,linear
1243,650,11243,0.38,1.0,linear
1244,650,11244,0.38,1.0,linear
1245,650,11245,0.38,1.0,linear
1246,650,11246,0.32,1.0,linear
1247,650,11247,0.32,1.0,linear
1248,650,11248,0.28,1.0,linear
1249,650,11249,0.32,1.0,linear
1250,650,11250,0.32,1.0,linear
1251,650,11251,0.34,1.0,linear
1252,650,11252,0.38,1.0,linear
1253,650,11253,0.32,1.0,linear
1254,650,11254,0.42,1.0,linear
1255,650,11255,0.28,1.0,linear
1256,650,11256,0.3,1.0,linear
1257,650,11257,0.36,1.0,linear
1258,650,11258,0.34,1.0,linear
1259,650,11259,0.44,1.0,linear
1260,650,11260,0.4,1.0,linear
1261,650,11261,0.24,1.0,linear
1262,650,11262,0.3,1.0,linear
1263,650,11263,0.34,1.0,linear
1264,650,11264,0.34,1.0,linear
1265,650,11265,0.48,1.0,linear
1266,650,11266,0.22,1.0,linear
1267,650,11267,0.26,1.0,linear
1268,650,11268,0.34,1.0,linear
1269,650,11269,0.26,1.0,linear
1270,650,11270,0.38,1.0,linear
1271,650,11271,0.3,1.0,linear
1272,650,11272,0.22,1.0,linear
1273,650,11273,0.28,1.0,linear
1274,650,11274,0.34,1.0,linear
1275,650,11275,0.3,1.0,linear
1276,650,11276,0.28,1.0,linear
1277,650,11277,0.28,1.0,linear
1278,650,11278,0.46,1.0,linear
1279,650,11279,0.42,0.98,linear
1280,650,11280,0.38,1.0,linear
1281,650,11281,0.36,1.0,linear
1282,650,11282,0.34,1.0,linear
1283,650,11283,0.34,1.0,linear
1284,650,11284,0.32,1.0,linear
1285,650,11285,0.3,1.0,linear
1286,650,11286,0.32,1.0,linear
1287,650,11287,0.36,1.0,linear
1288,650,11288,0.32,1.0,linear
1289,650,11289,0.28,1.0,linear
1290,650,11290,0.28,1.0,linear
1291,650,11291,0.26,1.0,linear
1292,650,11292,0.24,1.0,linear
1293,650,11293,0.34,1.0,linear
1294,650,11294,0.32,1.0,linear
1295,650,11295,0.26,1.0,linear
1296,650,11296,0.44,1.0,linear
1297,650,11297,0.38,1.0,linear
1298,650,11298,0.44,1.0,linear
1299,650,11299,0.3,0.98,linear
1300,700,11300,0.32,1.0,linear
1301,700,11301,0.28,0.98,linear
1302,700,11302,0.42,1.0,linear
1303,700,11303,0.36,1.0,linear
1304,700,11304,0.4,0.98,linear
1305,700,11305,0.3,1.0,linear
1306,700,11306,0.3,0.96,linear
1307,700,11307,0.36,1.0,linear
1308,700,11308,0.28,1.0,linear
1309,700,11309,0.4,1.0,linear
1310,700,11310,0.36,1.0,linear
1311,700,11311,0.34,1.0,linear
1312,700,11312,0.3,1.0,linear
1313,700,11313,0.4,0.98,linear
1314,700,11314,0.22,1.0,linear
1315,700,11315,0.38,1.0,linear
1316,700,11316,0.34,1.0,linear
1317,700,11317,0.32,0.98,linear
1318,700,11318,0.38,1.0,linear
1319,700,11319,0.28,1.0,linear
1320,700,11320,0.24,1.0,linear
1321,700,11321,0.44,1.0,linear
1322,700,11322,0.08,1.0,linear
1323,700,11323,0.42,1.0,linear
1324,700,11324,0.4,1.0,linear
1325,700,11325,0.4,1.0,linear
1326,700,11326,0.36,1.0,linear
1327,700,11327,0.26,1.0,linear
1328,700,11328,0.24,1.0,linear
1329,700,11329,0.48,1.0,linear
1330,700,11330,0.36,1.0,linear
1331,700,11331,0.46,0.98,linear
1332,700,11332,0.34,1.0,linear
1333,700,11333,0.3,1.0,linear
1334,700,11334,0.36,0.98,linear
1335,700,11335,0.22,1.0,linear
1336,700,11336,0.38,1.0,linear
1337,700,11337,0.36,1.0,linear
1338,700,11338,0.3,1.0,linear
1339,700,11339,0.28,1.0,linear
1340,700,11340,0.26,1.0,linear
1341,700,11341,0.5,1.0,linear
1342,700,11342,0.42,1.0,linear
1343,700,11343,0.34,1.0,linear
1344,700,11344,0.34,1.0,linear
1345,700,11345,0.34,1.0,linear
1346,700,11346,0.46,1.0,linear
1347,700,11347,0.34,1.0,linear
1348,700,11348,0.34,0.98,linear
1349,700,11349,0.26,1.0,linear
1350,700,11350,0.38,1.0,linear
1351,700,11351,0.44,1.0,linear
1352,700,11352,0.36,1.0,linear
1353,700,11353,0.32,1.0,linear
1354,700,11354,0.3,1.0,linear
1355,700,11355,0.36,1.0,linear
1356,700,11356,0.32,1.0,linear
1357,700,11357,0.38,0.98,linear
1358,700,11358,0.28,1.0,linear
1359,700,11359,0.36,1.0,linear
1360,700,11360,0.38,1.0,linear
1361,700,11361,0.3,1.0,linear
1362,700,11362,0.3,1.0,linear
1363,700,11363,0.36,1.0,linear
1364,700,11364,0.38,1.0,linear
1365,700,11365,0.2,1.0,linear
1366,700,11366,0.44,0.98,linear
1367,700,11367,0.44,1.0,linear
1368,700,11368,0.38,1.0,linear
1369,700,11369,0.3,1.0,linear
1370,700,11370,0.32,0.98,linear
1371,700,11371,0.34,0.98,linear
1372,700,11372,0.4,0.98,linear
1373,700,11373,0.32,1.0,linear
1374,700,11374,0.4,1.0,linear
1375,700,11375,0.26,1.0,linear
1376,700,11376,0.4,1.0,linear
1377,700,11377,0.32,1.0,linear
1378,700,11378,0.36,1.0,linear
1379,700,11379,0.34,0.98,linear
1380,700,11380,0.32,1.0,linear
1381,700,11381,0.38,1.0,linear
1382,700,11382,0.36,1.0,linear
1383,700,11383,0.38,0.98,linear
1384,700,11384,0.28,1.0,linear
1385,700,11385,0.32,1.0,linear
1386,700,11386,0.3,1.0,linear
1387,700,11387,0.42,1.0,linear
1388,700,11388,0.36,1.0,linear
1389,700,11389,0.24,1.0,linear
1390,700,11390,0.44,1.0,linear
1391,700,11391,0.36,1.0,linear
1392,700,11392,0.28,1.0,linear
1393,700,11393,0.38,1.0,linear
1394,700,11394,0.32,1.0,linear
1395,700,11395,0.28,1.0,linear
1396,700,11396,0.22,1.0,linear
1397,700,11397,0.44,1.0,linear
1398,700,11398,0.42,1.0,linear
1399,700,11399,0.44,1.0,linear
1400,750,11400,0.38,1.0,linear
1401,750,11401,0.38,1.0,linear
1402,750,11402,0.42,1.0,linear
1403,750,11403,0.48,1.0,linear
1404,750,11404,0.4,1.0,linear
1405,750,11405,0.34,1.0,linear
1406,750,11406,0.28,1.0,linear
1407,750,11407,0.36,1.0,linear
1408,750,11408,0.3,1.0,linear
1409,750,11409,0.44,1.0,linear
1410,750,11410,0.28,1.0,linear
1411,750,11411,0.32,1.0,linear
1412,750,11412,0.26,1.0,linear
1413,750,11413,0.36,1.0,linear
1414,750,11414,0.42,1.0,linear
1415,750,11415,0.5,1.0,linear
1416,750,11416,0.3,1.0,linear
1417,750,11417,0.32,1.0,linear
1418,750,11418,0.44,1.0,linear
1419,750,11419,0.48,1.0,linear
1420,750,11420,0.34,1.0,linear
1421,750,11421,0.32,0.98,linear
1422,750,11422,0.36,1.0,linear
1423,750,11423,0.44,1.0,linear
1424,750,11424,0.44,1.0,linear
1425,750,11425,0.4,1.0,linear
1426,750,11426,0.5,1.0,linear
1427,750,11427,0.4,1.0,linear
1428,750,11428,0.44,1.0,linear
1429,750,11429,0.34,1.0,linear
1430,750,11430,0.42,1.0,linear
1431,750,11431,0.36,1.0,linear
1432,750,11432,0.26,1.0,linear
1433,750,11433,0.44,1.0,linear
1434,750,11434,0.32,1.0,linear
1435,750,11435,0.4,1.0,linear
1436,750,11436,0.4,1.0,linear
1437,750,11437,0.4,1.0,linear
1438,750,11438,0.32,1.0,linear
1439,750,11439,0.46,1.0,linear
1440,750,11440,0.4,1.0,linear
1441,750,11441,0.38,1.0,linear
1442,750,11442,0.32,1.0,linear
1443,750,11443,0.32,1.0,linear
1444,750,11444,0.38,1.0,linear
1445,750,11445,0.3,0.98,linear
1446,750,11446,0.36,1.0,linear
1447,750,11447,0.4,1.0,linear
1448,750,11448,0.36,1.0,linear
1449,750,11449,0.28,1.0,linear
1450,750,11450,0.28,1.0,linear
1451,750,11451,0.46,1.0,linear
1452,750,11452,0.26,1.0,linear
1453,750,11453,0.36,1.0,linear
1454,750,11454,0.24,1.0,linear
1455,750,11455,0.36,1.0,linear
1456,750,11456,0.28,1.0,linear
1457,750,11457,0.32,1.0,linear
1458,750,11458,0.28,1.0,linear
1459,750,11459,0.36,1.0,linear
1460,750,11460,0.42,1.0,linear
1461,750,11461,0.32,1.0,linear
1462,750,11462,0.34,1.0,linear
1463,750,11463,0.38,1.0,linear
1464,750,11464,0.34,1.0,linear
1465,750,11465,0.32,1.0,linear
1466,750,11466,0.36,1.0,linear
1467,750,11467,0.34,1.0,linear
1468,750,11468,0.5,1.0,linear
1469,750,11469,0.28,0.98,linear
1470,750,11470,0.38,1.0,linear
1471,750,11471,0.24,1.0,linear
1472,750,11472,0.48,1.0,linear
1473,750,11473,0.32,1.0,linear
1474,750,11474,0.26,1.0,linear
1475,750,11475,0.32,1.0,linear
1476,750,11476,0.4,1.0,linear
1477,750,11477,0.36,1.0,linear
1478,750,11478,0.4,1.0,linear
1479,750,11479,0.38,1.0,linear
1480,750,11480,0.36,1.0,linear
1481,750,11481,0.4,1.0,linear
1482,750,11482,0.44,1.0,linear
1483,750,11483,0.32,1.0,linear
1484,750,11484,0.3,1.0,linear
1485,750,11485,0.44,1.0,linear
1486,750,11486,0.3,1.0,linear
1487,750,11487,0.38,1.0,linear
1488,750,11488,0.34,1.0,linear
1489,750,11489,0.48,1.0,linear
1490,750,11490,0.38,1.0,linear
1491,750,11491,0.3,1.0,linear
1492,750,11492,0.34,0.98,linear
1493,750,11493,0.4,1.0,linear
1494,750,11494,0.44,1.0,linear
1495,750,11495,0.34,0.98,linear
1496,750,11496,0.28,1.0,linear
1497,750,11497,0.16,1.0,linear
1498,750,11498,0.38,0.98,linear
1499,750,11499,0.34,1.0,linear
1500,800,11500,0.44,1.0,linear
1501,800,11501,0.36,1.0,linear
1502,800,11502,0.24,1.0,linear
1503,800,11503,0.54,1.0,linear
1504,800,11504,0.36,1.0,linear
1505,800,11505,0.34,1.0,linear
1506,800,11506,0.38,1.0,linear
1507,800,11507,0.4,1.0,linear
1508,800,11508,0.3,1.0,linear
1509,800,11509,0.28,1.0,linear
1510,800,11510,0.44,1.0,linear
1511,800,11511,0.36,1.0,linear
1512,800,11512,0.5,1.0,linear
1513,800,11513,0.38,1.0,linear
1514,800,11514,0.32,1.0,linear
1515,800,11515,0.34,1.0,linear
1516,800,11516,0.36,1.0,linear
1517,800,11517,0.38,1.0,linear
