,n,seed,IHT_accuracy,IHT_cv_accuracy,model
1518,800,11518,0.36,1.0,linear
1519,800,11519,0.42,1.0,linear
1520,800,11520,0.32,1.0,linear
1521,800,11521,0.52,1.0,linear
1522,800,11522,0.32,1.0,linear
1523,800,11523,0.38,1.0,linear
1524,800,11524,0.36,1.0,linear
1525,800,11525,0.34,1.0,linear
1526,800,11526,0.4,1.0,linear
1527,800,11527,0.4,1.0,linear
1528,800,11528,0.34,1.0,linear
1529,800,11529,0.32,1.0,linear
1530,800,11530,0.24,1.0,linear
1531,800,11531,0.38,1.0,linear
1532,800,11532,0.34,1.0,linear
1533,800,11533,0.36,1.0,linear
1534,800,11534,0.38,1.0,linear
1535,800,11535,0.28,1.0,linear
1536,800,11536,0.44,1.0,linear
1537,800,11537,0.4,1.0,linear
1538,800,11538,0.34,1.0,linear
1539,800,11539,0.44,1.0,linear
1540,800,11540,0.38,1.0,linear
1541,800,11541,0.34,1.0,linear
1542,800,11542,0.38,1.0,linear
1543,800,11543,0.38,1.0,linear
1544,800,11544,0.42,1.0,linear
1545,800,11545,0.42,1.0,linear
1546,800,11546,0.4,1.0,linear
1547,800,11547,0.4,1.0,linear
1548,800,11548,0.64,1.0,linear
1549,800,11549,0.3,1.0,linear
1550,800,11550,0.32,1.0,linear
1551,800,11551,0.34,1.0,linear
1552,800,11552,0.32,1.0,linear
1553,800,11553,0.44,1.0,linear
1554,800,11554,0.22,0.98,linear
1555,800,11555,0.46,1.0,linear
1556,800,11556,0.52,1.0,linear
1557,800,11557,0.36,1.0,linear
1558,800,11558,0.44,1.0,linear
1559,800,11559,0.4,1.0,linear
1560,800,11560,0.32,1.0,linear
1561,800,11561,0.44,1.0,linear
1562,800,11562,0.26,1.0,linear
1563,800,11563,0.46,1.0,linear
1564,800,11564,0.32,1.0,linear
1565,800,11565,0.34,1.0,linear
1566,800,11566,0.38,1.0,linear
1567,800,11567,0.32,1.0,linear
1568,800,11568,0.42,1.0,linear
1569,800,11569,0.32,0.98,linear
1570,800,11570,0.28,1.0,linear
1571,800,11571,0.42,1.0,linear
1572,800,11572,0.42,1.0,linear
1573,800,11573,0.34,1.0,linear
1574,800,11574,0.36,1.0,linear
1575,800,11575,0.4,1.0,linear
1576,800,11576,0.4,1.0,linear
1577,800,11577,0.56,1.0,linear
1578,800,11578,0.4,1.0,linear
1579,800,11579,0.44,1.0,linear
1580,800,11580,0.3,1.0,linear
1581,800,11581,0.4,1.0,linear
1582,800,11582,0.34,1.0,linear
1583,800,11583,0.42,1.0,linear
1584,800,11584,0.34,1.0,linear
1585,800,11585,0.38,1.0,linear
1586,800,11586,0.4,1.0,linear
1587,800,11587,0.3,1.0,linear
1588,800,11588,0.4,1.0,linear
1589,800,11589,0.42,1.0,linear
1590,800,11590,0.28,1.0,linear
1591,800,11591,0.48,1.0,linear
1592,800,11592,0.44,1.0,linear
1593,800,11593,0.22,1.0,linear
1594,800,11594,0.38,1.0,linear
1595,800,11595,0.44,1.0,linear
1596,800,11596,0.58,1.0,linear
1597,800,11597,0.46,1.0,linear
1598,800,11598,0.28,1.0,linear
1599,800,11599,0.36,1.0,linear
1600,850,11600,0.32,1.0,linear
1601,850,11601,0.4,1.0,linear
1602,850,11602,0.42,1.0,linear
1603,850,11603,0.42,1.0,linear
1604,850,11604,0.44,1.0,linear
1605,850,11605,0.38,1.0,linear
1606,850,11606,0.38,1.0,linear
1607,850,11607,0.34,1.0,linear
1608,850,11608,0.34,1.0,linear
1609,850,11609,0.36,1.0,linear
1610,850,11610,0.4,1.0,linear
1611,850,11611,0.46,1.0,linear
1612,850,11612,0.36,1.0,linear
1613,850,11613,0.4,1.0,linear
1614,850,11614,0.34,1.0,linear
1615,850,11615,0.38,1.0,linear
1616,850,11616,0.44,1.0,linear
1617,850,11617,0.36,1.0,linear
1618,850,11618,0.48,1.0,linear
1619,850,11619,0.32,1.0,linear
1620,850,11620,0.28,1.0,linear
1621,850,11621,0.26,1.0,linear
1622,850,11622,0.4,1.0,linear
1623,850,11623,0.36,1.0,linear
1624,850,11624,0.52,1.0,linear
1625,850,11625,0.4,1.0,linear
1626,850,11626,0.46,1.0,linear
1627,850,11627,0.46,1.0,linear
1628,850,11628,0.34,1.0,linear
1629,850,11629,0.34,1.0,linear
1630,850,11630,0.32,1.0,linear
1631,850,11631,0.36,1.0,linear
1632,850,11632,0.4,1.0,linear
1633,850,11633,0.34,1.0,linear
1634,850,11634,0.44,1.0,linear
1635,850,11635,0.36,1.0,linear
1636,850,11636,0.44,1.0,linear
1637,850,11637,0.38,1.0,linear
1638,850,11638,0.38,1.0,linear
1639,850,11639,0.42,1.0,linear
1640,850,11640,0.34,1.0,linear
1641,850,11641,0.36,1.0,linear
1642,850,11642,0.38,1.0,linear
1643,850,11643,0.36,1.0,linear
1644,850,11644,0.32,1.0,linear
1645,850,11645,0.34,1.0,linear
1646,850,11646,0.44,1.0,linear
1647,850,11647,0.36,1.0,linear
1648,850,11648,0.32,1.0,linear
1649,850,11649,0.42,1.0,linear
1650,850,11650,0.4,1.0,linear
1651,850,11651,0.34,1.0,linear
1652,850,11652,0.32,1.0,linear
1653,850,11653,0.32,1.0,linear
1654,850,11654,0.4,1.0,linear
1655,850,11655,0.46,1.0,linear
1656,850,11656,0.46,1.0,linear
1657,850,11657,0.34,1.0,linear
1658,850,11658,0.46,1.0,linear
1659,850,11659,0.36,1.0,linear
1660,850,11660,0.34,1.0,linear
1661,850,11661,0.5,1.0,linear
1662,850,11662,0.34,1.0,linear
1663,850,11663,0.36,1.0,linear
1664,850,11664,0.36,1.0,linear
1665,850,11665,0.26,1.0,linear
1666,850,11666,0.44,1.0,linear
1667,850,11667,0.36,1.0,linear
1668,850,11668,0.34,1.0,linear
1669,850,11669,0.38,1.0,linear
1670,850,11670,0.32,1.0,linear
1671,850,11671,0.34,1.0,linear
1672,850,11672,0.42,1.0,linear
1673,850,11673,0.34,1.0,linear
1674,850,11674,0.38,1.0,linear
1675,850,11675,0.44,1.0,linear
1676,850,11676,0.4,1.0,linear
1677,850,11677,0.26,1.0,linear
1678,850,11678,0.38,1.0,linear
1679,850,11679,0.46,1.0,linear
1680,850,11680,0.48,1.0,linear
1681,850,11681,0.42,1.0,linear
1682,850,11682,0.28,1.0,linear
1683,850,11683,0.28,1.0,linear
1684,850,11684,0.34,1.0,linear
1685,850,11685,0.4,1.0,linear
1686,850,11686,0.36,1.0,linear
1687,850,11687,0.38,1.0,linear
1688,850,11688,0.32,1.0,linear
1689,850,11689,0.58,1.0,linear
1690,850,11690,0.42,1.0,linear
1691,850,11691,0.34,1.0,linear
1692,850,11692,0.44,1.0,linear
1693,850,11693,0.32,1.0,linear
1694,850,11694,0.28,1.0,linear
1695,850,11695,0.44,1.0,linear
1696,850,11696,0.28,1.0,linear
1697,850,11697,0.36,1.0,linear
1698,850,11698,0.34,1.0,linear
1699,850,11699,0.36,1.0,linear
1700,900,11700,0.44,1.0,linear
1701,900,11701,0.44,1.0,linear
1702,900,11702,0.3,1.0,linear
1703,900,11703,0.38,1.0,linear
1704,900,11704,0.52,1.0,linear
1705,900,11705,0.44,1.0,linear
1706,900,11706,0.34,1.0,linear
1707,900,11707,0.42,1.0,linear
1708,900,11708,0.42,1.0,linear
1709,900,11709,0.68,1.0,linear
1710,900,11710,0.48,1.0,linear
1711,900,11711,0.4,1.0,linear
1712,900,11712,0.36,1.0,linear
1713,900,11713,0.48,1.0,linear
1714,900,11714,0.36,1.0,linear
1715,900,11715,0.36,1.0,linear
1716,900,11716,0.38,1.0,linear
1717,900,11717,0.4,1.0,linear
1718,900,11718,0.28,1.0,linear
1719,900,11719,0.5,1.0,linear
1720,900,11720,0.38,1.0,linear
1721,900,11721,0.3,1.0,linear
1722,900,11722,0.4,1.0,linear
1723,900,11723,0.5,1.0,linear
1724,900,11724,0.4,1.0,linear
1725,900,11725,0.46,1.0,linear
1726,900,11726,0.38,1.0,linear
1727,900,11727,0.44,1.0,linear
1728,900,11728,0.44,1.0,linear
1729,900,11729,0.42,1.0,linear
1730,900,11730,0.4,1.0,linear
1731,900,11731,0.46,1.0,linear
1732,900,11732,0.4,1.0,linear
1733,900,11733,0.46,1.0,linear
1734,900,11734,0.3,1.0,linear
1735,900,11735,0.44,1.0,linear
1736,900,11736,0.4,1.0,linear
1737,900,11737,0.38,1.0,linear
1738,900,11738,0.38,1.0,linear
1739,900,11739,0.4,1.0,linear
1740,900,11740,0.3,1.0,linear
1741,900,11741,0.36,1.0,linear
1742,900,11742,0.4,1.0,linear
1743,900,11743,0.44,1.0,linear
1744,900,11744,0.44,1.0,linear
1745,900,11745,0.3,1.0,linear
1746,900,11746,0.56,1.0,linear
1747,900,11747,0.48,1.0,linear
1748,900,11748,0.38,1.0,linear
1749,900,11749,0.32,1.0,linear
1750,900,11750,0.52,1.0,linear
1751,900,11751,0.32,1.0,linear
1752,900,11752,0.54,1.0,linear
1753,900,11753,0.44,1.0,linear
1754,900,11754,0.38,1.0,linear
1755,900,11755,0.36,1.0,linear
1756,900,11756,0.46,1.0,linear
1757,900,11757,0.32,1.0,linear
1758,900,11758,0.34,1.0,linear
1759,900,11759,0.48,1.0,linear
1760,900,11760,0.44,1.0,linear
1761,900,11761,0.36,1.0,linear
1762,900,11762,0.48,1.0,linear
1763,900,11763,0.66,1.0,linear
1764,900,11764,0.52,1.0,linear
1765,900,11765,0.28,1.0,linear
1766,900,11766,0.44,1.0,linear
1767,900,11767,0.36,1.0,linear
1768,900,11768,0.4,1.0,linear
1769,900,11769,0.6,1.0,linear
1770,900,11770,0.36,1.0,linear
1771,900,11771,0.26,1.0,linear
1772,900,11772,0.28,1.0,linear
1773,900,11773,0.26,1.0,linear
1774,900,11774,0.44,1.0,linear
1775,900,11775,0.46,1.0,linear
1776,900,11776,0.32,1.0,linear
1777,900,11777,0.38,1.0,linear
1778,900,11778,0.42,1.0,linear
1779,900,11779,0.44,1.0,linear
1780,900,11780,0.36,1.0,linear
1781,900,11781,0.36,1.0,linear
1782,900,11782,0.28,1.0,linear
1783,900,11783,0.42,1.0,linear
1784,900,11784,0.38,1.0,linear
1785,900,11785,0.38,1.0,linear
1786,900,11786,0.5,1.0,linear
1787,900,11787,0.46,1.0,linear
1788,900,11788,0.52,1.0,linear
1789,900,11789,0.54,1.0,linear
1790,900,11790,0.36,1.0,linear
1791,900,11791,0.46,1.0,linear
1792,900,11792,0.26,1.0,linear
1793,900,11793,0.42,1.0,linear
1794,900,11794,0.36,1.0,linear
1795,900,11795,0.38,1.0,linear
1796,900,11796,0.54,1.0,linear
1797,900,11797,0.42,1.0,linear
1798,900,11798,0.5,1.0,linear
1799,900,11799,0.52,1.0,linear
1800,950,11800,0.34,1.0,linear
1801,950,11801,0.4,1.0,linear
1802,950,11802,0.36,1.0,linear
1803,950,11803,0.4,1.0,linear
1804,950,11804,0.3,1.0,linear
1805,950,11805,0.4,1.0,linear
1806,950,11806,0.4,1.0,linear
1807,950,11807,0.48,1.0,linear
1808,950,11808,0.4,1.0,linear
1809,950,11809,0.3,1.0,linear
1810,950,11810,0.46,1.0,linear
1811,950,11811,0.22,1.0,linear
1812,950,11812,0.34,1.0,linear
1813,950,11813,0.4,1.0,linear
1814,950,11814,0.44,1.0,linear
1815,950,11815,0.32,1.0,linear
1816,950,11816,0.38,1.0,linear
1817,950,11817,0.52,1.0,linear
1818,950,11818,0.46,1.0,linear
1819,950,11819,0.38,1.0,linear
1820,950,11820,0.38,1.0,linear
1821,950,11821,0.28,1.0,linear
1822,950,11822,0.4,1.0,linear
1823,950,11823,0.56,1.0,linear
1824,950,11824,0.4,1.0,linear
1825,950,11825,0.48,1.0,linear
1826,950,11826,0.44,1.0,linear
1827,950,11827,0.36,1.0,linear
1828,950,11828,0.38,1.0,linear
1829,950,11829,0.32,1.0,linear
1830,950,11830,0.4,1.0,linear
1831,950,11831,0.36,1.0,linear
1832,950,11832,0.38,1.0,linear
1833,950,11833,0.44,1.0,linear
1834,950,11834,0.38,1.0,linear
1835,950,11835,0.34,1.0,linear
1836,950,11836,0.38,1.0,linear
1837,950,11837,0.52,1.0,linear
1838,950,11838,0.38,1.0,linear
1839,950,11839,0.4,1.0,linear
1840,950,11840,0.3,1.0,linear
1841,950,11841,0.38,1.0,linear
1842,950,11842,0.4,1.0,linear
1843,950,11843,0.44,1.0,linear
1844,950,11844,0.44,1.0,linear
1845,950,11845,0.4,1.0,linear
1846,950,11846,0.46,1.0,linear
1847,950,11847,0.4,1.0,linear
1848,950,11848,0.44,1.0,linear
1849,950,11849,0.4,1.0,linear
1850,950,11850,0.4,1.0,linear
1851,950,11851,0.66,1.0,linear
1852,950,11852,0.5,1.0,linear
1853,950,11853,0.4,1.0,linear
1854,950,11854,0.46,1.0,linear
1855,950,11855,0.46,1.0,linear
1856,950,11856,0.38,1.0,linear
1857,950,11857,0.34,1.0,linear
1858,950,11858,0.46,1.0,linear
1859,950,11859,0.46,1.0,linear
1860,950,11860,0.42,1.0,linear
1861,950,11861,0.32,1.0,linear
1862,950,11862,0.3,1.0,linear
1863,950,11863,0.4,1.0,linear
1864,950,11864,0.42,1.0,linear
1865,950,11865,0.54,1.0,linear
1866,950,11866,0.36,1.0,linear
1867,950,11867,0.44,1.0,linear
1868,950,11868,0.36,1.0,linear
1869,950,11869,0.44,1.0,linear
1870,950,11870,0.48,1.0,linear
1871,950,11871,0.5,1.0,linear
1872,950,11872,0.32,1.0,linear
1873,950,11873,0.42,1.0,linear
1874,950,11874,0.34,1.0,linear
1875,950,11875,0.3,1.0,linear
1876,950,11876,0.28,1.0,linear
1877,950,11877,0.3,1.0,linear
1878,950,11878,0.32,1.0,linear
1879,950,11879,0.42,1.0,linear
1880,950,11880,0.38,1.0,linear
1881,950,11881,0.44,1.0,linear
1882,950,11882,0.5,1.0,linear
1883,950,11883,0.36,1.0,linear
1884,950,11884,0.42,1.0,linear
1885,950,11885,0.34,1.0,linear
1886,950,11886,0.32,1.0,linear
1887,950,11887,0.32,1.0,linear
1888,950,11888,0.4,1.0,linear
1889,950,11889,0.36,1.0,linear
1890,950,11890,0.28,1.0,linear
1891,950,11891,0.38,1.0,linear
1892,950,11892,0.38,1.0,linear
1893,950,11893,0.38,1.0,linear
1894,950,11894,0.42,1.0,linear
1895,950,11895,0.48,1.0,linear
1896,950,11896,0.44,1.0,linear
1897,950,11897,0.52,1.0,linear
1898,950,11898,0.32,1.0,linear
1899,950,11899,0.46,1.0,linear
1900,1000,11900,0.56,1.0,linear
1901,1000,11901,0.52,1.0,linear
1902,1000,11902,0.68,1.0,linear
1903,1000,11903,0.36,1.0,linear
1904,1000,11904,0.36,1.0,linear
1905,1000,11905,0.54,1.0,linear
1906,1000,11906,0.52,1.0,linear
1907,1000,11907,0.48,1.0,linear
1908,1000,11908,0.46,1.0,linear
1909,1000,11909,0.54,1.0,linear
1910,1000,11910,0.36,1.0,linear
1911,1000,11911,0.4,1.0,linear
1912,1000,11912,0.38,1.0,linear
1913,1000,11913,0.54,1.0,linear
1914,1000,11914,0.4,1.0,linear
1915,1000,11915,0.52,1.0,linear
1916,1000,11916,0.46,1.0,linear
1917,1000,11917,0.46,1.0,linear
1918,1000,11918,0.44,1.0,linear
1919,1000,11919,0.46,1.0,linear
1920,1000,11920,0.48,1.0,linear
1921,1000,11921,0.38,1.0,linear
1922,1000,11922,0.42,1.0,linear
1923,1000,11923,0.54,1.0,linear
1924,1000,11924,0.3,1.0,linear
1925,1000,11925,0.4,1.0,linear
1926,1000,11926,0.3,1.0,linear
1927,1000,11927,0.32,1.0,linear
1928,1000,11928,0.38,1.0,linear
1929,1000,11929,0.4,1.0,linear
1930,1000,11930,0.34,1.0,linear
1931,1000,11931,0.32,1.0,linear
1932,1000,11932,0.52,1.0,linear
1933,1000,11933,0.34,1.0,linear
1934,1000,11934,0.52,1.0,linear
1935,1000,11935,0.44,1.0,linear
1936,1000,11936,0.46,1.0,linear
1937,1000,11937,0.54,1.0,linear
1938,1000,11938,0.32,1.0,linear
1939,1000,11939,0.24,1.0,linear
1940,1000,11940,0.38,1.0,linear
1941,1000,11941,0.4,1.0,linear
1942,1000,11942,0.42,1.0,linear
1943,1000,11943,0.52,1.0,linear
1944,1000,11944,0.32,1.0,linear
1945,1000,11945,0.34,1.0,linear
1946,1000,11946,0.36,1.0,linear
1947,1000,11947,0.4,1.0,linear
1948,1000,11948,0.4,1.0,linear
1949,1000,11949,0.32,1.0,linear
1950,1000,11950,0.32,1.0,linear
1951,1000,11951,0.36,1.0,linear
1952,1000,11952,0.4,1.0,linear
1953,1000,11953,0.32,1.0,linear
1954,1000,11954,0.4,1.0,linear
1955,1000,11955,0.46,1.0,linear
1956,1000,11956,0.34,1.0,linear
1957,1000,11957,0.44,1.0,linear
1958,1000,11958,0.34,1.0,linear
1959,1000,11959,0.36,1.0,linear
1960,1000,11960,0.46,1.0,linear
1961,1000,11961,0.34,1.0,linear
1962,1000,11962,0.42,1.0,linear
1963,1000,11963,0.46,1.0,linear
1964,1000,11964,0.56,1.0,linear
1965,1000,11965,0.42,1.0,linear
1966,1000,11966,0.38,1.0,linear
1967,1000,11967,0.4,1.0,linear
1968,1000,11968,0.52,1.0,linear
1969,1000,11969,0.58,1.0,linear
1970,1000,11970,0.44,1.0,linear
1971,1000,11971,0.4,1.0,linear
1972,1000,11972,0.46,1.0,linear
1973,1000,11973,0.44,1.0,linear
1974,1000,11974,0.52,1.0,linear
1975,1000,11975,0.34,1.0,linear
1976,1000,11976,0.48,1.0,linear
1977,1000,11977,0.5,1.0,linear
1978,1000,11978,0.44,1.0,linear
1979,1000,11979,0.44,1.0,linear
1980,1000,11980,0.38,1.0,linear
1981,1000,11981,0.4,1.0,linear
1982,1000,11982,0.44,1.0,linear
1983,1000,11983,0.38,1.0,linear
1984,1000,11984,0.36,1.0,linear
1985,1000,11985,0.54,1.0,linear
1986,1000,11986,0.4,1.0,linear
1987,1000,11987,0.42,1.0,linear
1988,1000,11988,0.42,1.0,linear
1989,1000,11989,0.46,1.0,linear
1990,1000,11990,0.5,1.0,linear
1991,1000,11991,0.42,1.0,linear
1992,1000,11992,0.5,1.0,linear
1993,1000,11993,0.38,1.0,linear
1994,1000,11994,0.4,1.0,linear
1995,1000,11995,0.34,1.0,linear
1996,1000,11996,0.48,1.0,linear
1997,1000,11997,0.46,1.0,linear
1998,1000,11998,0.4,1.0,linear
1999,1000,11999,0.42,1.0,linear
2000,50,1,0.18,0.18,linear
2001,50,2,0.18,0.18,linear
2002,50,3,0.2,0.18,linear
2003,50,4,0.16,0.14,linear
2004,50,5,0.28,0.28,linear
2005,50,6,0.28,0.26,linear
2006,50,7,0.2,0.18,linear
2007,50,8,0.18,0.18,linear
2008,50,9,0.24,0.22,linear
2009,50,10,0.26,0.26,linear
2010,50,11,0.14,0.12,linear
2011,50,12,0.16,0.16,linear
2012,50,13,0.18,0.18,linear
2013,50,14,0.16,0.16,linear
2014,50,15,0.26,0.28,linear
2015,50,16,0.26,0.2,linear
2016,50,17,0.2,0.22,linear
2017,50,18,0.24,0.24,linear
2018,50,19,0.2,0.2,linear
2019,50,20,0.18,0.18,linear
