{'n': 100, 'seed': 1041, 'SCOPE_accuracy': 0.22, 'SCOPE_time': 0.5385830402374268, 'GraHTP_accuracy': 0.22, 'GraHTP_time': 0.20955824851989746, 'GraHTP_cv_accuracy': 0.22, 'GraHTP_best_step_size': 0.0001, 'GraHTP_cv_time': 3.0990867614746094, 'GraSP_accuracy': 0.16, 'GraSP_time': 3.234332323074341}
{'n': 400, 'seed': 1321, 'SCOPE_accuracy': 0.68, 'SCOPE_time': 3.299072742462158, 'GraHTP_accuracy': 0.58, 'GraHTP_time': 0.03551292419433594, 'GraHTP_cv_accuracy': 0.62, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 0.6599421501159668, 'GraSP_accuracy': 0.62, 'GraSP_time': 0.26355957984924316}
{'n': 400, 'seed': 1300, 'SCOPE_accuracy': 0.56, 'SCOPE_time': 0.9902174472808838, 'GraHTP_accuracy': 0.48, 'GraHTP_time': 0.01664257049560547, 'GraHTP_cv_accuracy': 0.54, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 2.9052646160125732, 'GraSP_accuracy': 0.5, 'GraSP_time': 3.0367517471313477}
{'n': 400, 'seed': 1380, 'SCOPE_accuracy': 0.7, 'SCOPE_time': 10.271506547927856, 'GraHTP_accuracy': 0.6, 'GraHTP_time': 0.0321049690246582, 'GraHTP_cv_accuracy': 0.62, 'GraHTP_best_step_size': 0.003593813663804626, 'GraHTP_cv_time': 0.8167848587036133, 'GraSP_accuracy': 0.68, 'GraSP_time': 2.0575058460235596}
{'n': 100, 'seed': 1050, 'SCOPE_accuracy': 0.24, 'SCOPE_time': 1.3014230728149414, 'GraHTP_accuracy': 0.24, 'GraHTP_time': 0.8764047622680664, 'GraHTP_cv_accuracy': 0.24, 'GraHTP_best_step_size': 0.002154434690031882, 'GraHTP_cv_time': 5.155102491378784, 'GraSP_accuracy': 0.32, 'GraSP_time': 4.127441883087158}
{'n': 300, 'seed': 1281, 'SCOPE_accuracy': 0.5, 'SCOPE_time': 0.8671247959136963, 'GraHTP_accuracy': 0.42, 'GraHTP_time': 0.016489744186401367, 'GraHTP_cv_accuracy': 0.44, 'GraHTP_best_step_size': 0.003593813663804626, 'GraHTP_cv_time': 0.3927180767059326, 'GraSP_accuracy': 0.4, 'GraSP_time': 0.3377504348754883}
{'n': 200, 'seed': 1131, 'SCOPE_accuracy': 0.36, 'SCOPE_time': 2.2760987281799316, 'GraHTP_accuracy': 0.38, 'GraHTP_time': 0.01880168914794922, 'GraHTP_cv_accuracy': 0.4, 'GraHTP_best_step_size': 0.01, 'GraHTP_cv_time': 0.6951074600219727, 'GraSP_accuracy': 0.24, 'GraSP_time': 0.4443821907043457}
{'n': 300, 'seed': 1230, 'SCOPE_accuracy': 0.42, 'SCOPE_time': 7.732145309448242, 'GraHTP_accuracy': 0.4, 'GraHTP_time': 0.12050819396972656, 'GraHTP_cv_accuracy': 0.4, 'GraHTP_best_step_size': 0.00046415888336127773, 'GraHTP_cv_time': 4.228588581085205, 'GraSP_accuracy': 0.42, 'GraSP_time': 2.9311821460723877}
{'n': 400, 'seed': 1310, 'SCOPE_accuracy': 0.66, 'SCOPE_time': 8.54202651977539, 'GraHTP_accuracy': 0.56, 'GraHTP_time': 0.014667510986328125, 'GraHTP_cv_accuracy': 0.68, 'GraHTP_best_step_size': 0.005994842503189409, 'GraHTP_cv_time': 1.587242841720581, 'GraSP_accuracy': 0.4, 'GraSP_time': 0.3396453857421875}
{'n': 100, 'seed': 1060, 'SCOPE_accuracy': 0.28, 'SCOPE_time': 0.3713541030883789, 'GraHTP_accuracy': 0.28, 'GraHTP_time': 0.18210434913635254, 'GraHTP_cv_accuracy': 0.28, 'GraHTP_best_step_size': 0.001291549665014884, 'GraHTP_cv_time': 2.6938910484313965, 'GraSP_accuracy': 0.26, 'GraSP_time': 5.976975440979004}
