,n,seed,GraHTP_accuracy,GraHTP_time,GraHTP_cv_accuracy,GraHTP_cv_time,GraSP_accuracy,GraSP_time
575,350,812,0.52,2.341526985168457,0.6,34.723243713378906,0.34,42.32898306846619
576,50,57,0.22,1.4408786296844482,0.22,19.539080381393433,0.22,4.612165927886963
577,350,790,0.62,10.390871047973633,0.7,41.24324178695679,0.56,35.803349018096924
578,350,762,0.62,7.0103919506073,0.6,25.285603046417236,0.54,11.476307153701782
579,150,328,0.3,2.313744068145752,0.3,34.62621545791626,0.3,9.218053340911865
580,300,658,0.58,4.4710259437561035,0.6,67.02601838111877,0.5,24.985790491104126
581,50,117,0.18,4.1059393882751465,0.18,19.87538456916809,0.18,5.351777791976929
582,100,201,0.3,3.7315938472747803,0.3,30.986422300338745,0.32,2.951298713684082
583,350,791,0.54,0.8082144260406494,0.52,34.602906703948975,0.68,33.69901442527771
584,400,841,0.58,2.7973713874816895,0.6,72.37221026420593,0.44,35.06222128868103
585,350,813,0.58,11.956043004989624,0.6,37.90692901611328,0.54,20.157522916793823
586,100,172,0.34,0.8825545310974121,0.34,17.383910417556763,0.26,4.469709157943726
587,150,329,0.38,1.261404275894165,0.38,25.71170949935913,0.3,6.991597652435303
588,300,659,0.48,7.599715948104858,0.5,8.207632064819336,0.4,5.2799482345581055
589,100,235,0.24,2.0809743404388428,0.24,21.719472646713257,0.22,17.680197954177856
590,350,763,0.54,9.271855354309082,0.58,38.5009286403656,0.52,28.188839435577393
591,50,30,0.18,1.0993354320526123,0.18,21.88230323791504,0.16,4.982406377792358
592,50,118,0.16,1.359757900238037,0.16,23.39682173728943,0.16,5.682079792022705
593,400,842,0.58,0.08222484588623047,0.62,24.810741186141968,0.54,15.478180408477783
594,400,871,0.62,2.2333669662475586,0.64,55.02651572227478,0.54,11.242074728012085
595,50,58,0.18,1.9471220970153809,0.18,16.99469518661499,0.18,4.201612710952759
596,300,660,0.56,9.570173025131226,0.6,69.94280338287354,0.36,22.811233520507812
597,350,764,0.52,0.1664576530456543,0.58,70.31354665756226,0.5,19.46363592147827
598,150,356,0.36,6.3508501052856445,0.36,32.4494354724884,0.3,7.6779327392578125
599,350,814,0.6,0.4491286277770996,0.62,31.855647802352905,0.56,17.129364490509033
600,100,202,0.26,2.17132830619812,0.26,20.921002626419067,0.24,10.787257671356201
601,100,173,0.22,0.48595476150512695,0.22,20.122517585754395,0.24,2.8666141033172607
602,400,843,0.64,0.36160731315612793,0.64,8.027529239654541,0.62,9.726897954940796
603,350,765,0.52,2.2888262271881104,0.52,24.82284927368164,0.42,6.808346748352051
604,400,872,0.64,0.8850207328796387,0.68,21.327733755111694,0.56,24.697937488555908
605,350,815,0.66,1.4565672874450684,0.68,13.364417791366577,0.56,12.026850461959839
606,100,237,0.3,0.7811746597290039,0.3,8.769927740097046,0.18,5.450582265853882
607,400,844,0.54,1.1913394927978516,0.62,4.6272547245025635,0.56,1.495551347732544
608,400,901,0.54,0.12565326690673828,0.58,2.468703031539917,0.66,13.480615377426147
609,50,119,0.24,0.5579171180725098,0.24,6.876035928726196,0.24,2.962015390396118
610,50,59,0.2,0.4243624210357666,0.2,22.58682656288147,0.2,0.43151402473449707
611,350,816,0.6,0.7692759037017822,0.6,2.8143506050109863,0.58,6.138977289199829
612,400,873,0.66,1.6152563095092773,0.66,9.088974475860596,0.52,12.117931127548218
613,350,766,0.6,0.5135605335235596,0.62,6.62858247756958,0.6,5.446615695953369
614,350,817,0.56,4.777742624282837,0.54,9.525331735610962,0.38,13.219074249267578
615,100,203,0.2,6.068432092666626,0.2,40.879822731018066,0.2,15.502711057662964
616,100,174,0.24,3.7151129245758057,0.24,25.07766318321228,0.22,8.836364030838013
617,400,845,0.68,17.63278293609619,0.72,58.06085681915283,0.76,46.25588512420654
618,400,902,0.6,11.47202467918396,0.72,87.40174674987793,0.62,66.01181817054749
619,150,330,0.36,7.297515630722046,0.36,39.30427575111389,0.22,16.775862216949463
620,350,767,0.62,0.6786699295043945,0.64,87.07422113418579,0.48,43.18982982635498
621,50,120,0.14,1.3058505058288574,0.14,30.459648370742798,0.2,11.147223472595215
622,400,874,0.52,12.146175384521484,0.54,87.66386651992798,0.64,73.27546739578247
623,100,238,0.28,7.860020637512207,0.28,53.17027282714844,0.2,31.800812005996704
624,350,818,0.6,26.79524278640747,0.62,138.33285927772522,0.54,78.68638253211975
625,50,60,0.12,1.801053762435913,0.12,34.53529691696167,0.12,5.388574838638306
626,400,931,0.54,3.1285526752471924,0.64,183.7164661884308,0.54,51.8612265586853
627,400,846,0.66,0.9799141883850098,0.68,95.11824870109558,0.58,33.6494779586792
628,400,903,0.6,11.968307495117188,0.64,125.50736331939697,0.56,68.7397563457489
629,400,875,0.66,11.97979211807251,0.68,29.373862981796265,0.56,67.63353681564331
630,450,991,0.6,3.445376396179199,0.7,87.49128794670105,0.56,18.1334810256958
631,150,357,0.28,2.056609869003296,0.28,32.803568601608276,0.24,10.5332670211792
632,350,819,0.66,2.993577480316162,0.7,66.44370031356812,0.54,28.85210919380188
633,100,204,0.18,1.585017442703247,0.18,28.76653742790222,0.2,5.632596015930176
634,100,175,0.3,11.869361877441406,0.3,34.82708477973938,0.36,5.362438440322876
635,400,847,0.56,9.706562995910645,0.62,14.603354930877686,0.56,13.695017337799072
636,350,769,0.46,4.446268558502197,0.48,55.52915906906128,0.48,43.46778130531311
637,400,904,0.52,6.447567939758301,0.54,22.559959650039673,0.52,32.52251410484314
638,450,961,0.64,8.062867164611816,0.7,1.1968457698822021,0.62,33.20418167114258
639,400,876,0.64,14.622962474822998,0.64,251.13727021217346,0.5,72.85750341415405
640,150,358,0.4,1.211883306503296,0.4,54.21082425117493,0.28,19.673224925994873
641,100,239,0.28,3.645390033721924,0.28,32.522507429122925,0.22,34.34415054321289
642,350,770,0.52,15.172072887420654,0.56,50.85937857627869,0.5,51.3054780960083
643,450,992,0.66,15.514065980911255,0.72,60.273592472076416,0.66,22.987851858139038
644,400,905,0.56,2.4676055908203125,0.66,42.89546251296997,0.64,26.93280339241028
645,400,849,0.54,0.21103262901306152,0.6,5.714901924133301,0.56,2.3101491928100586
646,450,962,0.7,0.2033541202545166,0.74,6.986850738525391,0.72,1.6361820697784424
647,100,176,0.26,0.5110559463500977,0.26,4.564678430557251,0.2,0.6987438201904297
648,100,205,0.26,0.28667616844177246,0.26,4.056702613830566,0.28,1.0339901447296143
649,400,877,0.56,0.12183332443237305,0.64,2.080260753631592,0.52,2.073138475418091
650,400,906,0.62,0.6098806858062744,0.62,15.76557731628418,0.58,12.087839603424072
651,400,932,0.64,0.026784181594848633,0.66,0.2594871520996094,0.68,0.28827905654907227
652,450,993,0.6,0.04085111618041992,0.66,1.0952534675598145,0.64,1.2734944820404053
653,100,240,0.22,0.2568318843841553,0.22,5.537925481796265,0.2,1.2492647171020508
654,400,850,0.56,0.11788678169250488,0.6,1.43440842628479,0.48,0.45952725410461426
655,350,820,0.6,0.0212552547454834,0.58,0.6985421180725098,0.54,0.21759414672851562
656,400,878,0.6,0.11705565452575684,0.66,1.672724723815918,0.64,2.3463010787963867
657,450,963,0.58,2.600113868713379,0.62,22.339195489883423,0.68,9.636114597320557
658,400,933,0.62,0.04079914093017578,0.72,1.5935368537902832,0.7,2.3300037384033203
659,450,994,0.68,0.34398627281188965,0.72,3.9644064903259277,0.62,2.309173822402954
660,450,1021,0.56,9.686683177947998,0.62,45.892857789993286,0.56,43.23195791244507
661,350,772,0.52,6.198969125747681,0.58,30.330257415771484,0.58,21.411362648010254
662,400,907,0.62,6.0482871532440186,0.62,39.01403307914734,0.58,44.98863077163696
663,400,851,0.56,2.7630209922790527,0.58,42.01174449920654,0.64,6.0355544090271
664,450,964,0.76,13.997663736343384,0.8,76.26518559455872,0.72,33.762028217315674
665,100,177,0.32,1.3452353477478027,0.32,30.77849817276001,0.2,5.584775686264038
666,100,206,0.26,6.596634149551392,0.26,24.09402871131897,0.3,11.500621795654297
667,350,773,0.56,6.847177743911743,0.64,42.05917167663574,0.48,24.932406187057495
668,450,1022,0.68,14.700446844100952,0.74,209.04112434387207,0.72,22.238810300827026
669,400,934,0.6,30.875117540359497,0.6,57.604938983917236,0.58,25.721548318862915
670,400,852,0.56,2.6179280281066895,0.6,92.15316843986511,0.5,10.039305686950684
671,350,821,0.62,14.681469440460205,0.62,71.55819153785706,0.5,17.861976623535156
672,450,995,0.72,21.906418800354004,0.76,85.40121173858643,0.72,3.532855272293091
673,350,774,0.6,12.727902173995972,0.66,37.921908140182495,0.54,35.932015895843506
674,400,879,0.6,14.383079290390015,0.66,88.0076060295105,0.56,43.918224573135376
675,450,965,0.64,0.2254197597503662,0.72,78.97578048706055,0.66,19.062846422195435
676,150,360,0.4,5.725029230117798,0.4,32.20205569267273,0.32,10.14788556098938
677,350,822,0.6,0.741135835647583,0.62,57.65724444389343,0.56,22.575684070587158
678,400,935,0.52,4.292094707489014,0.58,48.39564394950867,0.48,47.11524796485901
679,450,996,0.62,3.7739505767822266,0.74,29.157728910446167,0.68,22.844090461730957
680,400,880,0.6,32.297120332717896,0.6,54.92704153060913,0.56,19.638581037521362
681,450,1023,0.62,0.13952302932739258,0.7,34.508580923080444,0.68,6.8876988887786865
682,350,775,0.64,85.33182191848755,0.64,307.96497988700867,0.5,29.569544792175293
683,400,908,0.64,5.717321872711182,0.7,108.18711280822754,0.66,36.99703407287598
684,100,178,0.24,3.990372657775879,0.24,31.519432067871094,0.22,14.5001859664917
685,100,207,0.2,3.953544855117798,0.2,45.25929069519043,0.24,12.820663213729858
686,350,823,0.58,5.958151817321777,0.6,63.045677185058594,0.6,11.25978136062622
687,400,853,0.62,16.603662490844727,0.64,47.3775053024292,0.58,12.855160474777222
688,450,966,0.68,6.864253044128418,0.78,75.361501455307,0.72,51.26054239273071
689,400,936,0.66,1.1271770000457764,0.7,37.869081020355225,0.74,37.15919637680054
690,350,776,0.62,3.0714104175567627,0.64,14.895687103271484,0.46,10.797515153884888
691,400,881,0.68,6.659516334533691,0.72,30.43186855316162,0.64,30.815234661102295
692,450,1052,0.72,5.775194883346558,0.74,13.651963949203491,0.76,0.3058450222015381
693,400,909,0.64,4.675657033920288,0.68,25.238064765930176,0.64,23.16324496269226
694,450,997,0.7,0.22955632209777832,0.76,61.338595390319824,0.68,20.631231546401978
695,450,1024,0.58,1.3497250080108643,0.66,50.78958225250244,0.6,67.36649680137634
696,350,777,0.62,3.3656904697418213,0.68,55.577797174453735,0.54,21.750430822372437
697,450,1053,0.66,4.292162179946899,0.68,111.83536100387573,0.78,28.396657943725586
698,400,882,0.64,20.14505910873413,0.64,13.488861560821533,0.66,20.408568382263184
699,400,937,0.68,5.991406679153442,0.7,67.87239050865173,0.58,49.57102346420288
700,400,910,0.72,20.979239463806152,0.78,60.820760011672974,0.62,20.89414691925049
701,350,824,0.5,14.209577798843384,0.58,30.78334903717041,0.42,43.165942668914795
702,450,967,0.66,7.754802465438843,0.72,63.47491908073425,0.66,31.431487560272217
703,450,998,0.6,0.14017176628112793,0.7,67.96847724914551,0.62,5.752591609954834
704,450,1025,0.66,13.232435941696167,0.72,40.542871952056885,0.72,18.83401608467102
705,100,179,0.26,0.8099632263183594,0.26,20.186078310012817,0.24,11.06874680519104
706,100,208,0.22,5.476750373840332,0.22,23.694418907165527,0.12,8.259706974029541
707,350,778,0.6,2.905343770980835,0.62,64.04664444923401,0.52,29.849951028823853
708,350,825,0.6,1.1338305473327637,0.66,33.00652813911438,0.62,22.64709711074829
709,450,999,0.66,2.1431021690368652,0.68,25.06684374809265,0.76,45.61575365066528
710,400,911,0.52,1.3074884414672852,0.56,70.0399239063263,0.5,34.89181351661682
711,400,938,0.54,8.054022073745728,0.58,127.85961675643921,0.62,14.505569219589233
712,400,854,0.62,6.5017759799957275,0.62,80.01477026939392,0.62,16.69924569129944
713,450,1026,0.68,9.414867162704468,0.8,98.41082406044006,0.76,23.017684936523438
714,450,968,0.72,9.372967720031738,0.78,53.68889665603638,0.76,77.67689204216003
715,450,1054,0.66,6.998527765274048,0.76,67.09811735153198,0.62,31.693557500839233
716,400,883,0.64,0.0490717887878418,0.68,72.04352283477783,0.64,32.40858244895935
717,350,779,0.66,7.985965728759766,0.64,32.5515513420105,0.56,6.960346460342407
718,400,912,0.58,14.011655569076538,0.6,18.029754877090454,0.56,12.709954261779785
719,400,884,0.62,20.166605710983276,0.62,79.03012943267822,0.66,63.4129319190979
720,450,1027,0.66,0.365511417388916,0.74,29.27299666404724,0.64,8.506988286972046
721,100,209,0.26,0.31953883171081543,0.26,4.18936824798584,0.22,0.999004602432251
722,400,939,0.7,0.013184785842895508,0.74,4.139404773712158,0.72,11.765219926834106
723,350,826,0.58,2.0643904209136963,0.56,20.348493814468384,0.42,4.422962665557861
724,450,1000,0.72,3.754830837249756,0.74,15.363574504852295,0.66,10.756108522415161
725,100,180,0.28,0.3973696231842041,0.28,5.439342260360718,0.26,0.9052386283874512
726,400,855,0.66,0.6352825164794922,0.66,4.5044169425964355,0.6,5.4741926193237305
727,450,1055,0.66,0.09689831733703613,0.76,8.263692378997803,0.76,8.596131324768066
