,model,n,p,k,seed,method,time,accuracy
130,ising,100,190,50,514,IHT_jit,0.2018771511502564,0.64
131,ising,100,190,50,514,IHT,0.7752886309754103,0.64
132,ising,100,190,50,514,HTP_jit,0.2696635138709098,0.7
133,ising,100,190,50,514,HTP,4.43098805192858,0.7
134,ising,100,190,50,514,CVXPY,0.19161189906299114,0.68
135,ising,100,190,50,515,SCOPE,13.491259909933433,0.72
136,ising,100,190,50,515,SCOPE_jit,0.877639610087499,0.72
137,ising,100,190,50,515,GraSP,78.91363904695027,0.6
138,ising,100,190,50,515,GraSP_jit,1.8698131889104843,0.6
139,ising,100,190,50,515,IHT_jit,0.19554859912022948,0.74
140,ising,100,190,50,515,IHT,0.46052914182655513,0.74
141,ising,100,190,50,515,HTP_jit,0.21212342800572515,0.74
142,ising,100,190,50,515,HTP,1.4323406009934843,0.74
143,ising,100,190,50,515,CVXPY,0.1904414740856737,0.78
144,ising,100,190,50,516,SCOPE,14.704014055198058,0.76
145,ising,100,190,50,516,SCOPE_jit,0.9266469639260322,0.76
146,ising,100,190,50,516,GraSP,73.35987328505144,0.78
147,ising,100,190,50,516,GraSP_jit,1.7292184699326754,0.78
148,ising,100,190,50,516,IHT_jit,0.19971080706454813,0.78
149,ising,100,190,50,516,IHT,0.6196601681876928,0.78
150,ising,100,190,50,516,HTP_jit,0.23065349995158613,0.78
151,ising,100,190,50,516,HTP,2.6092934980988503,0.78
152,ising,100,190,50,516,CVXPY,0.18109862599521875,0.8
153,ising,100,190,50,517,SCOPE,5.598550907103345,0.72
154,ising,100,190,50,517,SCOPE_jit,0.6250155118759722,0.72
155,ising,100,190,50,517,GraSP,73.47099579009227,0.72
156,ising,100,190,50,517,GraSP_jit,1.6797688959632069,0.72
157,ising,100,190,50,517,IHT_jit,0.23111264081671834,0.84
158,ising,100,190,50,517,IHT,1.857027162797749,0.84
159,ising,100,190,50,517,HTP_jit,0.21949150203727186,0.86
160,ising,100,190,50,517,HTP,1.8582376400008798,0.86
161,ising,100,190,50,517,CVXPY,0.19770861905999482,0.84
162,ising,100,190,50,518,SCOPE,16.238565215142444,0.78
163,ising,100,190,50,518,SCOPE_jit,1.0845085990149528,0.78
164,ising,100,190,50,518,GraSP,72.36654777196236,0.7
165,ising,100,190,50,518,GraSP_jit,1.7420717240311205,0.7
166,ising,100,190,50,518,IHT_jit,0.19886508001945913,0.82
167,ising,100,190,50,518,IHT,0.6909588230773807,0.82
168,ising,100,190,50,518,HTP_jit,0.2439205830451101,0.84
169,ising,100,190,50,518,HTP,2.62821658491157,0.84
170,ising,100,190,50,518,CVXPY,0.1955099538899958,0.8
171,ising,100,190,50,519,SCOPE,18.4969215169549,0.72
172,ising,100,190,50,519,SCOPE_jit,1.0882048760540783,0.72
173,ising,100,190,50,519,GraSP,92.2987960590981,0.56
174,ising,100,190,50,519,GraSP_jit,2.385034119943157,0.56
175,ising,100,190,50,519,IHT_jit,0.1973626110702753,0.78
176,ising,100,190,50,519,IHT,0.6429475119803101,0.78
177,ising,100,190,50,519,HTP_jit,0.23462208989076316,0.78
178,ising,100,190,50,519,HTP,2.4909598019439727,0.78
179,ising,100,190,50,519,CVXPY,0.19422161299735308,0.76
180,ising,200,190,50,520,SCOPE,17.502286286093295,0.86
181,ising,200,190,50,520,SCOPE_jit,1.5087362020276487,0.86
182,ising,200,190,50,520,GraSP,77.55460987007245,0.84
183,ising,200,190,50,520,GraSP_jit,2.478864514036104,0.84
184,ising,200,190,50,520,IHT_jit,0.21337622008286417,0.82
185,ising,200,190,50,520,IHT,0.7502886338625103,0.82
186,ising,200,190,50,520,HTP_jit,0.3265145670156926,0.84
187,ising,200,190,50,520,HTP,1.6742378438357264,0.84
188,ising,200,190,50,520,CVXPY,0.4271512560080737,0.78
189,ising,200,190,50,521,SCOPE,20.720038886880502,0.84
190,ising,200,190,50,521,SCOPE_jit,1.946413008030504,0.84
191,ising,200,190,50,521,GraSP,73.3137495960109,0.84
192,ising,200,190,50,521,GraSP_jit,2.26587294600904,0.84
193,ising,200,190,50,521,IHT_jit,0.24619817011989653,0.8
194,ising,200,190,50,521,IHT,1.9449721539858729,0.8
195,ising,200,190,50,521,HTP_jit,0.241955823963508,0.84
196,ising,200,190,50,521,HTP,1.9869869728572667,0.84
197,ising,200,190,50,521,CVXPY,0.4351294320076704,0.78
198,ising,200,190,50,522,SCOPE,20.678582791937515,0.68
199,ising,200,190,50,522,SCOPE_jit,1.7542123349849135,0.68
200,ising,200,190,50,522,GraSP,87.2581490620505,0.7
201,ising,200,190,50,522,GraSP_jit,2.670991215854883,0.7
202,ising,200,190,50,522,IHT_jit,0.20700869895517826,0.66
203,ising,200,190,50,522,IHT,0.59715217910707,0.66
204,ising,200,190,50,522,HTP_jit,0.28618388809263706,0.84
205,ising,200,190,50,522,HTP,3.7228819238953292,0.84
206,ising,200,190,50,522,CVXPY,0.3899693170096725,0.76
207,ising,200,190,50,523,SCOPE,9.1635026789736,0.32
208,ising,200,190,50,523,SCOPE_jit,1.541044041980058,0.6
209,ising,200,190,50,523,GraSP,97.492363918107,0.76
210,ising,200,190,50,523,GraSP_jit,2.96892013004981,0.76
211,ising,200,190,50,523,IHT_jit,0.21102713304571807,0.76
212,ising,200,190,50,523,IHT,0.7231872081756592,0.76
213,ising,200,190,50,523,HTP_jit,0.32913443609140813,0.8
214,ising,200,190,50,523,HTP,5.088560558157042,0.8
215,ising,200,190,50,523,CVXPY,0.4088564340490848,0.64
216,ising,200,190,50,524,SCOPE,10.531959578860551,0.74
217,ising,200,190,50,524,SCOPE_jit,1.2656283390242606,0.8
218,ising,200,190,50,524,GraSP,77.97242994303815,0.9
219,ising,200,190,50,524,GraSP_jit,2.3946861079894006,0.9
220,ising,200,190,50,524,IHT_jit,0.25591014395467937,0.84
221,ising,200,190,50,524,IHT,2.138553725089878,0.84
222,ising,200,190,50,524,HTP_jit,0.26760375197045505,0.9
223,ising,200,190,50,524,HTP,2.705402737017721,0.9
224,ising,200,190,50,524,CVXPY,0.41143434680998325,0.8
225,ising,200,190,50,525,SCOPE,12.564498430816457,0.8
226,ising,200,190,50,525,SCOPE_jit,1.1699505418073386,0.8
227,ising,200,190,50,525,GraSP,74.0145417349413,0.92
228,ising,200,190,50,525,GraSP_jit,2.3904527549166232,0.92
229,ising,200,190,50,525,IHT_jit,0.26228375802747905,0.9
230,ising,200,190,50,525,IHT,2.257650827988982,0.9
231,ising,200,190,50,525,HTP_jit,0.2562273149378598,0.94
232,ising,200,190,50,525,HTP,2.1199944680556655,0.94
233,ising,200,190,50,525,CVXPY,0.4926492909435183,0.86
234,ising,200,190,50,526,SCOPE,17.35891366098076,0.74
235,ising,200,190,50,526,SCOPE_jit,1.4206864519510418,0.74
236,ising,200,190,50,526,GraSP,84.3525681621395,0.84
237,ising,200,190,50,526,GraSP_jit,2.564001821912825,0.84
238,ising,200,190,50,526,IHT_jit,0.2653581330087036,0.76
239,ising,200,190,50,526,IHT,2.167880236869678,0.76
240,ising,200,190,50,526,HTP_jit,0.26948597305454314,0.86
241,ising,200,190,50,526,HTP,3.1153038339689374,0.86
242,ising,200,190,50,526,CVXPY,0.3817289851140231,0.78
243,ising,200,190,50,527,SCOPE,12.766159695805982,0.48
244,ising,200,190,50,527,SCOPE_jit,1.1724266279488802,0.48
245,ising,200,190,50,527,GraSP,124.70510689704679,0.62
246,ising,200,190,50,527,GraSP_jit,3.5475373221561313,0.62
247,ising,200,190,50,527,IHT_jit,0.21390280593186617,0.48
248,ising,200,190,50,527,IHT,1.144891771953553,0.48
249,ising,200,190,50,527,HTP_jit,0.2733714689966291,0.66
250,ising,200,190,50,527,HTP,3.8012572510633618,0.66
251,ising,200,190,50,527,CVXPY,0.3518364781048149,0.58
252,ising,200,190,50,528,SCOPE,18.74731273483485,0.84
253,ising,200,190,50,528,SCOPE_jit,1.5304349570069462,0.84
254,ising,200,190,50,528,GraSP,76.50362510117702,0.9
255,ising,200,190,50,528,GraSP_jit,2.4188876829575747,0.9
256,ising,200,190,50,528,IHT_jit,0.20657579088583589,0.86
257,ising,200,190,50,528,IHT,0.5765623210463673,0.86
258,ising,200,190,50,528,HTP_jit,0.2584869428537786,0.92
259,ising,200,190,50,528,HTP,2.396441884106025,0.92
260,ising,200,190,50,528,CVXPY,0.4989469519350678,0.84
261,ising,200,190,50,529,SCOPE,11.903260227991268,0.78
262,ising,200,190,50,529,SCOPE_jit,1.1103018471039832,0.78
263,ising,200,190,50,529,GraSP,85.68646889179945,0.78
264,ising,200,190,50,529,GraSP_jit,2.6400568578392267,0.78
265,ising,200,190,50,529,IHT_jit,0.20647882297635078,0.82
266,ising,200,190,50,529,IHT,0.5743623517919332,0.82
267,ising,200,190,50,529,HTP_jit,0.24866372789256275,0.92
268,ising,200,190,50,529,HTP,2.10131102707237,0.92
269,ising,200,190,50,529,CVXPY,0.4722547410055995,0.84
270,ising,200,190,50,530,SCOPE,12.344575585098937,0.8
271,ising,200,190,50,530,SCOPE_jit,1.3053480959497392,0.8
272,ising,200,190,50,530,GraSP,71.90159191493876,0.9
273,ising,200,190,50,530,GraSP_jit,2.2962187929078937,0.9
274,ising,200,190,50,530,IHT_jit,0.2419140748679638,0.88
275,ising,200,190,50,530,IHT,1.9134417150635272,0.88
276,ising,200,190,50,530,HTP_jit,0.23355492297559977,0.94
277,ising,200,190,50,530,HTP,1.708971502026543,0.94
278,ising,200,190,50,530,CVXPY,0.41811792412772775,0.82
279,ising,200,190,50,531,SCOPE,18.251606689067557,0.6
280,ising,200,190,50,531,SCOPE_jit,1.671852074097842,0.6
281,ising,200,190,50,531,GraSP,73.87128964508884,0.86
282,ising,200,190,50,531,GraSP_jit,2.2912118441890925,0.86
283,ising,200,190,50,531,IHT_jit,0.20292876288294792,0.7
284,ising,200,190,50,531,IHT,0.6021000759210438,0.7
285,ising,200,190,50,531,HTP_jit,0.26540017407387495,0.8
286,ising,200,190,50,531,HTP,2.9004669110290706,0.8
287,ising,200,190,50,531,CVXPY,0.42321599391289055,0.76
288,ising,200,190,50,532,SCOPE,17.57648652489297,0.88
289,ising,200,190,50,532,SCOPE_jit,1.5477799139916897,0.88
290,ising,200,190,50,532,GraSP,74.15680914488621,0.86
291,ising,200,190,50,532,GraSP_jit,2.4013520509470254,0.86
292,ising,200,190,50,532,IHT_jit,0.20834934408776462,0.82
293,ising,200,190,50,532,IHT,0.571571959881112,0.82
294,ising,200,190,50,532,HTP_jit,0.28126600198447704,0.9
295,ising,200,190,50,532,HTP,3.199892000062391,0.9
296,ising,200,190,50,532,CVXPY,0.45920482790097594,0.8
297,ising,200,190,50,533,SCOPE,19.403419314185157,0.74
298,ising,200,190,50,533,SCOPE_jit,1.6947737759910524,0.74
299,ising,200,190,50,533,GraSP,72.52747387811542,0.76
300,ising,200,190,50,533,GraSP_jit,2.2409089021384716,0.76
301,ising,200,190,50,533,IHT_jit,0.2060662650037557,0.84
302,ising,200,190,50,533,IHT,0.7276951540261507,0.84
303,ising,200,190,50,533,HTP_jit,0.2580089159309864,0.86
304,ising,200,190,50,533,HTP,2.506380385020748,0.86
305,ising,200,190,50,533,CVXPY,0.42590496712364256,0.82
306,ising,200,190,50,534,SCOPE,25.696988292969763,0.8
307,ising,200,190,50,534,SCOPE_jit,2.1690429248847067,0.8
308,ising,200,190,50,534,GraSP,79.79283885890618,0.84
309,ising,200,190,50,534,GraSP_jit,2.548831269145012,0.84
310,ising,200,190,50,534,IHT_jit,0.20620613894425333,0.78
311,ising,200,190,50,534,IHT,0.5765249240212142,0.78
312,ising,200,190,50,534,HTP_jit,0.29108233004808426,0.82
313,ising,200,190,50,534,HTP,3.809438311960548,0.82
314,ising,200,190,50,534,CVXPY,0.40624074498191476,0.82
315,ising,200,190,50,535,SCOPE,20.30808321898803,0.62
316,ising,200,190,50,535,SCOPE_jit,1.7012601280584931,0.62
317,ising,200,190,50,535,GraSP,79.41502740001306,0.78
318,ising,200,190,50,535,GraSP_jit,2.4990867190063,0.78
319,ising,200,190,50,535,IHT_jit,0.20439401315525174,0.84
320,ising,200,190,50,535,IHT,0.808210187125951,0.84
321,ising,200,190,50,535,HTP_jit,0.26067887619137764,0.88
322,ising,200,190,50,535,HTP,3.0118768338579684,0.88
323,ising,200,190,50,535,CVXPY,0.36656065098941326,0.76
324,ising,200,190,50,536,SCOPE,9.664931440958753,0.94
325,ising,200,190,50,536,SCOPE_jit,1.0430408490356058,0.94
326,ising,200,190,50,536,GraSP,64.42976751294918,0.92
327,ising,200,190,50,536,GraSP_jit,2.0707697849720716,0.92
328,ising,200,190,50,536,IHT_jit,0.19957834016531706,0.82
329,ising,200,190,50,536,IHT,0.5067945769988,0.82
330,ising,200,190,50,536,HTP_jit,0.2482674289494753,0.98
331,ising,200,190,50,536,HTP,2.279022874077782,0.98
332,ising,200,190,50,536,CVXPY,0.39926081197336316,0.86
333,ising,200,190,50,537,SCOPE,8.628966789925471,0.76
334,ising,200,190,50,537,SCOPE_jit,0.9061831650324166,0.76
335,ising,200,190,50,537,GraSP,73.23158030794002,0.88
336,ising,200,190,50,537,GraSP_jit,2.3529508830979466,0.88
337,ising,200,190,50,537,IHT_jit,0.1978545959573239,0.86
338,ising,200,190,50,537,IHT,0.5328634441830218,0.86
339,ising,200,190,50,537,HTP_jit,0.2525234289932996,0.88
340,ising,200,190,50,537,HTP,2.5807597059756517,0.88
341,ising,200,190,50,537,CVXPY,0.4468920649960637,0.84
342,ising,200,190,50,538,SCOPE,13.736411954974756,0.66
343,ising,200,190,50,538,SCOPE_jit,1.3110236928332597,0.66
344,ising,200,190,50,538,GraSP,76.44015514315106,0.88
345,ising,200,190,50,538,GraSP_jit,2.4277525839861482,0.88
346,ising,200,190,50,538,IHT_jit,0.20310716214589775,0.82
347,ising,200,190,50,538,IHT,0.5338600829709321,0.82
348,ising,200,190,50,538,HTP_jit,0.25400299206376076,0.88
349,ising,200,190,50,538,HTP,1.9839734609704465,0.88
350,ising,200,190,50,538,CVXPY,0.40632693213410676,0.78
351,ising,200,190,50,539,SCOPE,9.672730759950355,0.56
352,ising,200,190,50,539,SCOPE_jit,0.9682027359958738,0.56
353,ising,200,190,50,539,GraSP,65.5702548569534,0.88
354,ising,200,190,50,539,GraSP_jit,2.0511758690699935,0.88
355,ising,200,190,50,539,IHT_jit,0.20294238184578717,0.88
356,ising,200,190,50,539,IHT,0.5437324030790478,0.88
357,ising,200,190,50,539,HTP_jit,0.23686964996159077,0.92
358,ising,200,190,50,539,HTP,1.867808141047135,0.92
359,ising,200,190,50,539,CVXPY,0.4446003017947078,0.86
360,ising,300,190,50,540,SCOPE,7.411040754057467,0.9
361,ising,300,190,50,540,SCOPE_jit,1.0232988949865103,0.9
362,ising,300,190,50,540,GraSP,64.01303249993362,0.98
363,ising,300,190,50,540,GraSP_jit,2.552742282161489,0.98
364,ising,300,190,50,540,IHT_jit,0.21071887016296387,0.98
365,ising,300,190,50,540,IHT,0.5445517990738153,0.98
366,ising,300,190,50,540,HTP_jit,0.24934062687680125,0.96
367,ising,300,190,50,540,HTP,1.6059338029008359,0.96
368,ising,300,190,50,540,CVXPY,0.7665461769793183,0.88
369,ising,300,190,50,541,SCOPE,15.43403689400293,0.88
370,ising,300,190,50,541,SCOPE_jit,1.6550367649178952,0.88
371,ising,300,190,50,541,GraSP,83.18667167588137,0.9
372,ising,300,190,50,541,GraSP_jit,3.127634532051161,0.9
373,ising,300,190,50,541,IHT_jit,0.26792290108278394,0.84
374,ising,300,190,50,541,IHT,2.2067121278960258,0.84
375,ising,300,190,50,541,HTP_jit,0.3338860960211605,0.9
376,ising,300,190,50,541,HTP,4.340622804127634,0.9
377,ising,300,190,50,541,CVXPY,0.6364869789686054,0.88
378,ising,300,190,50,542,SCOPE,15.671367452014238,0.6
379,ising,300,190,50,542,SCOPE_jit,1.5692073381505907,0.6
380,ising,300,190,50,542,GraSP,86.5776579361409,0.9
381,ising,300,190,50,542,GraSP_jit,3.4590849461965263,0.9
382,ising,300,190,50,542,IHT_jit,0.22965271095745265,0.88
383,ising,300,190,50,542,IHT,1.027944085886702,0.88
384,ising,300,190,50,542,HTP_jit,0.26942753489129245,0.9
385,ising,300,190,50,542,HTP,2.2120358548127115,0.9
386,ising,300,190,50,542,CVXPY,0.6639632310252637,0.84
387,ising,300,190,50,543,SCOPE,16.08088826178573,0.74
388,ising,300,190,50,543,SCOPE_jit,1.6237896420061588,0.74
389,ising,300,190,50,543,GraSP,94.38526555406861,0.84
390,ising,300,190,50,543,GraSP_jit,3.44064632197842,0.84
391,ising,300,190,50,543,IHT_jit,0.2623861478641629,0.84
392,ising,300,190,50,543,IHT,2.0945892629679292,0.84
393,ising,300,190,50,543,HTP_jit,0.3115693770814687,0.86
394,ising,300,190,50,543,HTP,3.6800459299702197,0.86
395,ising,300,190,50,543,CVXPY,0.8783866979647428,0.74
396,ising,300,190,50,544,SCOPE,13.686856816988438,0.9
397,ising,300,190,50,544,SCOPE_jit,1.556128271156922,0.9
398,ising,300,190,50,544,GraSP,73.4774683599826,0.98
399,ising,300,190,50,544,GraSP_jit,3.0046745310537517,0.98
400,ising,300,190,50,544,IHT_jit,0.21194457495585084,0.92
401,ising,300,190,50,544,IHT,0.6005296821240336,0.92
402,ising,300,190,50,544,HTP_jit,0.25529983383603394,0.98
403,ising,300,190,50,544,HTP,1.5900310268625617,0.98
404,ising,300,190,50,544,CVXPY,0.684148718835786,0.9
405,ising,300,190,50,545,SCOPE,24.47411070787348,0.88
406,ising,300,190,50,545,SCOPE_jit,2.230449349153787,0.88
407,ising,300,190,50,545,GraSP,104.6630267999135,0.84
408,ising,300,190,50,545,GraSP_jit,3.8432865450158715,0.84
409,ising,300,190,50,545,IHT_jit,0.26153600099496543,0.58
410,ising,300,190,50,545,IHT,2.0954404699150473,0.58
411,ising,300,190,50,545,HTP_jit,0.39137942693196237,0.86
412,ising,300,190,50,545,HTP,6.40460408013314,0.86
413,ising,300,190,50,545,CVXPY,0.649610121967271,0.84
414,ising,300,190,50,546,SCOPE,14.23132179910317,0.9
415,ising,300,190,50,546,SCOPE_jit,1.7291014487855136,0.92
416,ising,300,190,50,546,GraSP,77.67477262602188,0.9
417,ising,300,190,50,546,GraSP_jit,3.0414660221431404,0.9
418,ising,300,190,50,546,IHT_jit,0.20403729914687574,0.9
419,ising,300,190,50,546,IHT,0.32959555205889046,0.9
420,ising,300,190,50,546,HTP_jit,0.29581805993802845,0.94
421,ising,300,190,50,546,HTP,3.0858325029257685,0.94
422,ising,300,190,50,546,CVXPY,0.6994929490610957,0.88
423,ising,300,190,50,547,SCOPE,22.957159833051264,0.94
424,ising,300,190,50,547,SCOPE_jit,2.344587190076709,0.94
425,ising,300,190,50,547,GraSP,71.46544460207224,0.98
426,ising,300,190,50,547,GraSP_jit,2.7604705640114844,0.98
427,ising,300,190,50,547,IHT_jit,0.2110178980510682,0.9
428,ising,300,190,50,547,IHT,0.6356491139158607,0.9
429,ising,300,190,50,547,HTP_jit,0.32161199511028826,0.98
430,ising,300,190,50,547,HTP,3.7814249738585204,0.98
431,ising,300,190,50,547,CVXPY,0.7307485940400511,0.88
432,ising,300,190,50,548,,,
433,ising,300,190,50,549,SCOPE,10.146875320002437,0.54
434,ising,300,190,50,549,SCOPE_jit,1.176622828003019,0.54
435,ising,300,190,50,549,GraSP,88.97754358593374,0.86
436,ising,300,190,50,549,GraSP_jit,3.4796176608651876,0.86
437,ising,300,190,50,549,IHT_jit,0.21970436093397439,0.82
