,model,n,p,k,seed,method,time,accurary
70,linear,100,500,50,8,HTP,1.3475927249528468,0.38
71,linear,100,500,50,8,CVXPY,0.05391160701401532,0.38
72,linear,100,500,50,9,SCOPE,8.219203679822385,0.48
73,linear,100,500,50,9,SCOPE_jit,0.5864578331820667,0.48
74,linear,100,500,50,9,GraSP,41.65556556987576,0.22
75,linear,100,500,50,9,GraSP_jit,1.295066555030644,0.22
76,linear,100,500,50,9,IHT_jit,0.24656805722042918,0.44
77,linear,100,500,50,9,IHT,0.24629018502309918,0.44
78,linear,100,500,50,9,HTP_jit,0.2398578030988574,0.56
79,linear,100,500,50,9,HTP,2.282710396917537,0.56
80,linear,100,500,50,9,CVXPY,0.05858431407250464,0.5
81,linear,100,500,50,10,SCOPE,11.603454153053463,0.36
82,linear,100,500,50,10,SCOPE_jit,0.5912099538836628,0.36
83,linear,100,500,50,10,GraSP,90.58815554599278,0.24
84,linear,100,500,50,10,GraSP_jit,2.610963240964338,0.24
85,linear,100,500,50,10,IHT_jit,0.2103538268711418,0.3
86,linear,100,500,50,10,IHT,0.2499220089521259,0.3
87,linear,100,500,50,10,HTP_jit,0.24744578497484326,0.36
88,linear,100,500,50,10,HTP,1.009152369108051,0.36
89,linear,100,500,50,10,CVXPY,0.07269758102484047,0.4
90,linear,200,500,50,11,SCOPE,19.765464153839275,1.0
91,linear,200,500,50,11,SCOPE_jit,1.3734567929059267,1.0
92,linear,200,500,50,11,GraSP,4.580728909932077,1.0
93,linear,200,500,50,11,GraSP_jit,0.336729392176494,1.0
94,linear,200,500,50,11,IHT_jit,0.2920100740157068,0.6
95,linear,200,500,50,11,IHT,0.15662596095353365,0.6
96,linear,200,500,50,11,HTP_jit,0.36264463420957327,1.0
97,linear,200,500,50,11,HTP,4.331772421952337,1.0
98,linear,200,500,50,11,CVXPY,0.1340716991107911,0.66
99,linear,200,500,50,12,SCOPE,15.702402740949765,1.0
100,linear,200,500,50,12,SCOPE_jit,0.9114619567990303,1.0
101,linear,200,500,50,12,GraSP,6.07162283314392,1.0
102,linear,200,500,50,12,GraSP_jit,0.468169858912006,1.0
103,linear,200,500,50,12,IHT_jit,0.21108239493332803,0.64
104,linear,200,500,50,12,IHT,0.3623189479112625,0.64
105,linear,200,500,50,12,HTP_jit,0.5667556908447295,1.0
106,linear,200,500,50,12,HTP,3.32604017900303,1.0
107,linear,200,500,50,12,CVXPY,0.12392033799551427,0.72
108,linear,200,500,50,13,SCOPE,15.422091475920752,1.0
109,linear,200,500,50,13,SCOPE_jit,0.8994948379695415,1.0
110,linear,200,500,50,13,GraSP,6.211968021001667,1.0
111,linear,200,500,50,13,GraSP_jit,0.479906716151163,1.0
112,linear,200,500,50,13,IHT_jit,0.32788696116767824,0.58
113,linear,200,500,50,13,IHT,0.5299856730271131,0.58
114,linear,200,500,50,13,HTP_jit,0.4987944189924747,1.0
115,linear,200,500,50,13,HTP,2.605008342070505,1.0
116,linear,200,500,50,13,CVXPY,0.06130144698545337,0.66
117,linear,200,500,50,14,SCOPE,17.785096590872854,1.0
118,linear,200,500,50,14,SCOPE_jit,1.025036146864295,1.0
119,linear,200,500,50,14,GraSP,7.29273320408538,1.0
120,linear,200,500,50,14,GraSP_jit,0.5484379918780178,1.0
121,linear,200,500,50,14,IHT_jit,0.22305532405152917,0.54
122,linear,200,500,50,14,IHT,0.31099705398082733,0.54
123,linear,200,500,50,14,HTP_jit,0.3451207200996578,1.0
124,linear,200,500,50,14,HTP,3.178389421897009,1.0
125,linear,200,500,50,14,CVXPY,0.0895497421734035,0.66
126,linear,200,500,50,15,SCOPE,16.79473745985888,1.0
127,linear,200,500,50,15,SCOPE_jit,0.8485627020709217,1.0
128,linear,200,500,50,15,GraSP,4.913082651095465,1.0
129,linear,200,500,50,15,GraSP_jit,0.44827849813736975,1.0
130,linear,200,500,50,15,IHT_jit,0.22699982998892665,0.6
131,linear,200,500,50,15,IHT,0.7260544078890234,0.6
132,linear,200,500,50,15,HTP_jit,0.2566895841155201,1.0
133,linear,200,500,50,15,HTP,2.4528884089086205,1.0
134,linear,200,500,50,15,CVXPY,0.15020373184233904,0.74
135,linear,200,500,50,16,SCOPE,21.02443117182702,1.0
136,linear,200,500,50,16,SCOPE_jit,1.24840098596178,1.0
137,linear,200,500,50,16,GraSP,6.277469040825963,1.0
138,linear,200,500,50,16,GraSP_jit,0.47735991096124053,1.0
139,linear,200,500,50,16,IHT_jit,0.22461148211732507,0.42
140,linear,200,500,50,16,IHT,0.29163769306614995,0.42
141,linear,200,500,50,16,HTP_jit,0.37572745489887893,1.0
142,linear,200,500,50,16,HTP,4.184585056034848,1.0
143,linear,200,500,50,16,CVXPY,0.12073403014801443,0.66
144,linear,200,500,50,17,SCOPE,19.181357864988968,1.0
145,linear,200,500,50,17,SCOPE_jit,1.0089216029737145,1.0
146,linear,200,500,50,17,GraSP,6.675088669871911,1.0
147,linear,200,500,50,17,GraSP_jit,0.5823006401769817,1.0
148,linear,200,500,50,17,IHT_jit,0.3571920411195606,0.58
149,linear,200,500,50,17,IHT,0.32486192882061005,0.58
150,linear,200,500,50,17,HTP_jit,0.33742660703137517,1.0
151,linear,200,500,50,17,HTP,3.503146465867758,1.0
152,linear,200,500,50,17,CVXPY,0.03604344604536891,0.6
153,linear,200,500,50,18,SCOPE,16.666066273115575,1.0
154,linear,200,500,50,18,SCOPE_jit,1.0018220271449536,1.0
155,linear,200,500,50,18,GraSP,5.47425205190666,1.0
156,linear,200,500,50,18,GraSP_jit,0.40881206188350916,1.0
157,linear,200,500,50,18,IHT_jit,0.3079076569993049,0.6
158,linear,200,500,50,18,IHT,0.32688633794896305,0.6
159,linear,200,500,50,18,HTP_jit,0.32636484899558127,1.0
160,linear,200,500,50,18,HTP,3.2652571310754865,1.0
161,linear,200,500,50,18,CVXPY,0.05160330515354872,0.68
162,linear,200,500,50,19,SCOPE,12.665003194939345,1.0
163,linear,200,500,50,19,SCOPE_jit,0.9459382658824325,1.0
164,linear,200,500,50,19,GraSP,6.388917731121182,1.0
165,linear,200,500,50,19,GraSP_jit,0.5120010040700436,1.0
166,linear,200,500,50,19,IHT_jit,0.212356214877218,0.62
167,linear,200,500,50,19,IHT,0.5759785319678485,0.62
168,linear,200,500,50,19,HTP_jit,0.24584388500079513,1.0
169,linear,200,500,50,19,HTP,4.868956599151716,1.0
170,linear,200,500,50,19,CVXPY,0.06377193005755544,0.72
171,linear,200,500,50,20,SCOPE,16.923045824980363,1.0
172,linear,200,500,50,20,SCOPE_jit,1.3054983359761536,1.0
173,linear,200,500,50,20,GraSP,6.588710869196802,1.0
174,linear,200,500,50,20,GraSP_jit,0.4548523749690503,1.0
175,linear,200,500,50,20,IHT_jit,0.26514678401872516,0.56
176,linear,200,500,50,20,IHT,0.3688001758418977,0.56
177,linear,200,500,50,20,HTP_jit,0.22879803087562323,1.0
178,linear,200,500,50,20,HTP,2.492113277083263,1.0
179,linear,200,500,50,20,CVXPY,0.07928495295345783,0.68
180,linear,300,500,50,21,SCOPE,11.670318013057113,1.0
181,linear,300,500,50,21,SCOPE_jit,1.230238697025925,1.0
182,linear,300,500,50,21,GraSP,2.411694186972454,1.0
183,linear,300,500,50,21,GraSP_jit,0.4011305149178952,1.0
184,linear,300,500,50,21,IHT_jit,0.19875413901172578,0.68
185,linear,300,500,50,21,IHT,0.3500873642042279,0.68
186,linear,300,500,50,21,HTP_jit,0.4020686431322247,1.0
187,linear,300,500,50,21,HTP,2.7486533131450415,1.0
188,linear,300,500,50,21,CVXPY,0.12995845614932477,0.84
189,linear,300,500,50,22,SCOPE,13.505978128872812,1.0
190,linear,300,500,50,22,SCOPE_jit,1.1556074710097164,1.0
191,linear,300,500,50,22,GraSP,4.377072426024824,1.0
192,linear,300,500,50,22,GraSP_jit,0.7532558678649366,1.0
193,linear,300,500,50,22,IHT_jit,0.3052218649536371,0.74
194,linear,300,500,50,22,IHT,0.2893110760487616,0.74
195,linear,300,500,50,22,HTP_jit,0.3217563689686358,1.0
196,linear,300,500,50,22,HTP,3.637840131064877,1.0
197,linear,300,500,50,22,CVXPY,0.15528177097439766,0.86
198,linear,300,500,50,23,SCOPE,10.21734251594171,1.0
199,linear,300,500,50,23,SCOPE_jit,1.0510414929594845,1.0
200,linear,300,500,50,23,GraSP,2.1469270309899002,1.0
201,linear,300,500,50,23,GraSP_jit,0.5437549429479986,1.0
202,linear,300,500,50,23,IHT_jit,0.24580205604434013,0.8
203,linear,300,500,50,23,IHT,0.23446537205018103,0.8
204,linear,300,500,50,23,HTP_jit,0.39258687500841916,1.0
205,linear,300,500,50,23,HTP,2.5888889969792217,1.0
206,linear,300,500,50,23,CVXPY,0.080114551121369,0.94
207,linear,300,500,50,24,SCOPE,12.730857496149838,1.0
208,linear,300,500,50,24,SCOPE_jit,1.0305401750374585,1.0
209,linear,300,500,50,24,GraSP,1.9695089568849653,1.0
210,linear,300,500,50,24,GraSP_jit,0.44817615882493556,1.0
211,linear,300,500,50,24,IHT_jit,0.2856078650802374,0.74
212,linear,300,500,50,24,IHT,0.8045017789117992,0.74
213,linear,300,500,50,24,HTP_jit,0.44242665683850646,1.0
214,linear,300,500,50,24,HTP,3.4502647740300745,1.0
215,linear,300,500,50,24,CVXPY,0.10423569707199931,0.92
216,linear,300,500,50,25,SCOPE,10.462249112082645,1.0
217,linear,300,500,50,25,SCOPE_jit,0.9360356200486422,1.0
218,linear,300,500,50,25,GraSP,3.6162569979205728,1.0
219,linear,300,500,50,25,GraSP_jit,0.3996661570854485,1.0
220,linear,300,500,50,25,IHT_jit,0.3077745959162712,0.74
221,linear,300,500,50,25,IHT,0.2783832079730928,0.74
222,linear,300,500,50,25,HTP_jit,0.5548520348966122,1.0
223,linear,300,500,50,25,HTP,3.7832843409851193,1.0
224,linear,300,500,50,25,CVXPY,0.05794257903471589,0.78
225,linear,300,500,50,26,SCOPE,10.965777555014938,1.0
226,linear,300,500,50,26,SCOPE_jit,0.8749720791820437,1.0
227,linear,300,500,50,26,GraSP,3.388660334981978,1.0
228,linear,300,500,50,26,GraSP_jit,0.4487351418938488,1.0
229,linear,300,500,50,26,IHT_jit,0.46267433813773096,0.82
230,linear,300,500,50,26,IHT,0.46184113901108503,0.82
231,linear,300,500,50,26,HTP_jit,0.3111791608389467,1.0
232,linear,300,500,50,26,HTP,2.174929623026401,1.0
233,linear,300,500,50,26,CVXPY,0.060593429021537304,0.82
234,linear,300,500,50,27,SCOPE,14.594044430181384,1.0
235,linear,300,500,50,27,SCOPE_jit,0.7092956970445812,1.0
236,linear,300,500,50,27,GraSP,2.375050811097026,1.0
237,linear,300,500,50,27,GraSP_jit,0.49257318302989006,1.0
238,linear,300,500,50,27,IHT_jit,0.24277538200840354,0.58
239,linear,300,500,50,27,IHT,0.40752191795036197,0.58
240,linear,300,500,50,27,HTP_jit,0.5126266060397029,1.0
241,linear,300,500,50,27,HTP,2.243194265058264,1.0
242,linear,300,500,50,27,CVXPY,0.2085471088066697,0.84
243,linear,300,500,50,28,SCOPE,13.211102820001543,1.0
244,linear,300,500,50,28,SCOPE_jit,1.1389124358538538,1.0
245,linear,300,500,50,28,GraSP,4.171422564191744,1.0
246,linear,300,500,50,28,GraSP_jit,0.412868418963626,1.0
247,linear,300,500,50,28,IHT_jit,0.47260487102903426,0.82
248,linear,300,500,50,28,IHT,0.514710983959958,0.82
249,linear,300,500,50,28,HTP_jit,0.3415410171728581,1.0
250,linear,300,500,50,28,HTP,2.936247927835211,1.0
251,linear,300,500,50,28,CVXPY,0.2244780920445919,0.84
252,linear,300,500,50,29,SCOPE,10.694814331131056,1.0
253,linear,300,500,50,29,SCOPE_jit,1.3807088120374829,1.0
254,linear,300,500,50,29,GraSP,3.9802608229219913,1.0
255,linear,300,500,50,29,GraSP_jit,0.5270786047913134,1.0
256,linear,300,500,50,29,IHT_jit,0.517086406936869,0.78
257,linear,300,500,50,29,IHT,0.530997907044366,0.78
258,linear,300,500,50,29,HTP_jit,0.3511806728783995,1.0
259,linear,300,500,50,29,HTP,3.5172178698703647,1.0
260,linear,300,500,50,29,CVXPY,0.12748574116267264,0.84
261,linear,300,500,50,30,SCOPE,14.442847872152925,1.0
262,linear,300,500,50,30,SCOPE_jit,0.8461040130350739,1.0
263,linear,300,500,50,30,GraSP,3.6950355370063335,1.0
264,linear,300,500,50,30,GraSP_jit,0.40465488214977086,1.0
265,linear,300,500,50,30,IHT_jit,0.4072364589665085,0.72
266,linear,300,500,50,30,IHT,0.2869826811365783,0.72
267,linear,300,500,50,30,HTP_jit,0.38175215711817145,1.0
268,linear,300,500,50,30,HTP,2.7434669728390872,1.0
269,linear,300,500,50,30,CVXPY,0.09818695904687047,0.82
270,linear,400,500,50,31,SCOPE,14.481343476101756,1.0
271,linear,400,500,50,31,SCOPE_jit,0.7851260399911553,1.0
272,linear,400,500,50,31,GraSP,2.3995762900449336,1.0
273,linear,400,500,50,31,GraSP_jit,0.27855378412641585,1.0
274,linear,400,500,50,31,IHT_jit,0.33963817008771,0.78
275,linear,400,500,50,31,IHT,0.21430861786939204,0.78
276,linear,400,500,50,31,HTP_jit,0.2802820960059762,1.0
277,linear,400,500,50,31,HTP,2.1694310721941292,1.0
278,linear,400,500,50,31,CVXPY,0.18734579696319997,0.96
279,linear,400,500,50,32,SCOPE,13.70220332290046,1.0
280,linear,400,500,50,32,SCOPE_jit,1.0136439942289144,1.0
281,linear,400,500,50,32,GraSP,2.1599106551147997,1.0
282,linear,400,500,50,32,GraSP_jit,0.3254791619256139,1.0
283,linear,400,500,50,32,IHT_jit,0.4483300040010363,0.86
284,linear,400,500,50,32,IHT,0.40283468388952315,0.86
285,linear,400,500,50,32,HTP_jit,0.3818594750482589,1.0
286,linear,400,500,50,32,HTP,1.9209750918671489,1.0
287,linear,400,500,50,32,CVXPY,0.16838276199996471,0.92
288,linear,400,500,50,33,SCOPE,13.841443717014045,1.0
289,linear,400,500,50,33,SCOPE_jit,1.0325411898083985,1.0
290,linear,400,500,50,33,GraSP,2.645116931060329,1.0
291,linear,400,500,50,33,GraSP_jit,0.46706585003994405,1.0
292,linear,400,500,50,33,IHT_jit,0.4028552081435919,0.9
293,linear,400,500,50,33,IHT,0.6700476380065084,0.9
294,linear,400,500,50,33,HTP_jit,0.35819380497559905,1.0
295,linear,400,500,50,33,HTP,3.993180888937786,1.0
296,linear,400,500,50,33,CVXPY,0.19846723484806716,0.96
297,linear,400,500,50,34,SCOPE,9.509243079926819,1.0
298,linear,400,500,50,34,SCOPE_jit,0.9436808458995074,1.0
299,linear,400,500,50,34,GraSP,4.043356962036341,1.0
300,linear,400,500,50,34,GraSP_jit,0.3954948680475354,1.0
301,linear,400,500,50,34,IHT_jit,0.21849318803288043,0.82
302,linear,400,500,50,34,IHT,0.5021502799354494,0.82
303,linear,400,500,50,34,HTP_jit,0.34842122509144247,1.0
304,linear,400,500,50,34,HTP,2.2193419728428125,1.0
305,linear,400,500,50,34,CVXPY,0.23787972307763994,0.72
306,linear,400,500,50,35,SCOPE,10.727554631885141,1.0
307,linear,400,500,50,35,SCOPE_jit,1.1178022481035441,1.0
308,linear,400,500,50,35,GraSP,2.199078283039853,1.0
309,linear,400,500,50,35,GraSP_jit,0.33217901084572077,1.0
310,linear,400,500,50,35,IHT_jit,0.24934178311377764,0.82
311,linear,400,500,50,35,IHT,0.5435196210164577,0.82
312,linear,400,500,50,35,HTP_jit,0.28621651604771614,1.0
313,linear,400,500,50,35,HTP,2.03007050184533,1.0
314,linear,400,500,50,35,CVXPY,0.22066677710972726,0.94
315,linear,400,500,50,36,SCOPE,11.419799102004617,1.0
316,linear,400,500,50,36,SCOPE_jit,0.9876782698556781,1.0
317,linear,400,500,50,36,GraSP,4.102157827001065,1.0
318,linear,400,500,50,36,GraSP_jit,0.5079555639531463,1.0
319,linear,400,500,50,36,IHT_jit,0.20573416003026068,0.8
320,linear,400,500,50,36,IHT,0.47670765686780214,0.8
321,linear,400,500,50,36,HTP_jit,0.23528523184359074,1.0
322,linear,400,500,50,36,HTP,2.642550499178469,1.0
323,linear,400,500,50,36,CVXPY,0.08731686393730342,0.96
324,linear,400,500,50,37,SCOPE,8.500522614922374,1.0
325,linear,400,500,50,37,SCOPE_jit,0.9692280669696629,1.0
326,linear,400,500,50,37,GraSP,5.105081961955875,1.0
327,linear,400,500,50,37,GraSP_jit,0.47712357016280293,1.0
328,linear,400,500,50,37,IHT_jit,0.3195792839396745,0.78
329,linear,400,500,50,37,IHT,0.5958325259853154,0.78
330,linear,400,500,50,37,HTP_jit,0.3539707351010293,1.0
331,linear,400,500,50,37,HTP,3.9754174831323326,1.0
332,linear,400,500,50,37,CVXPY,0.10362705588340759,0.96
333,linear,400,500,50,38,SCOPE,10.713612157152966,1.0
334,linear,400,500,50,38,SCOPE_jit,1.0409635792020708,1.0
335,linear,400,500,50,38,GraSP,2.612474141875282,1.0
336,linear,400,500,50,38,GraSP_jit,0.3219988571945578,1.0
337,linear,400,500,50,38,IHT_jit,0.2512146211229265,0.82
338,linear,400,500,50,38,IHT,0.5014579049311578,0.82
339,linear,400,500,50,38,HTP_jit,0.45033208001405,1.0
340,linear,400,500,50,38,HTP,3.2861623568460345,1.0
341,linear,400,500,50,38,CVXPY,0.1198869589716196,0.92
342,linear,400,500,50,39,SCOPE,12.463580136885867,1.0
343,linear,400,500,50,39,SCOPE_jit,0.8820957040879875,1.0
344,linear,400,500,50,39,GraSP,3.4061073099728674,1.0
345,linear,400,500,50,39,GraSP_jit,0.3520299540832639,1.0
346,linear,400,500,50,39,IHT_jit,0.28208012715913355,0.82
347,linear,400,500,50,39,IHT,0.4148985578212887,0.82
348,linear,400,500,50,39,HTP_jit,0.3446717800106853,1.0
349,linear,400,500,50,39,HTP,3.911281923064962,1.0
350,linear,400,500,50,39,CVXPY,0.07013951404951513,0.94
351,linear,400,500,50,40,SCOPE,9.958577135112137,1.0
352,linear,400,500,50,40,SCOPE_jit,0.8164839590899646,1.0
353,linear,400,500,50,40,GraSP,2.894806921016425,1.0
354,linear,400,500,50,40,GraSP_jit,0.5398784340359271,1.0
355,linear,400,500,50,40,IHT_jit,0.3198026621248573,0.76
356,linear,400,500,50,40,IHT,0.20900918287225068,0.76
357,linear,400,500,50,40,HTP_jit,0.26857760013081133,1.0
358,linear,400,500,50,40,HTP,2.383044794900343,1.0
359,linear,400,500,50,40,CVXPY,0.08240941003896296,0.94
360,linear,500,500,50,41,SCOPE,13.132892834022641,1.0
361,linear,500,500,50,41,SCOPE_jit,0.965069301892072,1.0
362,linear,500,500,50,41,GraSP,1.69522530795075,1.0
363,linear,500,500,50,41,GraSP_jit,0.4474927799310535,1.0
364,linear,500,500,50,41,IHT_jit,0.37922068196348846,0.86
365,linear,500,500,50,41,IHT,0.4364048740826547,0.86
366,linear,500,500,50,41,HTP_jit,0.29397111502476037,1.0
367,linear,500,500,50,41,HTP,2.4664231068454683,1.0
368,linear,500,500,50,41,CVXPY,0.8283709329552948,0.98
369,linear,500,500,50,42,SCOPE,10.638998090988025,1.0
370,linear,500,500,50,42,SCOPE_jit,1.1184308610390872,1.0
371,linear,500,500,50,42,GraSP,1.8136573841329664,1.0
372,linear,500,500,50,42,GraSP_jit,0.3570640191901475,1.0
373,linear,500,500,50,42,IHT_jit,0.5640462760347873,0.98
374,linear,500,500,50,42,IHT,0.6475910888984799,0.98
375,linear,500,500,50,42,HTP_jit,0.36350079416297376,1.0
376,linear,500,500,50,42,HTP,1.6629581949673593,1.0
377,linear,500,500,50,42,CVXPY,0.2094164341688156,1.0
378,linear,500,500,50,43,SCOPE,9.4131274248939,1.0
379,linear,500,500,50,43,SCOPE_jit,0.9848667089827359,1.0
380,linear,500,500,50,43,GraSP,2.207585785072297,1.0
381,linear,500,500,50,43,GraSP_jit,0.5071652398910373,1.0
382,linear,500,500,50,43,IHT_jit,0.3604108518920839,0.64
383,linear,500,500,50,43,IHT,0.3571356951724738,0.64
384,linear,500,500,50,43,HTP_jit,0.3122380319982767,1.0
385,linear,500,500,50,43,HTP,1.8462187920231372,1.0
386,linear,500,500,50,43,CVXPY,0.6255358550697565,0.98
387,linear,500,500,50,44,SCOPE,7.465523079968989,1.0
388,linear,500,500,50,44,SCOPE_jit,0.8967288199346513,1.0
389,linear,500,500,50,44,GraSP,2.9301890779752284,1.0
390,linear,500,500,50,44,GraSP_jit,0.507987029151991,1.0
391,linear,500,500,50,44,IHT_jit,0.32580948690883815,0.82
392,linear,500,500,50,44,IHT,0.48343834187835455,0.82
393,linear,500,500,50,44,HTP_jit,0.3510248400270939,1.0
394,linear,500,500,50,44,HTP,2.920199607964605,1.0
395,linear,500,500,50,44,CVXPY,0.09495817008428276,1.0
396,linear,500,500,50,45,SCOPE,10.558097403962165,1.0
397,linear,500,500,50,45,SCOPE_jit,0.9634134110528976,1.0
398,linear,500,500,50,45,GraSP,1.86779550393112,1.0
399,linear,500,500,50,45,GraSP_jit,0.4032727018930018,1.0
400,linear,500,500,50,45,IHT_jit,0.30631547793745995,0.8
401,linear,500,500,50,45,IHT,0.22887210897170007,0.8
402,linear,500,500,50,45,HTP_jit,0.4025820419192314,1.0
403,linear,500,500,50,45,HTP,3.1110556290950626,1.0
404,linear,500,500,50,45,CVXPY,0.17970322794280946,0.98
405,linear,500,500,50,46,SCOPE,8.610162576194853,1.0
406,linear,500,500,50,46,SCOPE_jit,1.089378842851147,1.0
407,linear,500,500,50,46,GraSP,1.851562940981239,1.0
408,linear,500,500,50,46,GraSP_jit,0.3944298920687288,1.0
409,linear,500,500,50,46,IHT_jit,0.410841102944687,0.84
410,linear,500,500,50,46,IHT,0.525855875806883,0.84
411,linear,500,500,50,46,HTP_jit,0.469961459049955,1.0
412,linear,500,500,50,46,HTP,2.31082856701687,1.0
413,linear,500,500,50,46,CVXPY,0.6375123830512166,1.0
414,linear,500,500,50,47,SCOPE,10.543717110995203,1.0
415,linear,500,500,50,47,SCOPE_jit,0.8745450610294938,1.0
416,linear,500,500,50,47,GraSP,3.944218604126945,1.0
417,linear,500,500,50,47,GraSP_jit,0.7059599950443953,1.0
418,linear,500,500,50,47,IHT_jit,0.3145068578887731,0.9
419,linear,500,500,50,47,IHT,0.4755158219486475,0.9
420,linear,500,500,50,47,HTP_jit,0.3573594081681222,1.0
421,linear,500,500,50,47,HTP,2.336577630136162,1.0
422,linear,500,500,50,47,CVXPY,0.10821023816242814,1.0
423,linear,500,500,50,48,SCOPE,13.016059709014371,1.0
424,linear,500,500,50,48,SCOPE_jit,1.0071453920099884,1.0
425,linear,500,500,50,48,GraSP,2.1531865089200437,1.0
426,linear,500,500,50,48,GraSP_jit,0.3739375660661608,1.0
427,linear,500,500,50,48,IHT_jit,0.25402310700155795,0.94
428,linear,500,500,50,48,IHT,0.4659764270763844,0.94
429,linear,500,500,50,48,HTP_jit,0.6592347288969904,1.0
430,linear,500,500,50,48,HTP,3.327616527909413,1.0
431,linear,500,500,50,48,CVXPY,0.6637165888678282,0.98
432,linear,500,500,50,49,SCOPE,10.005776734789833,1.0
433,linear,500,500,50,49,SCOPE_jit,1.2515520518645644,1.0
434,linear,500,500,50,49,GraSP,1.6375350810121745,1.0
435,linear,500,500,50,49,GraSP_jit,0.453517486108467,1.0
436,linear,500,500,50,49,IHT_jit,0.2770315238740295,0.84
