,model,n,p,k,seed,method,time,accuracy
416,linear,900,500,50,83,GraSP_jit,0.38549315300770104,1.0
417,linear,900,500,50,83,IHT_jit,0.3526677028276026,1.0
418,linear,900,500,50,83,HTP_jit,0.26186914020217955,1.0
419,linear,900,500,50,83,CVXPY,1.5335949228610843,1.0
420,linear,900,500,50,84,SCOPE_jit,0.717759707942605,1.0
421,linear,900,500,50,84,GraSP_jit,0.36741048586554825,1.0
422,linear,900,500,50,84,IHT_jit,0.3350757190492004,1.0
423,linear,900,500,50,84,HTP_jit,0.6191815349739045,1.0
424,linear,900,500,50,84,CVXPY,0.28433281113393605,0.96
425,linear,900,500,50,85,SCOPE_jit,0.974014155799523,1.0
426,linear,900,500,50,85,GraSP_jit,0.6183164741378278,1.0
427,linear,900,500,50,85,IHT_jit,0.6530935491900891,1.0
428,linear,900,500,50,85,HTP_jit,0.737645526882261,1.0
429,linear,900,500,50,85,CVXPY,0.26666618604213,1.0
430,linear,900,500,50,86,SCOPE_jit,0.8945321158971637,1.0
431,linear,900,500,50,86,GraSP_jit,0.7784949340857565,1.0
432,linear,900,500,50,86,IHT_jit,0.7864943919703364,1.0
433,linear,900,500,50,86,HTP_jit,0.727351957000792,1.0
434,linear,900,500,50,86,CVXPY,0.1824738869909197,0.98
435,linear,900,500,50,87,SCOPE_jit,0.7264567690435797,1.0
436,linear,900,500,50,87,GraSP_jit,0.6317022580187768,1.0
437,linear,900,500,50,87,IHT_jit,0.6505968950223178,1.0
438,linear,900,500,50,87,HTP_jit,0.5314853289164603,1.0
439,linear,900,500,50,87,CVXPY,0.1513607760425657,0.98
440,linear,900,500,50,88,SCOPE_jit,0.5378762111067772,1.0
441,linear,900,500,50,88,GraSP_jit,0.3815666208975017,1.0
442,linear,900,500,50,88,IHT_jit,0.6284342010039836,1.0
443,linear,900,500,50,88,HTP_jit,0.3189365011639893,1.0
444,linear,900,500,50,88,CVXPY,0.38597596809268,0.98
445,linear,900,500,50,89,SCOPE_jit,1.2305532109458,1.0
446,linear,900,500,50,89,GraSP_jit,5.54393413499929,1.0
447,linear,900,500,50,89,IHT_jit,0.36868736194446683,1.0
448,linear,900,500,50,89,HTP_jit,0.49322418589144945,1.0
449,linear,900,500,50,89,CVXPY,0.1932833690661937,0.96
450,linear,1000,500,50,90,SCOPE_jit,0.4998021919745952,1.0
451,linear,1000,500,50,90,GraSP_jit,0.31926987785845995,1.0
452,linear,1000,500,50,90,IHT_jit,0.21857914002612233,1.0
453,linear,1000,500,50,90,HTP_jit,0.34673927701078355,1.0
454,linear,1000,500,50,90,CVXPY,0.24850979610346258,0.98
455,linear,1000,500,50,91,SCOPE_jit,0.9557405470404774,1.0
456,linear,1000,500,50,91,GraSP_jit,0.6182704870589077,1.0
457,linear,1000,500,50,91,IHT_jit,0.44294727710075676,1.0
458,linear,1000,500,50,91,HTP_jit,0.4968335060402751,1.0
459,linear,1000,500,50,91,CVXPY,0.3571093559730798,1.0
460,linear,1000,500,50,92,SCOPE_jit,0.8207446651067585,1.0
461,linear,1000,500,50,92,GraSP_jit,0.8330800919793546,1.0
462,linear,1000,500,50,92,IHT_jit,0.5885370341129601,1.0
463,linear,1000,500,50,92,HTP_jit,0.6838907471392304,1.0
464,linear,1000,500,50,92,CVXPY,0.28380354098044336,1.0
465,linear,1000,500,50,93,SCOPE_jit,0.9078271379694343,1.0
466,linear,1000,500,50,93,GraSP_jit,0.49350823485292494,1.0
467,linear,1000,500,50,93,IHT_jit,0.3326544580049813,1.0
468,linear,1000,500,50,93,HTP_jit,0.5021628618706018,1.0
469,linear,1000,500,50,93,CVXPY,0.2504433039575815,0.08
470,linear,1000,500,50,94,SCOPE_jit,0.7370241500902921,1.0
471,linear,1000,500,50,94,GraSP_jit,2.645265822065994,1.0
472,linear,1000,500,50,94,IHT_jit,0.41843717615120113,1.0
473,linear,1000,500,50,94,HTP_jit,0.3210324798710644,1.0
474,linear,1000,500,50,94,CVXPY,0.25280716503039,1.0
475,linear,1000,500,50,95,SCOPE_jit,1.2873990710359067,1.0
476,linear,1000,500,50,95,GraSP_jit,0.46734022605232894,1.0
477,linear,1000,500,50,95,IHT_jit,0.30918271699920297,1.0
478,linear,1000,500,50,95,HTP_jit,0.5113117180299014,1.0
479,linear,1000,500,50,95,CVXPY,0.30513443308882415,0.48
480,linear,1000,500,50,96,SCOPE_jit,1.0942521470133215,1.0
481,linear,1000,500,50,96,GraSP_jit,0.4207484850194305,1.0
482,linear,1000,500,50,96,IHT_jit,0.34817261388525367,1.0
483,linear,1000,500,50,96,HTP_jit,0.35571527504362166,1.0
484,linear,1000,500,50,96,CVXPY,0.2767679279204458,0.98
485,linear,1000,500,50,97,SCOPE_jit,0.6842953979503363,1.0
486,linear,1000,500,50,97,GraSP_jit,0.5928550639655441,1.0
487,linear,1000,500,50,97,IHT_jit,0.35300945094786584,1.0
488,linear,1000,500,50,97,HTP_jit,0.425670854980126,1.0
489,linear,1000,500,50,97,CVXPY,0.14965157001279294,0.98
490,linear,1000,500,50,98,SCOPE_jit,0.966868428979069,1.0
491,linear,1000,500,50,98,GraSP_jit,0.6649488520342857,1.0
492,linear,1000,500,50,98,IHT_jit,0.44833638914860785,1.0
493,linear,1000,500,50,98,HTP_jit,0.4968061652034521,1.0
494,linear,1000,500,50,98,CVXPY,0.40668557211756706,0.98
495,linear,1000,500,50,99,SCOPE_jit,0.8429263951256871,1.0
496,linear,1000,500,50,99,GraSP_jit,0.33421206707134843,1.0
497,linear,1000,500,50,99,IHT_jit,0.23343013506382704,1.0
498,linear,1000,500,50,99,HTP_jit,0.4423590281512588,1.0
499,linear,1000,500,50,99,CVXPY,0.31128830392844975,1.0
500,logistic,100,500,50,100,SCOPE_jit,0.934013209072873,0.2
501,logistic,100,500,50,100,GraSP_jit,0.9609500039368868,0.22
502,logistic,100,500,50,100,IHT_jit,0.31939240195788443,0.22
503,logistic,100,500,50,100,HTP_jit,0.3649687001015991,0.22
504,logistic,100,500,50,100,CVXPY,0.1886740899644792,0.26
505,logistic,100,500,50,101,SCOPE_jit,3.470790343126282,0.34
506,logistic,100,500,50,101,GraSP_jit,1.4585424130782485,0.28
507,logistic,100,500,50,101,IHT_jit,0.5159845291636884,0.3
508,logistic,100,500,50,101,HTP_jit,0.6020132298581302,0.3
509,logistic,100,500,50,101,CVXPY,0.4037273961585015,0.26
510,logistic,100,500,50,102,SCOPE_jit,0.6833862459752709,0.18
511,logistic,100,500,50,102,GraSP_jit,0.5468726370017976,0.24
512,logistic,100,500,50,102,IHT_jit,0.2844501161016524,0.24
513,logistic,100,500,50,102,HTP_jit,0.6242577258963138,0.24
514,logistic,100,500,50,102,CVXPY,0.16284969099797308,0.3
515,logistic,100,500,50,103,SCOPE_jit,0.7335229290183634,0.18
516,logistic,100,500,50,103,GraSP_jit,0.9800984989851713,0.26
517,logistic,100,500,50,103,IHT_jit,0.46173376007936895,0.26
518,logistic,100,500,50,103,HTP_jit,0.5786775918677449,0.26
519,logistic,100,500,50,103,CVXPY,0.5061441829893738,0.36
520,logistic,100,500,50,104,SCOPE_jit,1.4088322739116848,0.18
521,logistic,100,500,50,104,GraSP_jit,0.6787049130070955,0.22
522,logistic,100,500,50,104,IHT_jit,0.3465272239409387,0.24
523,logistic,100,500,50,104,HTP_jit,0.4694941369816661,0.24
524,logistic,100,500,50,104,CVXPY,0.3871271188836545,0.26
525,logistic,100,500,50,105,SCOPE_jit,1.007407785160467,0.1
526,logistic,100,500,50,105,GraSP_jit,0.37587325694039464,0.24
527,logistic,100,500,50,105,IHT_jit,0.3770333679858595,0.24
528,logistic,100,500,50,105,HTP_jit,0.6124465139582753,0.24
529,logistic,100,500,50,105,CVXPY,0.2798982630483806,0.2
530,logistic,100,500,50,106,SCOPE_jit,2.5491446719970554,0.2
531,logistic,100,500,50,106,GraSP_jit,0.609095323830843,0.22
532,logistic,100,500,50,106,IHT_jit,0.6346657369285822,0.24
533,logistic,100,500,50,106,HTP_jit,0.4529514699243009,0.24
534,logistic,100,500,50,106,CVXPY,0.16940728691406548,0.22
535,logistic,100,500,50,107,SCOPE_jit,1.4141621079761535,0.26
536,logistic,100,500,50,107,GraSP_jit,1.7810953159350902,0.26
537,logistic,100,500,50,107,IHT_jit,0.5366146620362997,0.32
538,logistic,100,500,50,107,HTP_jit,0.6864133370108902,0.32
539,logistic,100,500,50,107,CVXPY,0.31667436799034476,0.34
540,logistic,100,500,50,108,SCOPE_jit,0.9416670300997794,0.04
541,logistic,100,500,50,108,GraSP_jit,0.720378546975553,0.14
542,logistic,100,500,50,108,IHT_jit,0.5042421610560268,0.2
543,logistic,100,500,50,108,HTP_jit,0.5077439160086215,0.2
544,logistic,100,500,50,108,CVXPY,0.2510445499792695,0.2
545,logistic,100,500,50,109,SCOPE_jit,0.7488799751736224,0.14
546,logistic,100,500,50,109,GraSP_jit,1.3001698828302324,0.28
547,logistic,100,500,50,109,IHT_jit,0.4543871630448848,0.3
548,logistic,100,500,50,109,HTP_jit,0.5368234019260854,0.3
549,logistic,100,500,50,109,CVXPY,0.37914118519984186,0.34
550,logistic,200,500,50,110,SCOPE_jit,1.276518268045038,0.16
551,logistic,200,500,50,110,GraSP_jit,2.684109444031492,0.3
552,logistic,200,500,50,110,IHT_jit,0.41746118594892323,0.42
553,logistic,200,500,50,110,HTP_jit,0.3855401191394776,0.42
554,logistic,200,500,50,110,CVXPY,1.080311126075685,0.46
555,logistic,200,500,50,111,SCOPE_jit,1.6973242240492254,0.34
556,logistic,200,500,50,111,GraSP_jit,1.647014623042196,0.38
557,logistic,200,500,50,111,IHT_jit,0.6588890799321234,0.4
558,logistic,200,500,50,111,HTP_jit,0.5158469299785793,0.4
559,logistic,200,500,50,111,CVXPY,0.4675647150725126,0.46
560,logistic,200,500,50,112,SCOPE_jit,0.8772012609988451,0.3
561,logistic,200,500,50,112,GraSP_jit,1.7819596859626472,0.44
562,logistic,200,500,50,112,IHT_jit,0.5076440200209618,0.42
563,logistic,200,500,50,112,HTP_jit,0.3099383171647787,0.42
564,logistic,200,500,50,112,CVXPY,1.1439301599748433,0.48
565,logistic,200,500,50,113,SCOPE_jit,0.9470033610705286,0.22
566,logistic,200,500,50,113,GraSP_jit,5.402218932053074,0.34
567,logistic,200,500,50,113,IHT_jit,0.45294790994375944,0.4
568,logistic,200,500,50,113,HTP_jit,0.2473737800028175,0.4
569,logistic,200,500,50,113,CVXPY,0.584402116946876,0.4
570,logistic,200,500,50,114,SCOPE_jit,1.1026726351119578,0.14
571,logistic,200,500,50,114,GraSP_jit,1.3658782469574362,0.28
572,logistic,200,500,50,114,IHT_jit,0.41924332710914314,0.36
573,logistic,200,500,50,114,HTP_jit,0.39106460218317807,0.36
574,logistic,200,500,50,114,CVXPY,0.5638332238886505,0.42
575,logistic,200,500,50,115,SCOPE_jit,0.6175337319727987,0.24
576,logistic,200,500,50,115,GraSP_jit,1.9605531841516495,0.44
577,logistic,200,500,50,115,IHT_jit,0.20932945609092712,0.38
578,logistic,200,500,50,115,HTP_jit,0.48038326809182763,0.38
579,logistic,200,500,50,115,CVXPY,0.43434155196882784,0.48
580,logistic,200,500,50,116,SCOPE_jit,0.5323956590145826,0.3
581,logistic,200,500,50,116,GraSP_jit,0.9218730579596013,0.42
582,logistic,200,500,50,116,IHT_jit,0.25916237314231694,0.38
583,logistic,200,500,50,116,HTP_jit,0.24875506293028593,0.38
584,logistic,200,500,50,116,CVXPY,0.5279268180020154,0.4
585,logistic,200,500,50,117,SCOPE_jit,0.7058071421924978,0.26
586,logistic,200,500,50,117,GraSP_jit,0.636268611997366,0.36
587,logistic,200,500,50,117,IHT_jit,0.34414552990347147,0.38
588,logistic,200,500,50,117,HTP_jit,0.27251573698595166,0.38
589,logistic,200,500,50,117,CVXPY,0.5031683531124145,0.44
590,logistic,200,500,50,118,SCOPE_jit,0.65783681999892,0.26
591,logistic,200,500,50,118,GraSP_jit,1.3994007741566747,0.26
592,logistic,200,500,50,118,IHT_jit,0.24741655914112926,0.36
593,logistic,200,500,50,118,HTP_jit,0.23955876007676125,0.36
594,logistic,200,500,50,118,CVXPY,0.4402430369518697,0.36
595,logistic,200,500,50,119,SCOPE_jit,1.498024431988597,0.3
596,logistic,200,500,50,119,GraSP_jit,1.771579657914117,0.5
597,logistic,200,500,50,119,IHT_jit,0.45212855702266097,0.52
598,logistic,200,500,50,119,HTP_jit,0.6542757169809192,0.46
599,logistic,200,500,50,119,CVXPY,0.7870174800045788,0.56
600,logistic,300,500,50,120,SCOPE_jit,2.161466748919338,0.5
601,logistic,300,500,50,120,GraSP_jit,9.174139796989039,0.52
602,logistic,300,500,50,120,IHT_jit,0.33396628499031067,0.6
603,logistic,300,500,50,120,HTP_jit,0.6716933757998049,0.58
604,logistic,300,500,50,120,CVXPY,0.9066369428765029,0.6
605,logistic,300,500,50,121,SCOPE_jit,0.9529001049231738,0.4
606,logistic,300,500,50,121,GraSP_jit,7.792429846944287,0.56
607,logistic,300,500,50,121,IHT_jit,0.544867604970932,0.52
608,logistic,300,500,50,121,HTP_jit,0.3489138539880514,0.5
609,logistic,300,500,50,121,CVXPY,0.8706820029765368,0.56
610,logistic,300,500,50,122,SCOPE_jit,0.8648519469425082,0.52
611,logistic,300,500,50,122,GraSP_jit,5.191864731023088,0.46
612,logistic,300,500,50,122,IHT_jit,0.3124565070029348,0.52
613,logistic,300,500,50,122,HTP_jit,0.5631086730863899,0.52
614,logistic,300,500,50,122,CVXPY,0.979093864094466,0.6
615,logistic,300,500,50,123,SCOPE_jit,0.9133292278274894,0.36
616,logistic,300,500,50,123,GraSP_jit,2.1628732681274414,0.46
617,logistic,300,500,50,123,IHT_jit,0.3126535580959171,0.54
618,logistic,300,500,50,123,HTP_jit,0.3509953508619219,0.52
619,logistic,300,500,50,123,CVXPY,0.9155025379732251,0.56
620,logistic,300,500,50,124,SCOPE_jit,0.8861478241160512,0.34
621,logistic,300,500,50,124,GraSP_jit,3.964395910035819,0.5
622,logistic,300,500,50,124,IHT_jit,0.2801006759982556,0.58
623,logistic,300,500,50,124,HTP_jit,0.3676391770131886,0.56
624,logistic,300,500,50,124,CVXPY,0.851027695927769,0.6
625,logistic,300,500,50,125,SCOPE_jit,0.9899104288779199,0.38
626,logistic,300,500,50,125,GraSP_jit,3.0536019888240844,0.52
627,logistic,300,500,50,125,IHT_jit,0.3001468770671636,0.52
628,logistic,300,500,50,125,HTP_jit,0.29515507793985307,0.54
629,logistic,300,500,50,125,CVXPY,0.8045818691607565,0.56
630,logistic,300,500,50,126,SCOPE_jit,2.567781233927235,0.34
631,logistic,300,500,50,126,GraSP_jit,12.869733879109845,0.48
632,logistic,300,500,50,126,IHT_jit,0.3030953579582274,0.42
633,logistic,300,500,50,126,HTP_jit,0.4309397409670055,0.42
634,logistic,300,500,50,126,CVXPY,1.1585739019792527,0.54
635,logistic,300,500,50,127,SCOPE_jit,1.3210905638989061,0.4
636,logistic,300,500,50,127,GraSP_jit,8.897888456936926,0.5
637,logistic,300,500,50,127,IHT_jit,0.4288272529374808,0.58
638,logistic,300,500,50,127,HTP_jit,0.3932383069768548,0.58
639,logistic,300,500,50,127,CVXPY,0.9015581319108605,0.64
640,logistic,300,500,50,128,SCOPE_jit,1.053757696878165,0.4
641,logistic,300,500,50,128,GraSP_jit,7.6332441018894315,0.44
642,logistic,300,500,50,128,IHT_jit,0.28833117382600904,0.52
643,logistic,300,500,50,128,HTP_jit,0.46011511888355017,0.56
644,logistic,300,500,50,128,CVXPY,0.8397065189201385,0.56
645,logistic,300,500,50,129,SCOPE_jit,1.0823939349502325,0.4
646,logistic,300,500,50,129,GraSP_jit,7.146150262095034,0.48
647,logistic,300,500,50,129,IHT_jit,0.3916548800189048,0.5
648,logistic,300,500,50,129,HTP_jit,0.2913892481010407,0.46
649,logistic,300,500,50,129,CVXPY,0.9294500870164484,0.58
650,logistic,400,500,50,130,SCOPE_jit,1.328776157926768,0.54
651,logistic,400,500,50,130,GraSP_jit,8.108634823933244,0.66
652,logistic,400,500,50,130,IHT_jit,0.2970047469716519,0.6
653,logistic,400,500,50,130,HTP_jit,0.34602167387492955,0.6
654,logistic,400,500,50,130,CVXPY,1.6466065410058945,0.68
655,logistic,400,500,50,131,SCOPE_jit,1.31857465300709,0.62
656,logistic,400,500,50,131,GraSP_jit,7.5774723859503865,0.7
657,logistic,400,500,50,131,IHT_jit,0.24151453911326826,0.6
658,logistic,400,500,50,131,HTP_jit,0.2787066111341119,0.6
659,logistic,400,500,50,131,CVXPY,1.5326420220080763,0.64
660,logistic,400,500,50,132,SCOPE_jit,1.4063169590663165,0.56
661,logistic,400,500,50,132,GraSP_jit,8.805342770880088,0.62
662,logistic,400,500,50,132,IHT_jit,0.2980099830310792,0.68
663,logistic,400,500,50,132,HTP_jit,0.28543346119113266,0.74
664,logistic,400,500,50,132,CVXPY,1.5493757540825754,0.66
665,logistic,400,500,50,133,SCOPE_jit,0.7830936089158058,0.48
666,logistic,400,500,50,133,GraSP_jit,10.460134555120021,0.56
667,logistic,400,500,50,133,IHT_jit,0.42561359610408545,0.58
668,logistic,400,500,50,133,HTP_jit,0.37884206301532686,0.66
669,logistic,400,500,50,133,CVXPY,1.6395030010025948,0.7
670,logistic,400,500,50,134,SCOPE_jit,1.1911222729831934,0.58
671,logistic,400,500,50,134,GraSP_jit,9.067014842992648,0.68
672,logistic,400,500,50,134,IHT_jit,0.2869263868778944,0.68
673,logistic,400,500,50,134,HTP_jit,0.3227043708320707,0.64
674,logistic,400,500,50,134,CVXPY,1.4821359098423272,0.68
675,logistic,400,500,50,135,SCOPE_jit,1.150582413887605,0.62
676,logistic,400,500,50,135,GraSP_jit,8.216437228955328,0.54
677,logistic,400,500,50,135,IHT_jit,0.259935291018337,0.66
678,logistic,400,500,50,135,HTP_jit,0.3099753849674016,0.68
679,logistic,400,500,50,135,CVXPY,2.1356180789880455,0.62
680,logistic,400,500,50,136,SCOPE_jit,1.0459041008725762,0.62
681,logistic,400,500,50,136,GraSP_jit,7.599232404958457,0.7
682,logistic,400,500,50,136,IHT_jit,0.2259263270534575,0.68
683,logistic,400,500,50,136,HTP_jit,0.26238680980168283,0.7
684,logistic,400,500,50,136,CVXPY,1.731105581857264,0.72
685,logistic,400,500,50,137,SCOPE_jit,0.8553673040587455,0.66
686,logistic,400,500,50,137,GraSP_jit,7.434281806927174,0.68
687,logistic,400,500,50,137,IHT_jit,0.2258060430176556,0.68
688,logistic,400,500,50,137,HTP_jit,0.25255438312888145,0.64
689,logistic,400,500,50,137,CVXPY,1.700722728855908,0.68
690,logistic,400,500,50,138,SCOPE_jit,1.2079294079449028,0.64
691,logistic,400,500,50,138,GraSP_jit,6.934937956975773,0.58
692,logistic,400,500,50,138,IHT_jit,0.2509251039009541,0.66
693,logistic,400,500,50,138,HTP_jit,0.2506331230979413,0.68
694,logistic,400,500,50,138,CVXPY,1.4867049609310925,0.7
695,logistic,400,500,50,139,SCOPE_jit,1.335704118013382,0.54
696,logistic,400,500,50,139,GraSP_jit,8.071345335803926,0.56
697,logistic,400,500,50,139,IHT_jit,0.2894171681255102,0.66
698,logistic,400,500,50,139,HTP_jit,0.3191534571815282,0.66
699,logistic,400,500,50,139,CVXPY,1.7514148019254208,0.7
700,logistic,500,500,50,140,SCOPE_jit,1.671823751879856,0.84
701,logistic,500,500,50,140,GraSP_jit,2.603811030043289,0.68
702,logistic,500,500,50,140,IHT_jit,0.69107302906923,0.7
703,logistic,500,500,50,140,HTP_jit,0.44086181884631515,0.74
704,logistic,500,500,50,140,CVXPY,2.5264750730711967,0.76
705,logistic,500,500,50,141,SCOPE_jit,3.4909968208521605,0.76
706,logistic,500,500,50,141,GraSP_jit,7.908658774103969,0.72
707,logistic,500,500,50,141,IHT_jit,0.26033946801908314,0.86
708,logistic,500,500,50,141,HTP_jit,0.3508415059186518,0.86
709,logistic,500,500,50,141,CVXPY,3.0714480779133737,0.84
710,logistic,500,500,50,142,SCOPE_jit,4.258797907968983,0.72
711,logistic,500,500,50,142,GraSP_jit,9.994391542160884,0.76
712,logistic,500,500,50,142,IHT_jit,0.3183268990833312,0.76
713,logistic,500,500,50,142,HTP_jit,0.3324869330972433,0.78
714,logistic,500,500,50,142,CVXPY,2.74769507185556,0.8
715,logistic,500,500,50,143,SCOPE_jit,1.6385849181097,0.86
716,logistic,500,500,50,143,GraSP_jit,8.593313802964985,0.74
717,logistic,500,500,50,143,IHT_jit,0.2991700619459152,0.8
718,logistic,500,500,50,143,HTP_jit,0.3216774361208081,0.76
719,logistic,500,500,50,143,CVXPY,3.5010958758648485,0.78
720,logistic,500,500,50,144,SCOPE_jit,1.0687971578445286,0.66
721,logistic,500,500,50,144,GraSP_jit,8.370350933168083,0.76
722,logistic,500,500,50,144,IHT_jit,0.3119722658302635,0.68
723,logistic,500,500,50,144,HTP_jit,0.32640914898365736,0.7
724,logistic,500,500,50,144,CVXPY,2.836248642997816,0.82
725,logistic,500,500,50,145,SCOPE_jit,1.3814061330631375,0.78
726,logistic,500,500,50,145,GraSP_jit,6.004660787060857,0.78
727,logistic,500,500,50,145,IHT_jit,0.3584424869623035,0.78
728,logistic,500,500,50,145,HTP_jit,0.32789720385335386,0.76
729,logistic,500,500,50,145,CVXPY,2.5197214370127767,0.76
730,logistic,500,500,50,146,SCOPE_jit,0.9877700270153582,0.64
731,logistic,500,500,50,146,GraSP_jit,8.808826103108004,0.62
732,logistic,500,500,50,146,IHT_jit,0.34832128998823464,0.68
733,logistic,500,500,50,146,HTP_jit,0.4119087809231132,0.66
734,logistic,500,500,50,146,CVXPY,3.108556245919317,0.72
735,logistic,500,500,50,147,SCOPE_jit,1.2177902050316334,0.7
736,logistic,500,500,50,147,GraSP_jit,4.345323086017743,0.68
737,logistic,500,500,50,147,IHT_jit,0.3070361940190196,0.72
738,logistic,500,500,50,147,HTP_jit,0.3868044239934534,0.76
739,logistic,500,500,50,147,CVXPY,2.4575678629335016,0.74
740,logistic,500,500,50,148,SCOPE_jit,0.9626169381663203,0.74
741,logistic,500,500,50,148,GraSP_jit,2.636518392013386,0.78
742,logistic,500,500,50,148,IHT_jit,0.3060377382207662,0.76
743,logistic,500,500,50,148,HTP_jit,0.308138778898865,0.76
744,logistic,500,500,50,148,CVXPY,3.5306531719397753,0.74
745,logistic,500,500,50,149,SCOPE_jit,1.154063736088574,0.82
746,logistic,500,500,50,149,GraSP_jit,8.499083504080772,0.72
747,logistic,500,500,50,149,IHT_jit,0.29612871794961393,0.7
748,logistic,500,500,50,149,HTP_jit,0.3813395439647138,0.68
749,logistic,500,500,50,149,CVXPY,2.8418533571530133,0.74
750,logistic,600,500,50,150,SCOPE_jit,2.5916226741392165,0.92
751,logistic,600,500,50,150,GraSP_jit,5.896053293021396,0.9
752,logistic,600,500,50,150,IHT_jit,0.2610079951118678,0.86
753,logistic,600,500,50,150,HTP_jit,0.3908686120994389,0.88
754,logistic,600,500,50,150,CVXPY,8.35086498199962,0.88
755,logistic,600,500,50,151,SCOPE_jit,1.6900772720109671,0.96
756,logistic,600,500,50,151,GraSP_jit,8.63948730006814,0.86
757,logistic,600,500,50,151,IHT_jit,0.3025569240562618,0.86
758,logistic,600,500,50,151,HTP_jit,0.3367915970738977,0.84
759,logistic,600,500,50,151,CVXPY,6.599709172034636,0.8
760,logistic,600,500,50,152,SCOPE_jit,1.3555120539385825,0.9
761,logistic,600,500,50,152,GraSP_jit,6.092078970046714,0.86
762,logistic,600,500,50,152,IHT_jit,0.2698829099535942,0.88
763,logistic,600,500,50,152,HTP_jit,0.35633548186160624,0.88
764,logistic,600,500,50,152,CVXPY,6.350504522910342,0.9
765,logistic,600,500,50,153,SCOPE_jit,1.647377150831744,0.98
766,logistic,600,500,50,153,GraSP_jit,2.610516307875514,0.84
767,logistic,600,500,50,153,IHT_jit,0.2887132859323174,0.9
768,logistic,600,500,50,153,HTP_jit,0.33489749603904784,0.82
769,logistic,600,500,50,153,CVXPY,5.935864862054586,0.82
770,logistic,600,500,50,154,SCOPE_jit,4.090207549976185,0.96
771,logistic,600,500,50,154,GraSP_jit,9.76129370299168,0.9
772,logistic,600,500,50,154,IHT_jit,0.36222649784758687,0.86
773,logistic,600,500,50,154,HTP_jit,0.27692897990345955,0.84
774,logistic,600,500,50,154,CVXPY,5.573844404192641,0.86
775,logistic,600,500,50,155,SCOPE_jit,1.1762239669915289,1.0
776,logistic,600,500,50,155,GraSP_jit,11.93018541415222,0.98
777,logistic,600,500,50,155,IHT_jit,0.2999807440210134,0.9
778,logistic,600,500,50,155,HTP_jit,0.306665776995942,0.86
779,logistic,600,500,50,155,CVXPY,4.769974532071501,0.8
780,logistic,600,500,50,156,SCOPE_jit,0.9213016780558974,0.9
781,logistic,600,500,50,156,GraSP_jit,6.185415358049795,0.86
782,logistic,600,500,50,156,IHT_jit,0.28898607287555933,0.8
783,logistic,600,500,50,156,HTP_jit,0.3156178679782897,0.84
784,logistic,600,500,50,156,CVXPY,5.4246866998728365,0.82
785,logistic,600,500,50,157,SCOPE_jit,0.8240210791118443,0.9
786,logistic,600,500,50,157,GraSP_jit,7.515009693102911,0.84
787,logistic,600,500,50,157,IHT_jit,0.2940183279570192,0.84
788,logistic,600,500,50,157,HTP_jit,0.27199332509189844,0.86
789,logistic,600,500,50,157,CVXPY,7.264506245963275,0.88
790,logistic,600,500,50,158,SCOPE_jit,1.7473501681815833,0.92
791,logistic,600,500,50,158,GraSP_jit,2.586499420925975,0.78
792,logistic,600,500,50,158,IHT_jit,0.3224611449986696,0.84
793,logistic,600,500,50,158,HTP_jit,0.2968669831752777,0.8
794,logistic,600,500,50,158,CVXPY,7.433312582084909,0.86
795,logistic,600,500,50,159,SCOPE_jit,1.3890134249813855,0.94
796,logistic,600,500,50,159,GraSP_jit,6.327744435984641,0.88
797,logistic,600,500,50,159,IHT_jit,0.3176697310991585,0.86
798,logistic,600,500,50,159,HTP_jit,0.2730968650430441,0.82
799,logistic,600,500,50,159,CVXPY,5.902023668866605,0.92
800,logistic,700,500,50,160,SCOPE_jit,2.976791806984693,0.96
801,logistic,700,500,50,160,GraSP_jit,9.365122233051807,1.0
802,logistic,700,500,50,160,IHT_jit,0.3116242520045489,0.94
803,logistic,700,500,50,160,HTP_jit,0.32562790089286864,0.9
804,logistic,700,500,50,160,CVXPY,4.637068127049133,0.86
805,logistic,700,500,50,161,SCOPE_jit,1.3328774310648441,0.98
806,logistic,700,500,50,161,GraSP_jit,7.574611297110096,0.96
807,logistic,700,500,50,161,IHT_jit,0.34711205889470875,0.92
808,logistic,700,500,50,161,HTP_jit,0.37207135488279164,0.92
809,logistic,700,500,50,161,CVXPY,7.23342852992937,0.88
810,logistic,700,500,50,162,SCOPE_jit,1.4775095419026911,1.0
811,logistic,700,500,50,162,GraSP_jit,7.060677104862407,0.96
812,logistic,700,500,50,162,IHT_jit,0.38648419198580086,0.92
813,logistic,700,500,50,162,HTP_jit,0.30378420697525144,0.88
814,logistic,700,500,50,162,CVXPY,9.796695998869836,0.9
815,logistic,700,500,50,163,SCOPE_jit,1.5585269008297473,0.94
816,logistic,700,500,50,163,GraSP_jit,11.234726249007508,0.94
817,logistic,700,500,50,163,IHT_jit,0.34902843297459185,0.92
818,logistic,700,500,50,163,HTP_jit,0.4511290271766484,0.9
819,logistic,700,500,50,163,CVXPY,8.343223777832463,0.9
820,logistic,700,500,50,164,SCOPE_jit,1.5010412018746138,0.98
821,logistic,700,500,50,164,GraSP_jit,11.236605475889519,1.0
822,logistic,700,500,50,164,IHT_jit,0.2840049699880183,0.9
823,logistic,700,500,50,164,HTP_jit,0.35517016402445734,0.92
824,logistic,700,500,50,164,CVXPY,9.205713680945337,0.86
825,logistic,700,500,50,165,SCOPE_jit,1.960052272072062,0.98
