,model,n,p,k,seed,method,time,accurary
812,ising,500,190,40,397,GraSP_jit,4.656506588915363,0.975
813,ising,500,190,40,397,IHT_jit,0.29919254197739065,1.0
814,ising,500,190,40,397,IHT,0.9100537719205022,1.0
815,ising,500,190,40,397,HTP_jit,0.4397329818457365,1.0
816,ising,500,190,40,397,HTP,4.052961521083489,1.0
817,ising,500,190,40,397,CVXPY,1.6578657219652086,0.925
818,ising,500,190,40,398,SCOPE,17.60304400906898,0.925
819,ising,500,190,40,398,SCOPE_jit,2.546532772947103,0.925
820,ising,500,190,40,398,GraSP,71.34770193998702,1.0
821,ising,500,190,40,398,GraSP_jit,3.6245063070673496,1.0
822,ising,500,190,40,398,IHT_jit,0.2590383489150554,0.85
823,ising,500,190,40,398,IHT,0.587000495987013,0.85
824,ising,500,190,40,398,HTP_jit,0.3580315171275288,0.95
825,ising,500,190,40,398,HTP,2.3156588890124112,0.95
826,ising,500,190,40,398,CVXPY,1.3800987810827792,0.825
827,ising,500,190,40,399,SCOPE,12.190599109046161,0.925
828,ising,500,190,40,399,SCOPE_jit,1.8859580450225621,0.925
829,ising,500,190,40,399,GraSP,70.24346541287377,1.0
830,ising,500,190,40,399,GraSP_jit,3.9536690930835903,1.0
831,ising,500,190,40,399,IHT_jit,0.2525449979584664,1.0
832,ising,500,190,40,399,IHT,0.8402946148999035,1.0
833,ising,500,190,40,399,HTP_jit,0.31827304093167186,1.0
834,ising,500,190,40,399,HTP,1.9573065319564193,1.0
835,ising,500,190,40,399,CVXPY,1.3501717830076814,0.95
836,ising,600,190,40,400,SCOPE,22.14457346405834,0.9
837,ising,600,190,40,400,SCOPE_jit,3.3219173499383032,0.9
838,ising,600,190,40,400,GraSP,91.03326332592405,0.975
839,ising,600,190,40,400,GraSP_jit,5.682934578042477,0.975
840,ising,600,190,40,400,IHT_jit,0.2769689420238137,0.9
841,ising,600,190,40,400,IHT,0.9738696371205151,0.9
842,ising,600,190,40,400,HTP_jit,0.5058295731432736,1.0
843,ising,600,190,40,400,HTP,4.0959077989682555,1.0
844,ising,600,190,40,400,CVXPY,1.6741670719347894,0.9
845,ising,600,190,40,401,SCOPE,16.592219613026828,1.0
846,ising,600,190,40,401,SCOPE_jit,2.567149077076465,1.0
847,ising,600,190,40,401,GraSP,76.85887764790095,1.0
848,ising,600,190,40,401,GraSP_jit,4.619163669878617,1.0
849,ising,600,190,40,401,IHT_jit,0.2708830339834094,1.0
850,ising,600,190,40,401,IHT,0.9917762561235577,1.0
851,ising,600,190,40,401,HTP_jit,0.3497967040166259,1.0
852,ising,600,190,40,401,HTP,1.8436500201933086,1.0
853,ising,600,190,40,401,CVXPY,2.296832673950121,0.975
854,ising,600,190,40,402,SCOPE,18.5791954100132,1.0
855,ising,600,190,40,402,SCOPE_jit,2.79418789409101,1.0
856,ising,600,190,40,402,GraSP,80.56277036690153,1.0
857,ising,600,190,40,402,GraSP_jit,4.710005639120936,1.0
858,ising,600,190,40,402,IHT_jit,0.25703891715966165,0.95
859,ising,600,190,40,402,IHT,0.667239811969921,0.95
860,ising,600,190,40,402,HTP_jit,0.3460430148988962,1.0
861,ising,600,190,40,402,HTP,2.0606431688647717,1.0
862,ising,600,190,40,402,CVXPY,1.9241837349254638,0.95
863,ising,600,190,40,403,SCOPE,8.630263953004032,0.5
864,ising,600,190,40,403,SCOPE_jit,1.3298763500060886,0.5
865,ising,600,190,40,403,GraSP,76.87782458704896,1.0
866,ising,600,190,40,403,GraSP_jit,4.667613499099389,1.0
867,ising,600,190,40,403,IHT_jit,0.2709211139008403,0.975
868,ising,600,190,40,403,IHT,0.7460667761042714,0.975
869,ising,600,190,40,403,HTP_jit,0.46267412696033716,1.0
870,ising,600,190,40,403,HTP,3.886014749063179,1.0
871,ising,600,190,40,403,CVXPY,1.9598025721497834,0.925
872,ising,600,190,40,404,SCOPE,7.844658948015422,0.625
873,ising,600,190,40,404,SCOPE_jit,1.207353460835293,0.625
874,ising,600,190,40,404,GraSP,72.38510743482038,1.0
875,ising,600,190,40,404,GraSP_jit,4.300546352053061,1.0
876,ising,600,190,40,404,IHT_jit,0.2720723650418222,0.95
877,ising,600,190,40,404,IHT,0.6866627181880176,0.95
878,ising,600,190,40,404,HTP_jit,0.41285761003382504,1.0
879,ising,600,190,40,404,HTP,3.1373470299877226,1.0
880,ising,600,190,40,404,CVXPY,2.000825647963211,0.95
881,ising,600,190,40,405,,,
882,ising,600,190,40,406,SCOPE,21.59000616101548,0.3
883,ising,600,190,40,406,SCOPE_jit,1.593755696900189,0.25
884,ising,600,190,40,406,GraSP,83.381302973954,0.975
885,ising,600,190,40,406,GraSP_jit,4.9496542329434305,0.975
886,ising,600,190,40,406,IHT_jit,0.25434671086259186,0.95
887,ising,600,190,40,406,IHT,0.6326837129890919,0.95
888,ising,600,190,40,406,HTP_jit,0.30687415902502835,0.95
889,ising,600,190,40,406,HTP,1.2554829528089613,0.95
890,ising,600,190,40,406,CVXPY,1.6960404149722308,0.925
891,ising,600,190,40,407,,,
892,ising,600,190,40,408,SCOPE,19.961239167954773,0.975
893,ising,600,190,40,408,SCOPE_jit,3.0731292960699648,0.975
894,ising,600,190,40,408,GraSP,4.78696378110908,1.0
895,ising,600,190,40,408,GraSP_jit,0.49578441493213177,1.0
896,ising,600,190,40,408,IHT_jit,0.25380348204635084,1.0
897,ising,600,190,40,408,IHT,0.6668003408703953,1.0
898,ising,600,190,40,408,HTP_jit,0.3508251761086285,1.0
899,ising,600,190,40,408,HTP,2.300149619812146,1.0
900,ising,600,190,40,408,CVXPY,1.9189288299530745,0.95
901,ising,600,190,40,409,SCOPE,13.686210294952616,0.975
902,ising,600,190,40,409,SCOPE_jit,1.9991024411283433,0.975
903,ising,600,190,40,409,GraSP,6.887610453180969,0.975
904,ising,600,190,40,409,GraSP_jit,0.6774087101221085,0.975
905,ising,600,190,40,409,IHT_jit,0.3086586210411042,0.975
906,ising,600,190,40,409,IHT,0.6727574949618429,0.975
907,ising,600,190,40,409,HTP_jit,0.3749693299178034,1.0
908,ising,600,190,40,409,HTP,2.7428103699348867,1.0
909,ising,600,190,40,409,CVXPY,1.8591992717701942,0.925
910,ising,600,190,40,410,SCOPE,19.045890722889453,0.9
911,ising,600,190,40,410,SCOPE_jit,2.554276557872072,0.925
912,ising,600,190,40,410,GraSP,99.31354047497734,0.95
913,ising,600,190,40,410,GraSP_jit,5.463544090045616,0.95
914,ising,600,190,40,410,IHT_jit,0.25679385382682085,0.95
915,ising,600,190,40,410,IHT,0.7103295691777021,0.95
916,ising,600,190,40,410,HTP_jit,0.525436369003728,0.925
917,ising,600,190,40,410,HTP,5.111404814058915,0.925
918,ising,600,190,40,410,CVXPY,2.0202852999791503,0.875
919,ising,600,190,40,411,SCOPE,20.81032367818989,0.8
920,ising,600,190,40,411,SCOPE_jit,2.730464931111783,0.975
921,ising,600,190,40,411,GraSP,79.82247419608757,1.0
922,ising,600,190,40,411,GraSP_jit,4.712700305972248,1.0
923,ising,600,190,40,411,IHT_jit,0.2884213209617883,0.975
924,ising,600,190,40,411,IHT,0.9495525870006531,0.975
925,ising,600,190,40,411,HTP_jit,0.33130271593108773,0.975
926,ising,600,190,40,411,HTP,1.769807290052995,0.975
927,ising,600,190,40,411,CVXPY,2.3420322239398956,0.9
928,ising,600,190,40,412,SCOPE,12.341502857161686,0.95
929,ising,600,190,40,412,SCOPE_jit,2.0321192478295416,0.95
930,ising,600,190,40,412,GraSP,3.0302456649951637,1.0
931,ising,600,190,40,412,GraSP_jit,0.4077178849838674,1.0
932,ising,600,190,40,412,IHT_jit,0.2537829040084034,1.0
933,ising,600,190,40,412,IHT,0.5385741549544036,1.0
934,ising,600,190,40,412,HTP_jit,0.3416696221102029,1.0
935,ising,600,190,40,412,HTP,1.9223062139935791,1.0
936,ising,600,190,40,412,CVXPY,1.8141492418944836,0.95
937,ising,600,190,40,413,SCOPE,12.589519605971873,1.0
938,ising,600,190,40,413,SCOPE_jit,2.0102013288997114,1.0
939,ising,600,190,40,413,GraSP,6.870007022982463,1.0
940,ising,600,190,40,413,GraSP_jit,0.6190667429473251,1.0
941,ising,600,190,40,413,IHT_jit,0.28561431006528437,0.975
942,ising,600,190,40,413,IHT,0.9880734831094742,0.975
943,ising,600,190,40,413,HTP_jit,0.4163325000554323,1.0
944,ising,600,190,40,413,HTP,2.94413014408201,1.0
945,ising,600,190,40,413,CVXPY,1.7477940458338708,0.95
946,ising,600,190,40,414,SCOPE,13.94677960081026,1.0
947,ising,600,190,40,414,SCOPE_jit,1.9071709541603923,1.0
948,ising,600,190,40,414,GraSP,4.259608628926799,1.0
949,ising,600,190,40,414,GraSP_jit,0.4998046818654984,1.0
950,ising,600,190,40,414,IHT_jit,0.27707445505075157,1.0
951,ising,600,190,40,414,IHT,0.8770424840040505,1.0
952,ising,600,190,40,414,HTP_jit,0.3363949710037559,1.0
953,ising,600,190,40,414,HTP,1.728480548132211,1.0
954,ising,600,190,40,414,CVXPY,1.9168815379962325,1.0
955,ising,600,190,40,415,SCOPE,11.082900975830853,0.65
956,ising,600,190,40,415,SCOPE_jit,1.5439325829502195,0.65
957,ising,600,190,40,415,GraSP,74.34959004004486,1.0
958,ising,600,190,40,415,GraSP_jit,4.559425384970382,1.0
959,ising,600,190,40,415,IHT_jit,0.25438018003478646,1.0
960,ising,600,190,40,415,IHT,0.6502573420293629,1.0
961,ising,600,190,40,415,HTP_jit,0.35412796190939844,1.0
962,ising,600,190,40,415,HTP,2.2363245650194585,1.0
963,ising,600,190,40,415,CVXPY,2.2377652020659298,0.95
964,ising,600,190,40,416,SCOPE,27.290982637088746,0.95
965,ising,600,190,40,416,SCOPE_jit,2.6812808429822326,1.0
966,ising,600,190,40,416,GraSP,86.50621621799655,1.0
967,ising,600,190,40,416,GraSP_jit,5.063361858949065,1.0
968,ising,600,190,40,416,IHT_jit,0.30017108214087784,0.95
969,ising,600,190,40,416,IHT,1.5273311408236623,0.95
970,ising,600,190,40,416,HTP_jit,0.40968172810971737,0.975
971,ising,600,190,40,416,HTP,3.436403037980199,0.975
972,ising,600,190,40,416,CVXPY,2.3485768870450556,0.9
973,ising,600,190,40,417,SCOPE,9.766588788013905,0.625
974,ising,600,190,40,417,SCOPE_jit,1.4038779120892286,0.625
975,ising,600,190,40,417,GraSP,83.99503493495286,1.0
976,ising,600,190,40,417,GraSP_jit,5.073901904979721,1.0
977,ising,600,190,40,417,IHT_jit,0.2665609559044242,0.975
978,ising,600,190,40,417,IHT,0.7669177451170981,0.975
979,ising,600,190,40,417,HTP_jit,0.37015787814743817,1.0
980,ising,600,190,40,417,HTP,2.7507124608382583,1.0
981,ising,600,190,40,417,CVXPY,1.9695817159954458,0.9
982,ising,600,190,40,418,,,
983,ising,600,190,40,419,SCOPE,19.657583839958534,0.975
984,ising,600,190,40,419,SCOPE_jit,2.898592879064381,0.975
985,ising,600,190,40,419,GraSP,86.00363844400272,1.0
986,ising,600,190,40,419,GraSP_jit,4.979376106988639,1.0
987,ising,600,190,40,419,IHT_jit,0.32929307711310685,0.925
988,ising,600,190,40,419,IHT,1.2050874861888587,0.925
989,ising,600,190,40,419,HTP_jit,0.41470979200676084,1.0
990,ising,600,190,40,419,HTP,3.270677396096289,1.0
991,ising,600,190,40,419,CVXPY,1.9878150229342282,0.925
992,ising,700,190,40,420,SCOPE,21.39743687910959,1.0
993,ising,700,190,40,420,SCOPE_jit,3.20881076506339,1.0
994,ising,700,190,40,420,GraSP,3.828376990975812,1.0
995,ising,700,190,40,420,GraSP_jit,0.46694247983396053,1.0
996,ising,700,190,40,420,IHT_jit,0.27259176201187074,0.975
997,ising,700,190,40,420,IHT,0.7662302970420569,0.975
998,ising,700,190,40,420,HTP_jit,0.4117991360835731,1.0
999,ising,700,190,40,420,HTP,3.081546212080866,1.0
1000,ising,700,190,40,420,CVXPY,2.8842189030256122,0.95
1001,ising,700,190,40,421,SCOPE,16.06337966909632,0.575
1002,ising,700,190,40,421,SCOPE_jit,2.526010164991021,0.575
1003,ising,700,190,40,421,GraSP,4.852436593035236,1.0
1004,ising,700,190,40,421,GraSP_jit,0.5542857961263508,1.0
1005,ising,700,190,40,421,IHT_jit,0.27433949592523277,0.95
1006,ising,700,190,40,421,IHT,0.7861525609623641,0.95
1007,ising,700,190,40,421,HTP_jit,0.44021572382189333,0.975
1008,ising,700,190,40,421,HTP,3.4206266081891954,0.975
1009,ising,700,190,40,421,CVXPY,2.6015099389478564,0.85
1010,ising,700,190,40,422,SCOPE,16.429536452982575,0.4
1011,ising,700,190,40,422,SCOPE_jit,2.234637286979705,0.4
1012,ising,700,190,40,422,GraSP,89.13446281803772,1.0
1013,ising,700,190,40,422,GraSP_jit,5.098431707825512,1.0
1014,ising,700,190,40,422,IHT_jit,0.300547095015645,1.0
1015,ising,700,190,40,422,IHT,0.8094457320403308,1.0
1016,ising,700,190,40,422,HTP_jit,0.415228916099295,1.0
1017,ising,700,190,40,422,HTP,3.061220407951623,1.0
1018,ising,700,190,40,422,CVXPY,2.3794455411843956,0.875
1019,ising,700,190,40,423,,,
1020,ising,700,190,40,424,SCOPE,22.85214916220866,0.975
1021,ising,700,190,40,424,SCOPE_jit,3.647263942984864,0.975
1022,ising,700,190,40,424,GraSP,4.238053431035951,1.0
1023,ising,700,190,40,424,GraSP_jit,0.5164583339355886,1.0
1024,ising,700,190,40,424,IHT_jit,0.29603980807587504,1.0
1025,ising,700,190,40,424,IHT,0.8529066790360957,1.0
1026,ising,700,190,40,424,HTP_jit,0.3424935098737478,1.0
1027,ising,700,190,40,424,HTP,1.602731523802504,1.0
1028,ising,700,190,40,424,CVXPY,2.9846122150775045,0.975
1029,ising,700,190,40,425,,,
1030,ising,700,190,40,426,SCOPE,8.483641865896061,0.65
1031,ising,700,190,40,426,SCOPE_jit,1.503781815059483,0.65
1032,ising,700,190,40,426,GraSP,84.72872049314901,1.0
1033,ising,700,190,40,426,GraSP_jit,5.274446394992992,1.0
1034,ising,700,190,40,426,IHT_jit,0.27480243891477585,0.95
1035,ising,700,190,40,426,IHT,0.753188394010067,0.95
1036,ising,700,190,40,426,HTP_jit,0.3725264058448374,1.0
1037,ising,700,190,40,426,HTP,2.7684664831031114,1.0
1038,ising,700,190,40,426,CVXPY,3.100355793023482,0.95
1039,ising,700,190,40,427,,,
1040,ising,700,190,40,428,SCOPE,19.951693120179698,0.975
1041,ising,700,190,40,428,SCOPE_jit,2.877633798168972,0.975
1042,ising,700,190,40,428,GraSP,85.43350860895589,1.0
1043,ising,700,190,40,428,GraSP_jit,5.251298208953813,1.0
1044,ising,700,190,40,428,IHT_jit,0.27819426800124347,1.0
1045,ising,700,190,40,428,IHT,0.7717835619114339,1.0
1046,ising,700,190,40,428,HTP_jit,0.38959403801709414,1.0
1047,ising,700,190,40,428,HTP,2.5486886349972337,1.0
1048,ising,700,190,40,428,CVXPY,2.7681174450553954,0.9
1049,ising,700,190,40,429,SCOPE,29.427334852982312,1.0
1050,ising,700,190,40,429,SCOPE_jit,4.212294061901048,1.0
1051,ising,700,190,40,429,GraSP,6.158574512926862,1.0
1052,ising,700,190,40,429,GraSP_jit,0.6529650969896466,1.0
1053,ising,700,190,40,429,IHT_jit,0.3365911089349538,0.975
1054,ising,700,190,40,429,IHT,0.8946169808041304,0.975
1055,ising,700,190,40,429,HTP_jit,0.3788775010034442,1.0
1056,ising,700,190,40,429,HTP,2.0853787921369076,1.0
1057,ising,700,190,40,429,CVXPY,2.546339205931872,0.95
1058,ising,700,190,40,430,SCOPE,25.46503004897386,0.95
1059,ising,700,190,40,430,SCOPE_jit,3.935774649027735,0.95
1060,ising,700,190,40,430,GraSP,9.817234084941447,1.0
1061,ising,700,190,40,430,GraSP_jit,0.8380915720481426,1.0
1062,ising,700,190,40,430,IHT_jit,0.3185259790625423,0.975
1063,ising,700,190,40,430,IHT,0.7270513598341495,0.975
1064,ising,700,190,40,430,HTP_jit,0.4374373669270426,1.0
1065,ising,700,190,40,430,HTP,3.1698702718131244,1.0
1066,ising,700,190,40,430,CVXPY,3.4278271491639316,0.95
1067,ising,700,190,40,431,SCOPE,22.033235675888136,1.0
1068,ising,700,190,40,431,SCOPE_jit,3.4046966650057584,1.0
1069,ising,700,190,40,431,GraSP,6.058375369058922,1.0
1070,ising,700,190,40,431,GraSP_jit,0.7394463659729809,1.0
1071,ising,700,190,40,431,IHT_jit,0.28101677913218737,1.0
1072,ising,700,190,40,431,IHT,0.8663420670200139,1.0
1073,ising,700,190,40,431,HTP_jit,0.4217878158669919,1.0
1074,ising,700,190,40,431,HTP,2.2803565540816635,1.0
1075,ising,700,190,40,431,CVXPY,2.4112207798752934,0.95
1076,ising,700,190,40,432,SCOPE,16.741584789007902,0.975
1077,ising,700,190,40,432,SCOPE_jit,2.8084254171699286,0.975
1078,ising,700,190,40,432,GraSP,87.43977805483155,1.0
1079,ising,700,190,40,432,GraSP_jit,6.043764767004177,1.0
1080,ising,700,190,40,432,IHT_jit,0.29809414595365524,0.975
1081,ising,700,190,40,432,IHT,1.058432046091184,0.975
1082,ising,700,190,40,432,HTP_jit,0.37362707406282425,1.0
1083,ising,700,190,40,432,HTP,2.3665013620629907,1.0
1084,ising,700,190,40,432,CVXPY,2.6155564018990844,0.95
1085,ising,700,190,40,433,SCOPE,14.034660240169615,1.0
1086,ising,700,190,40,433,SCOPE_jit,2.344339694129303,1.0
1087,ising,700,190,40,433,GraSP,3.928807919844985,1.0
1088,ising,700,190,40,433,GraSP_jit,0.48198916390538216,1.0
1089,ising,700,190,40,433,IHT_jit,0.27102482016198337,1.0
1090,ising,700,190,40,433,IHT,0.6462970948778093,1.0
1091,ising,700,190,40,433,HTP_jit,0.3807487890589982,1.0
1092,ising,700,190,40,433,HTP,2.491655425867066,1.0
1093,ising,700,190,40,433,CVXPY,2.498863304965198,0.975
1094,ising,700,190,40,434,SCOPE,15.949631738010794,1.0
1095,ising,700,190,40,434,SCOPE_jit,2.6665507219731808,1.0
1096,ising,700,190,40,434,GraSP,6.167848994024098,1.0
1097,ising,700,190,40,434,GraSP_jit,0.6113478811457753,1.0
1098,ising,700,190,40,434,IHT_jit,0.2810151078738272,1.0
1099,ising,700,190,40,434,IHT,0.6946886628866196,1.0
1100,ising,700,190,40,434,HTP_jit,0.36232844088226557,1.0
1101,ising,700,190,40,434,HTP,2.122200840851292,1.0
1102,ising,700,190,40,434,CVXPY,2.198158605955541,0.925
1103,ising,700,190,40,435,,,
1104,ising,700,190,40,436,SCOPE,19.897718502907082,0.925
1105,ising,700,190,40,436,SCOPE_jit,2.975348056992516,0.925
1106,ising,700,190,40,436,GraSP,3.841660639969632,1.0
1107,ising,700,190,40,436,GraSP_jit,0.4743473958224058,1.0
1108,ising,700,190,40,436,IHT_jit,0.27412898815236986,0.95
1109,ising,700,190,40,436,IHT,0.6614942848682404,0.95
1110,ising,700,190,40,436,HTP_jit,0.5198153748642653,1.0
1111,ising,700,190,40,436,HTP,5.753508513793349,1.0
1112,ising,700,190,40,436,CVXPY,2.1924439088907093,0.95
1113,ising,700,190,40,437,,,
1114,ising,700,190,40,438,,,
1115,ising,700,190,40,439,SCOPE,9.282786319032311,0.4
1116,ising,700,190,40,439,SCOPE_jit,1.3125674629118294,0.4
1117,ising,700,190,40,439,GraSP,94.4414452528581,0.95
1118,ising,700,190,40,439,GraSP_jit,6.153778963955119,0.95
1119,ising,700,190,40,439,IHT_jit,0.28006489388644695,1.0
1120,ising,700,190,40,439,IHT,1.1950325581710786,1.0
1121,ising,700,190,40,439,HTP_jit,0.5187628599815071,1.0
1122,ising,700,190,40,439,HTP,4.1691789990291,1.0
1123,ising,700,190,40,439,CVXPY,2.312919926131144,0.925
1124,ising,800,190,40,440,,,
1125,ising,800,190,40,441,,,
1126,ising,800,190,40,442,,,
1127,ising,800,190,40,443,,,
1128,ising,800,190,40,444,SCOPE,22.218728457810357,0.5
1129,ising,800,190,40,444,SCOPE_jit,3.592332124011591,0.5
1130,ising,800,190,40,444,GraSP,104.46344527904876,1.0
1131,ising,800,190,40,444,GraSP_jit,6.546831676037982,1.0
1132,ising,800,190,40,444,IHT_jit,0.31347758090123534,1.0
1133,ising,800,190,40,444,IHT,1.070492384955287,1.0
1134,ising,800,190,40,444,HTP_jit,0.43684631190262735,1.0
1135,ising,800,190,40,444,HTP,3.041852790862322,1.0
1136,ising,800,190,40,444,CVXPY,2.970501098083332,0.95
1137,ising,800,190,40,445,,,
1138,ising,800,190,40,446,SCOPE,20.521717355120927,1.0
1139,ising,800,190,40,446,SCOPE_jit,2.9394217329099774,1.0
1140,ising,800,190,40,446,GraSP,4.431173749035224,1.0
1141,ising,800,190,40,446,GraSP_jit,0.5481475098058581,1.0
1142,ising,800,190,40,446,IHT_jit,0.31094612390734255,1.0
1143,ising,800,190,40,446,IHT,1.001379805849865,1.0
1144,ising,800,190,40,446,HTP_jit,0.4236144369933754,1.0
1145,ising,800,190,40,446,HTP,2.936334560159594,1.0
1146,ising,800,190,40,446,CVXPY,2.627923933789134,0.95
1147,ising,800,190,40,447,SCOPE,36.828647130168974,1.0
1148,ising,800,190,40,447,SCOPE_jit,5.407510929973796,1.0
1149,ising,800,190,40,447,GraSP,87.71071354486048,1.0
1150,ising,800,190,40,447,GraSP_jit,6.151307236868888,1.0
1151,ising,800,190,40,447,IHT_jit,0.28402417805045843,1.0
1152,ising,800,190,40,447,IHT,0.8191084079444408,1.0
1153,ising,800,190,40,447,HTP_jit,0.38988859788514674,1.0
1154,ising,800,190,40,447,HTP,2.3867437089793384,1.0
1155,ising,800,190,40,447,CVXPY,2.7439414500258863,0.925
1156,ising,800,190,40,448,,,
1157,ising,800,190,40,449,SCOPE,8.883616718929261,0.65
1158,ising,800,190,40,449,SCOPE_jit,1.5503427798394114,0.65
1159,ising,800,190,40,449,GraSP,4.324582034954801,1.0
1160,ising,800,190,40,449,GraSP_jit,0.513450033031404,1.0
1161,ising,800,190,40,449,IHT_jit,0.30804399005137384,0.975
1162,ising,800,190,40,449,IHT,1.1182974798139185,0.975
1163,ising,800,190,40,449,HTP_jit,0.41125182597897947,1.0
1164,ising,800,190,40,449,HTP,2.438226150115952,1.0
1165,ising,800,190,40,449,CVXPY,3.2929716799408197,0.95
1166,ising,800,190,40,450,SCOPE,21.150480438955128,1.0
1167,ising,800,190,40,450,SCOPE_jit,3.392483592964709,1.0
1168,ising,800,190,40,450,GraSP,14.50449287192896,1.0
1169,ising,800,190,40,450,GraSP_jit,1.1299136611633003,1.0
1170,ising,800,190,40,450,IHT_jit,0.2787879689130932,0.975
1171,ising,800,190,40,450,IHT,0.7220222658943385,0.975
1172,ising,800,190,40,450,HTP_jit,0.39664908312261105,1.0
1173,ising,800,190,40,450,HTP,2.3667921400628984,1.0
1174,ising,800,190,40,450,CVXPY,3.081368184881285,0.95
1175,ising,800,190,40,451,,,
1176,ising,800,190,40,452,SCOPE,35.128281326033175,1.0
1177,ising,800,190,40,452,SCOPE_jit,5.634587707929313,1.0
1178,ising,800,190,40,452,GraSP,88.97682161792181,1.0
1179,ising,800,190,40,452,GraSP_jit,5.739272373029962,1.0
1180,ising,800,190,40,452,IHT_jit,0.4258928201161325,0.95
1181,ising,800,190,40,452,IHT,2.697252369020134,0.95
1182,ising,800,190,40,452,HTP_jit,0.42450032010674477,1.0
1183,ising,800,190,40,452,HTP,3.006738759810105,1.0
1184,ising,800,190,40,452,CVXPY,3.0477058130782098,0.975
1185,ising,800,190,40,453,,,
1186,ising,800,190,40,454,SCOPE,37.26527089998126,1.0
1187,ising,800,190,40,454,SCOPE_jit,5.7542975230608135,1.0
1188,ising,800,190,40,454,GraSP,3.9381489558145404,1.0
1189,ising,800,190,40,454,GraSP_jit,0.4923977330327034,1.0
1190,ising,800,190,40,454,IHT_jit,0.3021571768913418,1.0
1191,ising,800,190,40,454,IHT,0.993745804997161,1.0
1192,ising,800,190,40,454,HTP_jit,0.3386974921450019,1.0
1193,ising,800,190,40,454,HTP,1.3680088829714805,1.0
1194,ising,800,190,40,454,CVXPY,2.9748566458001733,1.0
1195,ising,800,190,40,455,SCOPE,24.46511890203692,1.0
1196,ising,800,190,40,455,SCOPE_jit,3.9500847291201353,1.0
1197,ising,800,190,40,455,GraSP,90.46206194115803,1.0
1198,ising,800,190,40,455,GraSP_jit,5.53994847391732,1.0
1199,ising,800,190,40,455,IHT_jit,0.2782256978098303,0.975
1200,ising,800,190,40,455,IHT,0.6741576660424471,0.975
1201,ising,800,190,40,455,HTP_jit,0.3810162420850247,1.0
1202,ising,800,190,40,455,HTP,2.0833534370176494,1.0
1203,ising,800,190,40,455,CVXPY,3.357316064881161,0.95
1204,ising,800,190,40,456,,,
1205,ising,800,190,40,457,SCOPE,20.462115874979645,1.0
1206,ising,800,190,40,457,SCOPE_jit,2.9475946358870715,1.0
1207,ising,800,190,40,457,GraSP,84.22949467902072,1.0
1208,ising,800,190,40,457,GraSP_jit,5.690106191905215,1.0
1209,ising,800,190,40,457,IHT_jit,0.3112574031110853,1.0
1210,ising,800,190,40,457,IHT,0.8782800489570946,1.0
1211,ising,800,190,40,457,HTP_jit,0.38009951496496797,1.0
1212,ising,800,190,40,457,HTP,1.7710760498885065,1.0
1213,ising,800,190,40,457,CVXPY,3.0386963090859354,0.975
1214,ising,800,190,40,458,SCOPE,33.76381203299388,0.9
1215,ising,800,190,40,458,SCOPE_jit,4.862442719982937,0.9
1216,ising,800,190,40,458,GraSP,95.38697005691938,1.0
1217,ising,800,190,40,458,GraSP_jit,6.602672167122364,1.0
1218,ising,800,190,40,458,IHT_jit,0.32376097002997994,1.0
1219,ising,800,190,40,458,IHT,1.0723899290896952,1.0
1220,ising,800,190,40,458,HTP_jit,0.3681872698944062,1.0
1221,ising,800,190,40,458,HTP,1.856389967026189,1.0
1222,ising,800,190,40,458,CVXPY,3.1565613178536296,0.975
1223,ising,800,190,40,459,SCOPE,12.840485234977677,0.525
1224,ising,800,190,40,459,SCOPE_jit,1.8472453919239342,0.525
1225,ising,800,190,40,459,GraSP,94.16963655804284,1.0
1226,ising,800,190,40,459,GraSP_jit,5.8295697891153395,1.0
1227,ising,800,190,40,459,IHT_jit,0.273643481079489,0.925
1228,ising,800,190,40,459,IHT,0.45864828396588564,0.925
1229,ising,800,190,40,459,HTP_jit,0.6179461069405079,0.975
1230,ising,800,190,40,459,HTP,3.8236989101860672,0.975
1231,ising,800,190,40,459,CVXPY,3.367564006941393,0.925
1232,ising,900,190,40,460,SCOPE,19.39725274615921,1.0
1233,ising,900,190,40,460,SCOPE_jit,2.688931791810319,1.0
1234,ising,900,190,40,460,GraSP,116.03050634590909,1.0
1235,ising,900,190,40,460,GraSP_jit,6.735479776980355,1.0
1236,ising,900,190,40,460,IHT_jit,0.31322965607978404,0.975
1237,ising,900,190,40,460,IHT,0.8294514541048557,0.975
1238,ising,900,190,40,460,HTP_jit,0.4074632429983467,1.0
1239,ising,900,190,40,460,HTP,2.2654820820316672,1.0
1240,ising,900,190,40,460,CVXPY,3.424394569126889,0.925
1241,ising,900,190,40,461,,,
1242,ising,900,190,40,462,,,
1243,ising,900,190,40,463,SCOPE,25.030661650933325,0.975
1244,ising,900,190,40,463,SCOPE_jit,3.5842510191723704,0.975
1245,ising,900,190,40,463,GraSP,76.90777533804066,1.0
1246,ising,900,190,40,463,GraSP_jit,5.648704152088612,1.0
1247,ising,900,190,40,463,IHT_jit,0.30085937515832484,1.0
1248,ising,900,190,40,463,IHT,1.03058869112283,1.0
1249,ising,900,190,40,463,HTP_jit,0.42923769005574286,1.0
1250,ising,900,190,40,463,HTP,2.3959858070593327,1.0
1251,ising,900,190,40,463,CVXPY,3.627635766984895,0.95
1252,ising,900,190,40,464,SCOPE,13.170128250028938,0.725
